NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	76.895	27.661	19.818	17.229	0.161	0.981	30000.0
2	75.786	27.306	18.941	16.615	0.163	0.982	20000.0
3	78.412	28.231	20.048	17.616	0.167	0.98	40000.0
4	77.605	27.906	19.673	17.194	0.164	0.981	20000.0
5	77.524	27.707	19.61	16.92	0.162	0.982	30000.0
6	76.131	27.298	19.245	16.72	0.161	0.982	30000.0
7	76.715	27.941	19.145	17.049	0.161	0.981	20000.0
8	75.673	26.955	18.788	16.145	0.162	0.983	20000.0
9	76.848	27.691	19.283	17.043	0.161	0.981	20000.0
10	78.638	28.04	20.035	17.433	0.167	0.98	30000.0
