Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	268	2	7	0	50	1	13	16	0	17	3	27
V2	93	655	216	12	2	53	17	102	4	0	9	82
V3	55	12	24	0	0	47	0	1	0	3	36	3
V4	55	22	4	25	21	23	2	0	32	98	56	1
V5	22	31	55	0	1	2	12	5	0	2	4	35
V6	22	3	24	41	84	24	72	112	28	11	16	19
V7	4	5	3	0	36	0	41	29	0	0	0	0
V8	0	61	47	56	0	23	12	78	92	16	26	6
V9	9	2	1	0	125	2	0	1	0	0	0	0
V10	0	8	0	38	16	1	36	15	26	31	0	7
V11	92	36	32	100	2	7	0	0	42	12	2	0
V12	87	0	1	0	0	8	1	0	0	0	17	0
V13	8	57	9	256	0	42	0	64	55	0	27	3
V14	37	7	5	8	42	3	163	124	0	81	0	31
V15	81	28	31	49	0	27	6	0	55	38	46	3
V16	194	26	16	9	23	10	3	0	1	0	5	5
V17	0	58	277	4	0	5	3	21	6	5	0	0
V18	9	8	5	56	0	36	10	0	26	70	54	0
V19	34	0	3	13	75	1	0	4	22	48	0	0
V20	273	0	1	0	6	1	0	15	0	21	0	0
V21	94	57	33	38	90	8	13	0	4	0	3	0
V22	36	53	16	31	30	10	38	21	0	0	0	16
V23	765	195	145	0	5	34	0	25	0	45	40	39
V24	0	164	84	6	0	10	48	0	10	56	12	5
V25	0	31	72	37	155	54	13	0	24	13	61	0
V26	0	10	5	56	0	3	0	0	120	27	7	0
V27	145	11	2	13	6	28	9	35	13	0	8	43
V28	98	11	2	30	24	19	0	0	20	71	2	21
V29	30	7	30	21	0	2	109	30	37	64	3	25
V30	8	16	63	18	0	261	25	47	13	0	143	33
V31	15	13	56	22	236	8	2	0	12	0	1	3
V32	102	9	3	85	0	58	4	15	6	0	19	0
V33	43	35	41	64	53	93	18	5	9	0	129	6
V34	0	0	9	0	45	10	0	0	0	0	3	0
V35	5	31	92	4	234	61	60	51	0	0	24	4
V36	0	106	200	9	82	0	26	163	8	25	0	13
V37	70	34	13	15	0	17	6	0	5	22	10	0
V38	234	5	8	21	177	1	4	0	31	0	4	12
V39	57	4	0	9	6	158	21	0	5	23	28	21
V40	0	0	0	3	7	5	1	5	0	0	2	0
V41	16	0	10	0	22	10	0	8	0	11	2	20
V42	0	31	17	83	5	2	30	6	8	0	2	8
V43	49	120	132	0	44	6	10	4	0	6	2	7
V44	48	1	12	9	23	2	36	137	41	0	1	40
V45	207	5	0	4	9	2	1	0	0	0	2	10
V46	78	20	6	0	9	43	3	12	0	10	26	0
V47	201	77	237	13	63	45	0	0	27	53	7	0
V48	0	81	47	72	0	82	0	20	91	9	69	18
V49	158	59	82	23	11	175	11	0	61	0	43	23
V50	8	1	1	4	0	28	32	49	6	22	3	1
V51	44	0	0	0	101	27	0	1	3	13	16	0
V52	0	17	145	564	0	19	0	0	427	49	27	0
V53	4	30	42	248	0	15	38	0	82	97	4	0
V54	18	54	55	13	4	3	0	0	4	0	0	0
V55	186	46	76	3	107	11	33	28	4	36	4	29
V56	125	33	4	184	58	0	15	0	7	153	0	0
V57	90	5	0	7	0	47	27	24	0	0	79	8
V58	0	40	62	12	8	55	110	2	24	10	25	18
V59	0	30	16	0	138	33	16	10	25	21	38	0
V60	0	10	2	0	0	2	43	122	0	3	0	10
V61	0	90	80	38	13	96	149	38	0	20	48	14
V62	0	78	79	16	4	3	7	17	0	0	0	13
V63	39	28	43	2	0	272	19	40	12	16	8	22
V64	220	1	1	2	106	10	12	79	15	79	20	24
V65	0	29	79	0	27	11	17	24	0	0	31	0
V66	100	38	4	129	30	12	5	0	47	35	3	6
V67	89	51	68	6	31	10	48	7	0	0	3	43
V68	0	10	26	47	28	73	20	0	3	24	32	0
V69	205	26	44	37	5	3	40	0	66	0	10	9
V70	35	6	4	46	13	59	15	2	0	0	30	2
V71	27	5	34	0	8	43	2	0	0	17	16	35
V72	3	80	48	43	5	2	0	4	0	0	4	0
V73	0	12	11	11	0	13	55	43	59	58	0	2
V74	5	130	24	0	8	0	14	2	0	3	0	5
V75	315	37	17	0	49	3	245	24	0	30	10	207
V76	138	77	60	10	46	0	0	24	0	10	1	17
V77	0	153	65	31	59	16	152	218	0	32	20	58
V78	1	118	72	0	9	80	1	0	0	0	56	0
V79	93	47	21	147	4	7	5	0	0	0	13	11
V80	79	25	2	105	11	16	30	0	74	0	23	45
V81	72	47	35	3	9	80	0	0	31	11	11	0
V82	74	21	15	4	13	6	13	18	6	64	3	3
V83	170	17	114	14	33	9	1	0	12	0	7	27
V84	80	37	29	8	1	52	1	5	15	0	11	0
V85	7	7	1	20	47	4	2	4	25	0	23	0
V86	42	21	7	144	6	1	14	68	0	0	13	14
V87	13	72	35	0	19	2	0	24	0	24	5	3
V88	13	29	21	1	39	15	17	0	0	2	36	12
V89	53	4	0	6	86	172	1	0	0	0	39	4
V90	11	6	20	0	4	0	0	0	3	0	0	0
V91	23	97	93	132	0	1	67	79	96	0	0	90
V92	43	6	6	0	0	21	11	45	6	0	19	18
V93	0	1	18	0	0	22	24	54	7	0	19	24
V94	17	16	9	43	4	9	13	0	31	4	6	0
V95	0	2	0	3	0	62	16	18	10	11	37	1
V96	207	58	74	55	253	4	14	0	131	203	0	0
V97	74	0	8	3	0	27	12	11	6	0	19	8
V98	27	44	40	0	39	9	0	0	1	6	3	13
V99	70	79	117	16	67	9	36	0	0	0	7	8
V100	2	18	38	0	0	0	18	5	11	0	0	6
