NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	77.607	38.074	20.025	24.459	0.246	0.952	20000.0
2	76.01	37.722	21.596	26.759	0.239	0.942	20000.0
3	77.62	37.46	19.897	23.932	0.243	0.954	20000.0
4	73.882	37.327	20.97	26.705	0.236	0.943	20000.0
5	75.246	36.959	21.2	26.051	0.231	0.945	60000.0
6	75.373	36.744	19.252	23.475	0.239	0.956	30000.0
7	76.607	38.431	21.331	26.448	0.246	0.945	20000.0
8	74.362	36.885	21.132	26.297	0.238	0.946	50000.0
9	84.19	40.959	26.777	30.31	0.254	0.931	20000.0
10	75.277	36.427	19.452	23.298	0.237	0.957	30000.0
