NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.124	19.962	11.798	13.065	0.102	0.988	60000.0
2	53.97	22.124	12.747	14.355	0.103	0.986	30000.0
3	52.357	21.643	12.726	14.716	0.101	0.985	50000.0
4	52.542	21.637	12.66	14.278	0.105	0.986	40000.0
5	54.241	22.06	12.949	14.648	0.106	0.985	90000.0
6	54.572	22.704	13.373	15.412	0.108	0.983	40000.0
7	52.651	21.501	12.805	14.32	0.103	0.986	30000.0
8	52.273	21.732	12.424	14.314	0.105	0.986	50000.0
9	55.234	22.982	13.399	15.018	0.109	0.984	40000.0
10	49.681	20.396	11.867	13.345	0.102	0.988	40000.0
