MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00E+00	3.31E-04	1.20E-02	7.05E-04	1.48E-03	3.98E-03	3.80E-02	1.20E-02	3.40E-02
1:Del:C:1	1.43E-04	3.17E-04	1.11E-02	1.07E-04	1.94E-04	4.01E-03	9.72E-03	3.86E-04	0.00E+00
1:Del:C:2	4.26E-09	1.42E-08	5.96E-04	8.10E-08	5.94E-08	2.97E-04	1.14E-03	2.57E-07	8.00E-04
1:Del:C:3	3.51E-04	4.45E-05	2.83E-03	3.55E-06	6.26E-04	4.56E-04	4.58E-03	1.65E-03	2.24E-03
1:Del:C:4	1.25E-08	7.76E-05	3.40E-03	5.91E-05	8.43E-04	3.44E-04	2.95E-03	3.30E-03	1.82E-03
1:Del:C:5	5.40E-04	5.06E-09	2.32E-04	2.00E-04	1.73E-03	3.84E-04	2.58E-04	3.15E-03	8.40E-03
1:Del:T:0	3.18E-04	4.28E-04	1.71E-02	1.17E-03	1.14E-03	3.06E-03	2.33E-02	8.46E-03	1.19E-03
1:Del:T:1	2.86E-08	3.14E-08	6.59E-03	8.59E-05	6.77E-04	1.94E-03	9.48E-03	2.55E-03	2.97E-03
1:Del:T:2	3.15E-05	1.97E-04	1.01E-02	0.00E+00	1.82E-03	1.33E-03	1.85E-02	4.12E-03	5.97E-33
1:Del:T:3	4.06E-04	5.28E-04	9.36E-03	3.92E-04	2.51E-03	9.56E-04	1.80E-02	1.30E-02	8.69E-03
1:Del:T:4	1.68E-03	7.20E-04	1.02E-02	1.09E-04	4.23E-03	0.00E+00	1.84E-02	1.74E-02	1.83E-02
1:Del:T:5	9.16E-08	3.90E-07	4.71E-08	2.44E-04	8.94E-03	6.47E-07	5.57E-02	2.28E-02	3.06E-02
1:Ins:C:0	1.29E-04	4.98E-05	1.82E-04	2.06E-04	7.25E-09	5.45E-04	3.19E-05	1.38E-03	1.27E-04
1:Ins:C:1	7.63E-05	3.22E-08	2.67E-07	1.14E-08	1.10E-04	2.50E-04	7.03E-04	2.89E-04	3.56E-04
1:Ins:C:2	3.25E-05	7.81E-09	2.75E-04	3.35E-05	1.89E-04	5.05E-04	3.59E-04	7.50E-04	6.56E-04
1:Ins:C:3	2.03E-04	7.60E-09	5.16E-08	9.84E-05	4.01E-08	2.49E-07	5.59E-09	6.31E-04	2.76E-04
1:Ins:C:4	2.45E-04	9.64E-06	1.22E-04	9.58E-09	1.34E-04	2.75E-05	4.77E-04	1.85E-03	1.30E-03
1:Ins:C:5	2.76E-03	2.37E-04	8.77E-09	1.39E-04	1.73E-03	1.15E-04	1.25E-05	2.05E-02	9.35E-03
1:Ins:T:0	4.98E-04	7.22E-09	1.92E-03	0.00E+00	2.90E-04	9.31E-04	6.68E-03	2.76E-03	4.94E-04
1:Ins:T:1	3.38E-05	4.19E-05	1.25E-03	6.43E-09	8.25E-05	7.94E-04	1.39E-03	7.24E-04	1.10E-04
1:Ins:T:2	1.62E-08	4.04E-07	6.28E-04	1.05E-09	4.74E-05	4.16E-04	3.43E-03	5.46E-04	1.25E-03
1:Ins:T:3	4.48E-04	1.05E-04	2.47E-04	1.30E-04	4.18E-04	1.24E-04	3.33E-04	3.00E-03	1.96E-03
1:Ins:T:4	1.21E-03	9.17E-05	3.45E-04	3.52E-04	2.57E-04	1.96E-03	1.62E-03	9.86E-03	4.51E-03
1:Ins:T:5	7.64E-03	5.41E-08	5.52E-07	5.46E-08	5.61E-08	3.84E-07	2.31E-06	6.79E-02	2.89E-02
2:Del:R:0	1.31E-04	4.80E-05	3.87E-03	9.77E-08	8.04E-04	9.32E-04	3.46E-03	1.83E-03	4.52E-03
2:Del:R:1	3.27E-04	5.09E-04	4.71E-03	1.33E-04	5.71E-04	3.56E-03	6.08E-03	1.24E-03	3.71E-03
2:Del:R:2	2.94E-05	2.53E-04	2.33E-04	2.77E-04	4.35E-04	1.36E-09	4.16E-04	1.16E-03	9.69E-04
2:Del:R:3	1.40E-04	6.21E-05	0.00E+00	7.86E-09	1.81E-04	6.52E-05	1.45E-04	6.43E-04	4.18E-04
2:Del:R:4	1.91E-08	1.46E-05	7.37E-08	3.04E-08	7.48E-05	2.47E-08	7.13E-08	7.33E-07	9.65E-06
2:Del:R:5	2.71E-08	3.05E-03	1.07E-04	3.10E-04	4.77E-07	6.88E-04	3.75E-08	4.26E-04	8.07E-03
3:Del:R:0	0.00E+00	6.05E-05	2.60E-03	0.00E+00	3.77E-04	1.35E-03	1.98E-03	1.31E-04	1.77E-03
3:Del:R:1	6.36E-04	0.00E+00	8.78E-04	3.07E-04	1.51E-03	1.70E-04	4.42E-03	1.08E-02	3.59E-03
3:Del:R:2	5.04E-05	4.74E-05	6.29E-04	1.32E-04	2.87E-04	3.52E-04	1.00E-03	9.24E-05	7.13E-07
3:Del:R:3	1.23E-04	1.64E-08	1.07E-04	3.97E-05	1.32E-04	1.70E-04	2.78E-08	7.82E-04	2.04E-06
3:Del:R:4	5.54E-09	2.52E-08	2.53E-08	9.47E-09	9.66E-09	1.76E-08	3.86E-08	6.51E-08	9.75E-08
3:Del:R:5	2.89E-08	3.96E-08	3.41E-05	1.96E-08	4.96E-08	3.38E-08	7.26E-07	7.42E-05	1.29E-04
4:Del:R:0	6.98E-05	1.40E-46	6.26E-04	0.00E+00	1.02E-05	7.15E-04	6.67E-04	6.45E-04	3.81E-04
4:Del:R:1	1.28E-04	5.00E-05	8.55E-04	8.06E-05	5.27E-04	1.84E-04	1.52E-03	5.95E-04	7.64E-04
4:Del:R:2	5.44E-05	7.45E-08	1.12E-03	2.59E-03	3.97E-04	5.74E-05	1.82E-03	1.66E-03	1.54E-02
4:Del:R:3	5.54E-09	2.52E-08	2.53E-08	9.47E-09	9.66E-09	1.76E-08	3.86E-08	6.51E-08	9.75E-08
4:Del:R:4	3.10E-05	4.47E-08	4.10E-08	1.06E-07	5.18E-08	2.17E-05	2.90E-05	1.04E-07	1.49E-04
4:Del:R:5	3.58E-08	4.36E-03	5.94E-08	1.06E-07	1.66E-07	5.72E-08	9.39E-07	3.61E-02	1.11E-01
5:Del:R:0	7.68E-08	1.24E-07	1.01E-04	5.13E-04	5.53E-04	6.28E-03	4.05E-02	7.81E-03	1.97E-02
5:Del:R:1	1.16E-06	0.00E+00	6.30E-05	1.31E-04	4.01E-04	4.35E-04	8.44E-04	7.48E-04	2.23E-07
5:Del:R:2	4.62E-05	1.05E-07	5.11E-04	1.15E-04	1.01E-04	3.86E-04	5.30E-04	3.26E-04	1.09E-03
5:Del:R:3	1.34E-05	3.65E-04	1.26E-08	1.58E-08	1.02E-04	5.37E-05	2.57E-08	2.09E-03	1.77E-03
