MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	0.00E+00	8.67E-07	0.00E+00	5.02E-08	8.92E-03	0.00E+00	3.17E-02	5.45E-02	4.04E-02	1.10E-03	1.05E-02	7.77E-03	2.61E-02	5.47E-03	2.34E-02	5.39E-03
1:Del:C:1	6.46E-08	4.86E-04	1.26E-07	2.11E-08	6.29E-03	0.00E+00	2.13E-02	4.47E-02	2.85E-02	7.87E-03	3.29E-03	1.63E-02	1.97E-07	2.95E-07	4.15E-03	4.11E-06
1:Del:C:2	1.01E-04	4.64E-08	1.40E-08	8.30E-08	9.80E-04	2.26E-04	6.45E-04	2.07E-03	3.57E-04	1.05E-03	1.61E-03	1.18E-03	2.94E-04	9.68E-04	5.54E-04	1.34E-07
1:Del:C:3	2.23E-07	1.21E-03	1.27E-08	5.74E-05	1.37E-03	4.20E-07	1.13E-03	1.08E-02	2.95E-02	2.05E-03	5.17E-03	1.14E-03	6.20E-07	5.61E-07	7.97E-08	6.89E-03
1:Del:C:4	3.26E-05	2.99E-05	1.48E-04	1.31E-03	0.00E+00	6.51E-04	4.11E-03	5.69E-03	2.59E-03	4.59E-04	5.54E-07	1.16E-03	9.91E-03	4.05E-03	3.87E-03	7.83E-03
1:Del:C:5	8.86E-04	9.31E-04	4.14E-03	1.38E-03	2.12E-03	7.23E-04	3.45E-04	2.96E-03	3.27E-03	5.13E-03	5.10E-04	7.14E-04	5.23E-02	1.44E-03	1.19E-02	4.39E-03
1:Del:T:0	1.25E-02	0.00E+00	1.22E-03	7.06E-04	4.95E-03	4.20E-02	1.39E-02	2.39E-02	2.84E-02	7.07E-03	2.09E-02	3.95E-02	3.20E-04	3.72E-02	1.09E-02	1.97E-02
1:Del:T:1	8.72E-08	0.00E+00	3.03E-04	6.00E-08	2.16E-03	7.31E-08	2.40E-02	1.42E-02	8.79E-03	4.19E-03	1.34E-03	1.99E-03	2.12E-02	2.89E-03	5.99E-03	1.31E-02
1:Del:T:2	5.45E-05	0.00E+00	3.08E-05	9.81E-04	2.01E-03	1.02E-03	4.09E-02	1.30E-02	1.48E-02	1.39E-07	1.46E-04	5.43E-03	3.33E-06	2.17E-06	3.87E-02	5.14E-03
1:Del:T:3	0.00E+00	9.36E-04	2.23E-04	2.12E-03	4.11E-03	2.79E-08	2.32E-02	3.20E-02	1.51E-02	6.01E-03	1.72E-02	2.78E-03	6.39E-02	1.07E-02	1.78E-02	2.35E-03
1:Del:T:4	5.62E-05	7.24E-04	0.00E+00	4.31E-03	6.04E-04	5.46E-04	2.05E-02	1.89E-02	1.64E-02	3.22E-03	1.16E-02	4.63E-03	9.31E-03	3.74E-02	2.21E-02	7.32E-03
1:Del:T:5	3.62E-07	5.34E-08	1.12E-07	8.44E-03	6.76E-07	2.90E-07	1.53E-07	6.72E-08	1.47E-02	5.86E-03	3.56E-07	2.00E-03	4.28E-03	1.93E-06	9.60E-02	7.85E-02
1:Ins:C:0	5.35E-04	1.54E-07	1.56E-07	3.50E-08	7.72E-04	7.08E-04	2.67E-08	2.62E-06	1.77E-03	1.51E-07	1.70E-03	4.63E-03	1.44E-03	1.32E-02	5.50E-04	3.80E-03
1:Ins:C:1	1.10E-06	1.18E-07	1.47E-04	9.67E-08	1.44E-03	5.26E-07	8.03E-08	2.35E-07	1.25E-04	2.47E-03	1.89E-03	1.19E-04	2.76E-07	1.52E-03	7.42E-05	1.60E-04
1:Ins:C:2	7.88E-08	2.63E-08	2.11E-05	5.70E-08	7.43E-04	1.54E-03	5.27E-08	1.34E-06	6.61E-05	8.38E-08	8.09E-05	9.68E-04	6.15E-07	1.32E-04	2.42E-03	3.93E-03
1:Ins:C:3	6.43E-05	3.47E-04	3.81E-08	2.15E-08	1.66E-05	1.40E-04	2.89E-07	3.49E-04	6.48E-04	1.51E-03	1.43E-04	5.39E-04	0.00E+00	5.63E-04	1.20E-04	3.21E-06
1:Ins:C:4	6.93E-05	3.64E-04	0.00E+00	6.12E-04	3.49E-04	6.37E-08	2.28E-04	3.40E-08	3.29E-08	6.55E-08	0.00E+00	1.27E-03	2.01E-03	4.98E-03	1.20E-03	2.25E-03
1:Ins:C:5	0.00E+00	3.10E-03	4.05E-04	1.63E-03	1.19E-03	1.00E-03	1.40E-46	0.00E+00	3.85E-03	2.08E-03	2.09E-03	0.00E+00	4.58E-03	1.47E-02	3.32E-03	7.46E-03
1:Ins:T:0	3.96E-08	5.78E-04	1.16E-04	2.58E-06	0.00E+00	6.09E-04	4.99E-03	1.88E-02	1.06E-02	3.27E-03	5.57E-03	4.60E-03	5.88E-03	4.07E-03	6.55E-03	3.10E-03
1:Ins:T:1	4.40E-05	5.86E-09	1.03E-04	2.22E-04	2.16E-03	6.10E-05	1.49E-03	3.35E-03	2.25E-03	1.87E-03	7.34E-03	1.42E-03	1.55E-02	3.28E-07	1.12E-03	6.70E-04
1:Ins:T:2	1.01E-08	8.24E-05	0.00E+00	1.46E-04	7.50E-04	4.77E-08	1.20E-03	1.04E-03	1.21E-03	3.53E-04	1.45E-03	0.00E+00	2.34E-06	1.20E-03	1.05E-03	3.29E-03
1:Ins:T:3	2.55E-04	1.25E-03	9.31E-03	4.23E-04	1.53E-03	3.90E-08	0.00E+00	1.78E-04	7.43E-08	2.51E-02	7.59E-04	7.61E-03	3.66E-02	1.32E-02	4.15E-02	3.19E-03
1:Ins:T:4	1.78E-04	3.39E-03	8.70E-05	1.36E-04	1.27E-04	2.09E-07	1.12E-06	2.05E-03	1.23E-03	2.05E-02	3.45E-07	1.46E-03	4.39E-04	2.97E-04	1.37E-03	8.02E-04
1:Ins:T:5	2.29E-07	6.81E-03	2.28E-06	1.87E-46	7.33E-07	1.30E-03	2.54E-05	1.69E-03	6.42E-08	6.25E-02	1.72E-07	9.43E-03	1.01E-02	2.81E-02	1.17E-02	7.19E-02
2:Del:R:0	0.00E+00	1.33E-03	2.43E-03	2.61E-04	9.48E-04	2.45E-02	6.58E-03	5.48E-03	3.31E-03	0.00E+00	5.48E-03	4.56E-02	5.31E-03	1.52E-02	1.34E-02	8.26E-03
2:Del:R:1	0.00E+00	6.87E-04	4.39E-04	2.92E-04	2.33E-03	7.12E-04	2.08E-03	4.47E-04	5.06E-03	3.01E-03	7.12E-03	1.01E-02	8.74E-03	0.00E+00	5.62E-03	2.85E-03
2:Del:R:2	1.30E-02	5.11E-08	6.31E-06	2.32E-07	8.47E-08	6.14E-02	6.45E-05	8.76E-04	3.16E-03	3.45E-07	5.76E-03	3.96E-03	1.86E-06	6.66E-02	1.23E-03	1.68E-02
2:Del:R:3	4.99E-04	1.61E-07	9.41E-03	1.26E-08	2.52E-04	3.55E-04	4.54E-04	5.36E-07	1.43E-02	1.60E-02	1.87E-06	8.75E-03	4.67E-02	1.22E-02	2.93E-02	6.93E-03
2:Del:R:4	5.16E-08	5.14E-08	4.95E-08	6.07E-08	1.76E-04	2.18E-07	9.04E-08	1.31E-07	5.00E-07	1.68E-07	2.39E-06	4.20E-07	2.63E-04	2.72E-07	1.96E-04	9.75E-08
2:Del:R:5	6.27E-08	6.21E-08	1.21E-04	3.24E-08	2.33E-04	8.11E-08	7.53E-08	1.10E-07	1.68E-07	1.14E-07	1.06E-07	5.30E-04	7.12E-07	3.39E-07	1.66E-04	1.55E-07
3:Del:R:0	5.80E-05	3.32E-04	0.00E+00	6.44E-08	2.37E-03	3.00E-04	4.97E-04	1.74E-03	5.98E-03	2.02E-03	3.37E-03	6.49E-03	1.67E-03	1.25E-02	4.77E-05	3.65E-03
3:Del:R:1	9.39E-04	1.10E-03	0.00E+00	4.61E-04	8.09E-05	2.19E-03	2.30E-04	1.71E-03	4.61E-03	6.22E-03	6.61E-04	0.00E+00	2.52E-03	5.31E-03	1.50E-03	1.70E-03
3:Del:R:2	9.49E-09	1.74E-04	1.45E-04	3.35E-04	5.96E-04	0.00E+00	1.29E-03	1.67E-03	9.62E-04	2.74E-04	0.00E+00	0.00E+00	8.59E-04	1.51E-07	2.30E-03	1.36E-03
3:Del:R:3	3.57E-05	2.37E-08	9.60E-05	1.97E-04	3.79E-07	1.13E-05	4.02E-07	2.10E-04	7.19E-04	4.67E-08	6.08E-04	4.32E-04	1.53E-03	2.32E-04	1.39E-03	9.23E-08
3:Del:R:4	5.02E-08	2.70E-08	2.54E-08	1.58E-08	1.06E-07	2.11E-07	6.89E-08	9.95E-08	1.51E-07	9.11E-08	1.20E-07	1.32E-07	2.09E-07	3.34E-07	1.34E-07	2.17E-07
3:Del:R:5	5.02E-08	2.70E-08	2.54E-08	1.58E-08	1.06E-07	2.11E-07	6.89E-08	9.95E-08	1.51E-07	9.11E-08	1.20E-07	1.32E-07	2.09E-07	3.34E-07	1.34E-07	2.17E-07
4:Del:R:0	4.43E-09	1.52E-04	0.00E+00	6.30E-08	1.97E-03	3.43E-08	1.71E-03	3.81E-03	9.83E-04	1.73E-04	9.12E-04	2.22E-03	1.27E-03	4.32E-07	3.60E-03	1.15E-03
4:Del:R:1	2.50E-08	4.22E-04	0.00E+00	7.09E-04	0.00E+00	9.86E-04	1.69E-03	2.69E-03	5.10E-04	3.86E-08	3.12E-03	1.59E-03	1.94E-03	3.98E-03	5.98E-03	7.70E-04
4:Del:R:2	6.05E-08	4.29E-08	1.14E-08	1.36E-04	1.28E-04	9.30E-07	8.79E-04	1.61E-03	8.87E-04	7.15E-08	6.27E-08	1.36E-08	1.60E-07	3.24E-07	3.29E-06	3.79E-04
4:Del:R:3	5.02E-08	2.70E-08	2.54E-08	1.58E-08	1.06E-07	2.11E-07	6.89E-08	9.95E-08	1.51E-07	9.11E-08	1.20E-07	1.32E-07	2.09E-07	3.34E-07	1.34E-07	2.17E-07
4:Del:R:4	4.48E-08	1.21E-07	5.09E-08	5.98E-08	9.58E-05	1.20E-07	8.78E-08	1.10E-07	1.32E-07	5.36E-05	1.29E-04	1.56E-04	1.70E-07	3.22E-07	1.34E-07	2.36E-06
4:Del:R:5	5.02E-08	2.70E-08	2.54E-08	1.58E-08	1.06E-07	2.11E-07	6.89E-08	9.95E-08	1.51E-07	9.11E-08	1.20E-07	1.32E-07	2.09E-07	3.34E-07	1.34E-07	2.17E-07
5:Del:R:0	1.59E-07	1.66E-07	1.45E-07	0.00E+00	1.85E-02	2.04E-03	2.72E-04	7.29E-05	1.18E-02	3.59E-04	3.15E-02	4.35E-02	3.49E-03	2.22E-06	1.89E-02	1.30E-02
5:Del:R:1	2.95E-04	1.08E-04	0.00E+00	5.35E-04	0.00E+00	3.99E-04	7.20E-04	4.85E-04	1.18E-07	8.34E-04	3.80E-08	1.65E-03	1.42E-04	6.75E-03	6.03E-04	9.21E-04
5:Del:R:2	5.19E-05	1.20E-06	0.00E+00	2.23E-04	1.07E-04	1.66E-04	2.61E-08	6.21E-08	1.34E-03	9.30E-04	5.76E-04	1.45E-04	1.74E-07	1.41E-07	1.15E-07	1.78E-03
5:Del:R:3	4.31E-08	7.17E-08	3.57E-08	1.35E-04	2.73E-07	2.64E-07	3.22E-07	6.70E-05	1.54E-06	5.04E-08	2.61E-04	2.15E-07	3.08E-06	3.07E-07	1.48E-07	2.41E-07
5:Del:R:4	5.02E-08	2.70E-08	2.54E-08	1.58E-08	1.06E-07	2.11E-07	6.89E-08	9.95E-08	1.51E-07	9.11E-08	1.20E-07	1.32E-07	2.09E-07	3.34E-07	1.34E-07	2.17E-07
5:Del:R:5	2.21E-02	2.31E-06	5.12E-07	2.32E-05	7.97E-08	1.09E-01	4.19E-08	2.80E-07	3.03E-02	1.64E-07	5.83E-46	4.48E-02	2.10E-02	2.80E-02	2.79E-02	9.23E-02
2:Ins:R:0	3.88E-08	1.66E-04	4.05E-08	9.10E-08	8.52E-04	1.68E-08	7.94E-04	7.70E-04	1.02E-03	2.26E-03	6.71E-04	1.71E-04	7.27E-04	2.46E-06	6.77E-04	5.59E-07
2:Ins:R:1	0.00E+00	4.08E-04	8.77E-04	8.80E-09	2.46E-08	4.55E-08	1.00E-03	2.85E-03	1.66E-04	2.81E-03	1.58E-04	4.65E-04	3.77E-03	2.61E-07	2.53E-04	2.56E-04
2:Ins:R:2	1.90E-07	8.84E-08	1.06E-08	8.18E-06	6.21E-04	3.61E-08	8.25E-04	1.37E-03	3.25E-04	9.10E-08	6.73E-04	3.05E-04	2.67E-04	1.31E-03	2.95E-03	2.99E-03
2:Ins:R:3	3.02E-08	3.85E-04	1.56E-03	6.76E-08	4.36E-08	2.13E-08	1.70E-04	1.31E-03	1.93E-07	1.44E-03	5.08E-08	1.15E-03	3.19E-03	7.77E-03	4.79E-03	2.43E-03
2:Ins:R:4	1.37E-04	8.96E-04	0.00E+00	4.58E-04	0.00E+00	1.14E-08	0.00E+00	0.00E+00	9.48E-04	1.78E-03	0.00E+00	7.54E-09	1.40E-04	3.35E-03	6.69E-06	1.89E-03
2:Ins:R:5	1.31E-02	2.07E-03	2.11E-07	4.86E-04	6.86E-08	1.50E-03	2.80E-46	4.23E-08	5.59E-07	5.39E-03	1.42E-03	8.27E-04	2.80E-46	1.01E-01	6.32E-03	1.30E-02
