Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	0	103	9	6	13	6	0	0	0
V2	53	10	4	47	17	12	0	3	0
V3	24	0	102	0	0	32	50	4	28
V4	151	40	0	93	43	18	109	12	89
V5	41	182	5	68	112	122	60	72	53
V6	133	21	5	1	6	14	0	0	1
V7	70	11	70	2	10	5	75	104	110
V8	7	5	1	5	70	76	6	8	33
V9	39	0	0	201	54	31	0	2	21
V10	178	3	14	12	0	8	0	5	0
V11	90	1	0	27	30	54	8	4	0
V12	18	15	5	105	27	26	29	64	30
V13	0	6	3	54	9	0	10	1	1
V14	1	2	33	31	12	26	11	0	1
V15	60	99	5	36	25	5	10	22	6
V16	1	12	7	11	40	6	3	3	5
V17	1	240	0	79	91	57	0	0	0
V18	9	7	51	10	1	20	7	2	4
V19	44	13	0	3	110	22	32	37	34
V20	58	21	38	6	23	23	14	11	24
V21	2	2	0	8	33	13	1	0	0
V22	138	119	1	44	82	22	2	0	0
V23	68	39	30	244	1	24	72	32	43
V24	206	175	110	90	0	3	21	51	67
V25	8	16	18	4	25	30	0	2	1
V26	1	29	4	33	157	53	21	28	20
V27	53	2	0	6	0	0	0	15	26
V28	0	134	37	0	0	21	43	13	24
V29	6	2	205	24	7	18	10	21	14
V30	15	22	2	202	0	8	4	1	0
V31	0	49	31	7	8	10	0	0	5
V32	5	1	83	35	15	33	7	8	11
V33	56	2	180	3	0	23	124	31	22
V34	48	7	3	55	16	4	13	6	0
V35	67	227	0	0	49	43	0	0	0
V36	216	23	167	1	0	0	186	79	42
V37	81	30	1	15	156	55	48	85	122
V38	0	18	20	169	3	34	35	7	0
V39	238	42	1	1	168	76	16	7	23
V40	0	0	22	0	0	8	36	0	0
V41	27	43	0	1	18	0	75	150	117
V42	5	330	6	1	68	39	20	0	3
V43	414	36	31	71	121	209	2	51	17
V44	70	1	90	6	0	25	11	30	0
V45	36	71	6	15	15	0	0	48	18
V46	5	2	6	12	1	8	0	1	3
V47	0	8	104	1	20	155	43	12	17
V48	96	147	52	6	0	10	70	104	45
V49	34	6	206	10	120	11	0	0	1
V50	37	1	219	39	0	24	53	0	0
V51	0	23	0	22	24	13	0	20	27
V52	54	5	45	12	3	0	0	0	0
V53	64	105	5	6	5	0	0	0	0
V54	61	2	6	28	25	33	8	44	6
V55	0	53	46	21	74	56	25	1	3
V56	48	42	0	4	60	6	0	83	64
V57	0	2	47	57	26	0	54	7	4
V58	1	10	3	15	71	67	5	0	0
V59	70	20	2	114	0	2	0	23	7
V60	2	85	0	24	39	30	12	0	2
V61	23	89	0	2	0	12	0	95	201
V62	2	7	66	227	34	8	0	30	98
V63	189	10	26	19	23	13	47	1	0
V64	0	187	11	20	0	9	4	2	3
V65	136	9	82	1	29	55	79	0	163
V66	0	1	38	6	0	0	34	4	1
V67	67	45	66	150	108	32	97	22	67
V68	1	6	16	32	7	0	11	8	39
V69	104	12	0	3	19	28	70	171	0
V70	22	46	1	7	53	25	3	0	0
V71	0	38	1	1	145	146	25	0	0
V72	19	109	5	0	10	5	0	2	0
V73	307	6	0	9	5	5	7	2	0
V74	1	303	91	6	0	34	6	7	26
V75	14	2	27	49	42	8	7	114	34
V76	79	0	69	2	0	3	142	5	19
V77	49	73	25	6	25	14	9	4	24
V78	45	15	45	0	21	77	44	55	77
V79	24	1	35	45	23	20	12	13	3
V80	5	6	11	3	27	49	4	17	17
V81	17	66	9	0	1	2	5	0	0
V82	9	17	26	0	0	12	23	0	0
V83	206	11	0	53	7	12	0	0	0
V84	6	88	25	43	13	0	19	16	8
V85	97	50	106	14	0	32	59	2	6
V86	7	35	0	7	9	1	0	17	7
V87	0	10	77	51	0	80	163	2	54
V88	4	6	1	45	2	0	5	143	45
V89	4	97	13	0	4	5	16	0	1
V90	9	136	6	4	43	9	24	19	0
V91	33	0	41	20	0	13	34	2	11
V92	97	29	2	7	50	21	7	0	0
V93	153	3	0	8	61	8	1	0	0
V94	28	5	0	65	8	3	0	30	26
V95	30	19	18	4	5	3	0	0	13
V96	30	97	87	4	0	0	40	0	0
V97	0	22	14	0	7	28	17	144	107
V98	35	0	189	55	6	50	43	0	0
V99	67	0	56	20	0	1	28	10	6
V100	0	12	2	3	1	0	3	2	2
