NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	142.505	52.121	48.294	40.463	0.322	0.882	20000.0
2	138.794	53.994	45.65	41.452	0.328	0.881	20000.0
3	138.504	53.328	46.106	41.279	0.323	0.881	40000.0
4	142.392	54.744	47.901	42.606	0.33	0.874	20000.0
5	139.165	53.059	45.944	41.007	0.317	0.883	50000.0
6	147.137	54.133	50.067	42.291	0.334	0.872	20000.0
7	139.007	53.581	46.54	41.654	0.323	0.879	40000.0
8	138.594	53.073	46.203	41.178	0.319	0.881	40000.0
9	138.037	54.017	46.497	42.172	0.329	0.875	30000.0
10	138.447	53.373	45.672	41.342	0.322	0.88	40000.0
