NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.792	18.516	10.82	11.932	0.094	0.989	40000.0
2	47.863	19.305	12.14	12.831	0.09	0.988	60000.0
3	45.135	18.374	10.82	11.65	0.094	0.99	30000.0
4	45.556	18.35	11.135	11.838	0.091	0.99	60000.0
5	45.581	18.676	11.024	11.95	0.09	0.99	80000.0
6	47.201	19.017	11.123	11.686	0.094	0.99	50000.0
7	47.413	19.616	11.625	12.712	0.094	0.988	40000.0
8	45.697	18.536	11.27	12.034	0.096	0.99	30000.0
9	44.66	18.056	10.518	11.334	0.091	0.99	30000.0
10	44.325	17.39	10.886	11.14	0.089	0.991	60000.0
