MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.60E-08	2.80E-46	0.00E+00	1.15E-02	3.32E-03	1.40E-46	2.48E-03	3.90E-02	2.77E-02	2.09E-02	4.66E-02	2.66E-02	2.66E-02	5.80E-04	5.56E-03
1:Del:C:1	4.27E-04	0.00E+00	3.34E-04	4.12E-03	5.02E-03	6.89E-03	5.71E-04	7.06E-03	2.57E-02	3.78E-03	2.41E-02	2.97E-02	1.79E-02	2.29E-03	2.58E-03
1:Del:C:2	2.18E-09	0.00E+00	1.72E-07	8.21E-04	1.32E-03	1.90E-04	4.85E-07	1.51E-03	8.14E-04	5.83E-04	4.22E-04	4.18E-03	4.30E-03	6.04E-04	3.98E-03
1:Del:C:3	4.80E-08	1.24E-04	5.38E-04	3.50E-03	1.65E-03	0.00E+00	1.13E-03	1.50E-02	3.18E-03	8.76E-03	2.81E-03	2.14E-02	9.55E-04	2.87E-03	2.51E-03
1:Del:C:4	1.93E-08	3.17E-03	3.99E-04	1.58E-04	2.69E-04	5.15E-03	2.78E-03	1.81E-03	2.87E-03	1.83E-07	1.71E-02	7.29E-03	0.00E+00	3.30E-04	2.73E-03
1:Del:C:5	7.95E-06	2.98E-03	1.22E-03	8.24E-04	0.00E+00	3.01E-04	1.33E-02	1.38E-03	7.39E-04	2.94E-08	4.37E-05	1.63E-04	7.60E-04	1.53E-03	7.62E-03
1:Del:T:0	4.89E-04	6.79E-07	4.75E-04	9.04E-03	6.04E-03	2.21E-03	1.21E-02	1.16E-02	2.07E-02	8.94E-03	1.56E-02	4.43E-02	1.77E-02	1.55E-02	3.17E-03
1:Del:T:1	7.07E-09	2.06E-08	5.32E-04	1.09E-03	2.05E-03	2.71E-03	2.08E-03	2.23E-02	1.30E-02	1.55E-02	1.62E-02	3.37E-02	7.99E-04	4.12E-03	1.69E-03
1:Del:T:2	3.14E-04	2.86E-03	3.39E-08	8.18E-04	1.76E-06	5.31E-04	7.55E-03	2.19E-02	3.36E-02	4.01E-03	2.11E-02	2.38E-02	1.77E-02	0.00E+00	4.51E-03
1:Del:T:3	2.02E-08	4.66E-03	1.17E-03	1.96E-03	2.30E-03	1.83E-03	7.88E-03	2.95E-02	9.72E-03	1.16E-02	3.32E-02	2.55E-02	5.53E-03	3.03E-02	7.97E-03
1:Del:T:4	0.00E+00	9.59E-03	1.37E-04	5.45E-03	0.00E+00	1.25E-03	5.85E-03	1.83E-02	1.43E-02	1.10E-02	8.08E-02	1.52E-02	5.20E-03	1.35E-02	2.08E-02
1:Del:T:5	2.62E-08	1.91E-02	4.91E-08	6.45E-07	6.82E-07	3.45E-02	5.69E-02	1.67E-02	7.90E-08	2.63E-07	2.07E-02	2.06E-06	3.48E-03	1.29E-07	1.16E-01
1:Ins:C:0	2.32E-08	2.63E-07	3.51E-08	1.19E-06	8.92E-04	1.98E-03	4.51E-05	7.75E-04	3.19E-08	5.29E-04	2.00E-07	0.00E+00	4.94E-04	1.90E-07	4.43E-07
