NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.156	18.096	11.552	10.711	0.094	0.993	50000.0
2	44.095	16.318	10.366	9.469	0.086	0.994	40000.0
3	43.229	16.092	10.11	9.476	0.088	0.994	60000.0
4	46.731	17.119	10.813	9.663	0.089	0.994	50000.0
5	44.791	16.859	10.61	9.967	0.088	0.994	40000.0
6	46.49	17.495	10.73	10.009	0.094	0.993	60000.0
7	45.959	17.076	10.697	9.87	0.091	0.994	60000.0
8	47.489	17.468	11.321	10.256	0.089	0.993	50000.0
9	46.777	17.491	10.707	9.849	0.093	0.994	60000.0
10	47.049	17.415	10.978	10.104	0.092	0.993	70000.0
