NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	79.222	27.003	19.797	17.175	0.157	0.98	60000.0
2	73.029	24.789	17.773	15.602	0.148	0.983	40000.0
3	76.221	25.891	18.57	16.488	0.148	0.981	30000.0
4	78.778	27.242	19.389	17.417	0.156	0.98	20000.0
5	75.408	26.169	18.068	16.428	0.157	0.982	40000.0
6	77.543	26.299	18.959	16.969	0.156	0.98	50000.0
7	75.719	26.447	18.576	16.761	0.16	0.981	30000.0
8	75.453	25.476	18.167	15.692	0.152	0.985	50000.0
9	78.37	26.493	18.913	16.366	0.153	0.982	40000.0
10	80.298	27.442	19.851	17.548	0.156	0.98	60000.0
