Samples	ID83A	ID83B
V1	225	44
V2	45	25
V3	100	34
V4	165	204
V5	332	17
V6	175	58
V7	70	395
V8	0	196
V9	116	109
V10	879	9
V11	0	248
V12	0	366
V13	0	145
V14	91	44
V15	123	7
V16	153	48
V17	176	0
V18	92	92
V19	0	200
V20	0	430
V21	213	25
V22	497	63
V23	428	33
V24	358	69
V25	152	96
V26	146	35
V27	327	24
V28	182	93
V29	0	147
V30	0	161
V31	84	68
V32	108	36
V33	26	60
V34	383	9
V35	0	329
V36	107	462
V37	187	92
V38	23	167
V39	264	1
V40	0	719
V41	53	45
V42	207	253
V43	391	166
V44	144	37
V45	111	287
V46	504	0
V47	0	159
V48	171	47
V49	84	96
V50	564	0
V51	375	33
V52	202	12
V53	349	0
V54	387	43
V55	73	128
V56	121	34
V57	109	31
V58	68	18
V59	154	375
V60	114	10
V61	0	520
V62	363	0
V63	134	20
V64	24	0
V65	216	0
V66	66	173
V67	203	63
V68	0	1051
V69	40	291
V70	63	85
V71	61	11
V72	0	324
V73	0	45
V74	223	103
V75	0	324
V76	256	90
V77	124	22
V78	164	0
V79	61	0
V80	0	69
V81	0	194
V82	156	3
V83	149	95
V84	76	299
V85	15	16
V86	872	0
V87	424	120
V88	87	85
V89	90	39
V90	97	7
V91	93	19
V92	352	77
V93	370	0
V94	368	55
V95	0	127
V96	0	299
V97	152	0
V98	180	41
V99	334	96
V100	314	26
