Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	92	17	45	32	10	12	0	2	11	0	0	0	5	28	0	1	0	0
V2	14	0	39	1	0	30	15	9	4	0	0	4	5	20	14	0	0	0
V3	15	0	50	16	10	16	37	3	25	2	0	13	3	0	4	8	0	0
V4	0	10	1	0	0	0	15	7	0	0	0	5	9	0	0	0	0	1
V5	135	55	22	1	0	12	13	29	12	0	0	31	3	0	8	0	3	0
V6	16	0	98	33	31	107	14	1	8	0	0	7	0	37	13	4	7	0
V7	114	4	28	0	0	51	0	0	36	0	0	0	1	0	0	0	0	0
V8	18	53	4	3	7	0	0	0	4	5	13	3	0	2	0	0	0	10
V9	1	4	39	10	4	6	1	5	0	0	0	0	11	0	12	0	1	0
V10	24	0	39	79	44	0	0	0	4	0	0	0	1	0	0	4	1	0
V11	38	0	4	25	1	0	49	40	0	1	0	4	15	20	32	0	0	0
V12	0	30	35	16	12	2	0	0	0	3	1	0	3	3	0	12	0	0
V13	0	51	7	7	2	0	2	0	0	15	42	4	4	0	3	0	0	2
V14	126	73	0	3	2	0	6	5	0	0	11	0	1	0	0	4	4	0
V15	52	24	8	9	17	19	0	0	10	1	0	0	0	0	0	3	0	0
V16	74	33	13	4	1	0	1	27	0	18	6	14	8	0	0	0	0	0
V17	27	0	5	20	11	0	0	10	0	0	0	0	5	7	0	0	0	0
V18	5	9	36	0	6	0	2	14	0	5	23	0	5	9	0	0	1	0
V19	129	88	43	0	0	0	0	0	0	0	5	1	4	0	3	11	0	0
V20	26	34	99	1	0	11	0	1	3	0	21	2	1	0	9	13	0	0
V21	23	0	25	2	0	0	33	5	0	13	0	18	24	0	0	0	0	0
V22	24	0	22	38	60	0	19	49	0	0	0	30	14	0	0	0	0	0
V23	4	137	46	91	78	32	48	20	52	28	2	0	3	24	7	8	10	0
V24	18	49	1	2	2	2	0	3	0	26	69	0	1	5	0	2	0	0
V25	16	0	15	21	1	2	35	15	15	90	0	2	9	0	4	0	0	0
V26	6	378	108	3	0	0	0	1	0	0	53	7	15	0	12	0	2	0
V27	4	0	0	2	0	4	110	86	0	22	0	44	22	6	5	0	0	0
V28	168	0	286	95	34	24	21	0	23	0	0	17	3	15	0	31	6	4
V29	73	54	55	0	0	0	0	7	13	0	0	4	14	0	0	23	1	0
V30	73	71	32	6	0	0	8	21	0	30	0	13	11	0	0	7	0	0
V31	63	0	70	7	19	76	7	1	19	0	0	0	0	0	0	17	3	0
V32	26	0	5	0	3	29	10	0	10	12	0	9	0	9	0	0	0	5
V33	84	69	9	15	6	0	0	0	0	0	20	0	11	0	0	0	6	0
V34	0	0	3	0	0	23	61	40	17	35	0	25	25	5	0	2	0	5
V35	0	4	0	4	0	86	0	7	4	0	0	0	0	58	0	0	0	0
V36	101	227	15	0	0	2	0	0	9	39	74	0	24	0	15	0	0	0
V37	86	157	0	84	84	0	0	2	0	0	0	6	11	0	0	0	6	0
V38	51	0	19	9	1	2	0	0	0	0	0	3	0	5	3	15	0	0
V39	21	1	0	2	0	130	12	12	0	30	0	14	3	3	1	0	6	18
V40	51	191	2	9	41	0	34	9	0	65	22	0	20	5	0	1	2	0
V41	5	0	1	48	33	0	7	16	0	0	0	13	1	0	0	0	4	0
V42	0	3	90	30	19	41	0	0	6	0	9	0	1	0	6	16	5	0
V43	0	123	50	76	40	0	0	0	0	0	38	0	12	0	0	5	11	0
V44	124	0	2	2	7	17	22	0	0	0	0	5	1	0	0	0	0	14
V45	0	0	0	134	155	80	0	0	29	0	0	0	0	0	0	0	13	0
V46	0	23	25	57	18	9	2	4	0	15	5	0	0	3	9	1	0	1
V47	138	0	6	19	12	0	1	0	7	0	0	0	0	8	0	0	0	0
V48	38	38	0	23	20	2	31	60	0	19	0	0	6	1	8	0	0	0
V49	75	21	2	17	3	0	3	0	0	0	0	7	6	6	0	0	0	0
V50	3	0	26	21	8	0	6	21	0	0	1	10	5	0	2	15	2	0
V51	74	15	8	0	0	1	2	8	0	0	27	10	0	5	0	0	0	11
V52	5	0	2	30	44	60	0	0	33	2	0	0	1	10	0	0	0	0
V53	202	9	0	12	0	117	24	25	73	0	0	17	0	37	0	0	1	0
V54	24	0	2	10	4	29	0	12	8	16	0	1	2	19	0	0	0	0
V55	0	0	57	3	0	132	70	33	35	0	0	34	17	14	0	0	0	0
V56	84	77	44	4	0	0	61	1	68	105	43	0	16	28	0	0	0	0
V57	22	26	24	28	13	0	6	0	5	10	0	9	13	0	0	1	0	0
V58	42	93	97	45	90	0	0	0	0	4	8	1	5	0	0	6	5	0
V59	13	0	0	5	0	0	61	47	33	21	0	23	18	0	7	0	0	0
V60	124	12	6	5	2	2	1	9	6	14	0	15	0	11	0	0	2	0
V61	22	1	21	5	8	25	44	21	2	0	0	7	8	0	9	0	0	7
V62	292	4	0	11	18	26	12	0	49	1	0	11	0	4	0	0	0	0
V63	205	112	0	2	3	9	0	7	0	0	75	16	10	0	0	6	0	0
V64	45	0	100	40	29	29	0	2	2	8	12	1	0	21	0	10	11	0
V65	13	2	12	11	18	0	22	1	7	0	0	0	5	1	0	0	5	0
V66	29	6	2	10	0	0	1	3	0	0	5	7	4	0	0	0	0	8
V67	268	63	15	5	2	2	38	34	0	30	4	13	5	0	0	7	0	0
V68	7	0	38	8	10	60	60	17	0	0	0	7	12	22	20	6	0	0
V69	6	72	36	0	0	17	35	8	11	0	0	18	13	6	27	11	0	17
V70	258	15	59	0	0	2	0	0	0	0	0	0	1	12	2	0	3	0
V71	0	15	20	19	40	0	0	24	0	0	8	13	10	0	0	3	0	0
V72	41	53	18	10	26	0	4	16	12	0	28	9	0	0	0	0	1	0
V73	46	85	2	35	36	29	5	16	12	1	0	9	6	0	0	1	3	15
V74	0	5	14	27	8	0	1	3	0	0	2	10	11	0	0	0	3	0
V75	61	25	2	27	14	1	0	4	8	0	0	0	1	0	0	3	0	0
V76	38	8	191	27	8	0	0	0	0	0	1	0	0	5	20	16	0	0
V77	36	15	37	5	13	0	36	13	9	22	0	13	9	0	4	14	4	1
V78	8	2	2	71	8	21	48	14	0	0	0	20	8	0	0	0	0	0
V79	1	61	0	0	0	0	11	40	4	0	3	3	14	0	1	3	3	2
V80	2	12	48	1	0	0	0	0	1	2	0	0	1	10	9	0	0	0
V81	1	1	11	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
V82	0	17	108	64	41	6	33	74	15	30	6	2	43	4	9	2	15	0
V83	4	0	31	57	33	13	11	10	2	7	0	5	5	0	9	2	3	0
V84	130	5	9	6	0	0	35	50	0	39	0	27	22	0	5	2	3	0
V85	18	51	48	163	145	4	0	16	24	10	0	8	10	22	0	0	0	0
V86	15	2	1	122	113	0	52	44	0	0	0	21	17	0	0	0	1	0
V87	165	0	45	5	10	0	29	80	0	4	0	12	28	0	16	5	0	0
V88	0	79	20	14	3	12	8	9	11	18	57	0	11	0	0	0	0	0
V89	0	0	174	13	4	0	8	0	0	0	0	0	0	2	0	1	0	3
V90	131	2	5	49	53	0	16	0	0	0	0	3	0	0	0	0	6	2
V91	56	75	6	45	35	85	51	3	22	0	0	11	11	48	0	0	7	16
V92	4	55	41	86	67	128	8	0	0	16	12	13	6	11	0	0	5	26
V93	8	0	43	12	12	0	0	12	0	5	4	0	1	0	6	9	0	0
V94	0	0	68	5	10	2	4	10	14	0	0	9	4	0	2	0	0	6
V95	52	39	34	93	26	1	0	6	2	5	6	0	0	5	0	0	5	0
V96	50	106	35	2	4	27	0	6	52	0	88	0	1	28	21	9	0	3
V97	28	4	113	85	89	0	76	0	0	12	0	26	4	0	0	0	0	0
V98	0	18	19	16	30	79	38	14	98	0	5	23	12	18	0	0	5	2
V99	16	41	4	30	27	0	15	4	1	8	0	5	3	0	3	0	0	0
V100	6	24	1	19	3	7	9	9	4	17	18	12	1	32	0	2	2	0
