Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	5	0	3	2	0	5	1	0	0	0	4	2	0	0	3	1	1
V2	28	24	113	3	13	34	7	15	21	18	0	1	15	0	4	42	21
V3	144	0	26	7	0	25	8	3	36	1	1	0	0	0	0	1	0
V4	0	30	21	9	3	3	1	7	0	9	0	2	1	0	28	1	0
V5	0	40	6	16	125	1	1	24	0	15	29	20	3	58	15	14	34
V6	6	8	84	12	8	16	72	3	108	0	4	0	3	0	0	0	2
V7	6	3	1	148	0	1	0	0	0	3	113	41	28	0	0	0	0
V8	94	9	31	4	2	27	29	3	0	0	4	0	1	0	0	21	0
V9	26	3	0	37	24	28	41	0	17	29	3	46	7	41	0	36	3
V10	11	0	142	85	0	12	7	0	0	0	60	12	13	17	0	23	0
V11	73	0	53	41	39	4	8	12	0	14	0	2	16	0	0	27	5
V12	311	17	52	42	5	0	3	2	0	3	0	42	34	5	0	0	0
V13	36	104	42	10	13	11	20	15	1	20	0	4	6	0	0	16	0
V14	241	10	16	0	0	8	9	2	0	0	0	0	0	0	22	8	0
V15	0	2	0	40	5	10	25	13	6	2	3	6	11	15	0	6	2
V16	2	3	213	0	83	82	108	32	0	50	0	1	28	0	0	72	0
V17	33	198	62	3	13	17	7	34	7	4	12	0	0	5	55	0	3
V18	13	1243	39	12	0	36	50	10	0	5	2	13	11	0	34	0	4
V19	0	0	0	24	6	34	39	11	0	6	9	29	1	0	26	13	0
V20	7	27	7	61	4	14	83	0	1	2	42	8	0	20	0	17	13
V21	28	66	8	2	1	1	17	4	0	0	0	9	3	0	3	0	0
V22	23	24	0	0	20	57	16	32	14	21	10	0	0	0	0	29	0
V23	0	53	21	45	22	93	19	38	109	4	1	22	45	58	26	7	0
V24	126	5	1	0	19	0	7	5	0	16	0	0	0	0	0	2	4
V25	24	19	1	18	0	2	6	0	0	0	5	0	13	14	9	0	0
V26	72	49	0	5	10	57	0	13	35	7	5	0	0	0	0	6	0
V27	5	16	10	1	35	63	48	98	7	19	8	0	0	0	0	0	0
V28	16	1	27	0	6	0	1	23	0	0	5	0	1	0	0	0	0
V29	8	35	3	37	86	3	1	61	0	26	0	0	0	24	17	0	18
V30	63	42	34	4	28	0	0	18	0	12	6	1	7	0	0	0	0
V31	182	28	0	3	64	10	5	34	8	74	18	5	0	0	0	0	18
V32	26	45	43	7	86	24	25	76	16	6	14	0	11	1	0	0	45
V33	13	96	4	0	26	3	6	33	0	53	0	0	0	29	0	0	0
V34	29	7	63	0	5	30	8	9	0	17	3	17	1	0	0	0	32
V35	50	30	7	127	91	5	1	144	1	10	149	34	179	48	0	0	0
V36	2	5	41	13	7	7	1	4	0	0	4	4	0	0	8	0	15
V37	79	4	72	1	9	18	50	20	0	26	0	5	0	2	0	0	32
V38	208	27	50	3	45	5	8	8	2	10	4	0	16	28	0	0	0
V39	154	0	78	52	2	142	49	6	73	2	0	26	0	49	0	46	2
V40	44	38	30	3	49	8	1	21	8	27	10	0	1	14	27	0	8
V41	12	7	117	0	0	50	24	0	31	1	6	7	2	4	0	2	0
V42	33	10	19	96	18	1	0	13	0	10	27	40	28	36	0	0	0
V43	51	96	24	54	1	57	4	0	26	2	26	17	14	15	0	2	0
V44	41	126	0	3	5	12	14	0	7	0	0	7	10	7	30	15	0
V45	10	8	141	40	13	102	131	4	14	0	1	6	44	9	0	16	0
V46	0	36	0	47	1	12	6	4	0	0	9	22	2	16	0	3	6
V47	8	4	28	112	7	35	15	21	3	0	33	15	21	29	0	0	0
V48	14	39	121	32	78	0	0	5	0	63	0	8	15	29	0	0	7
V49	0	15	7	0	3	1	0	2	0	6	0	0	0	0	2	0	0
V50	35	14	106	5	42	1	1	33	0	27	13	19	11	33	0	10	0
V51	40	11	0	37	4	4	0	6	19	4	1	20	10	4	0	15	0
V52	11	7	23	37	26	31	37	10	27	13	15	23	3	0	0	0	0
V53	5	32	159	38	0	13	4	0	9	0	7	10	34	49	0	0	0
V54	3	20	15	35	0	74	4	0	4	0	0	23	32	12	0	14	11
V55	24	30	18	18	105	19	1	106	0	79	3	20	2	0	39	0	0
V56	241	34	0	28	214	178	92	0	171	90	55	0	0	0	0	0	0
V57	29	7	24	0	44	124	91	1	99	22	0	0	0	0	0	41	2
V58	0	4	13	8	24	13	7	36	0	29	0	16	2	43	0	0	0
V59	44	120	11	15	0	2	4	0	2	1	0	3	8	13	0	14	0
V60	148	69	17	44	67	0	0	3	0	1	8	17	14	12	6	6	0
V61	61	20	0	78	34	0	0	33	3	16	0	14	2	25	0	0	7
V62	51	9	0	22	59	16	52	36	13	25	0	0	1	0	0	0	0
V63	94	28	0	42	0	0	1	0	0	0	10	1	8	19	0	0	0
V64	47	85	88	20	2	15	6	3	0	0	59	14	30	7	29	29	0
V65	23	214	30	0	81	6	11	21	13	6	6	0	0	2	45	16	0
V66	2	165	0	33	0	76	1	0	107	0	42	91	2	9	0	0	0
V67	26	2	11	1	0	9	1	0	0	2	0	0	4	1	0	0	0
V68	3	115	0	0	0	4	4	0	4	0	0	0	1	2	0	0	0
V69	2	5	9	0	2	8	2	7	0	4	5	0	0	0	2	0	14
V70	35	2	31	0	0	36	51	0	47	0	0	0	4	0	0	0	0
V71	0	1	95	117	0	0	0	0	0	0	0	0	16	31	0	0	0
V72	7	5	0	46	17	3	1	9	0	7	9	25	7	12	11	0	1
V73	16	0	45	1	4	18	32	6	3	0	4	0	9	0	0	12	0
V74	20	17	182	18	18	2	0	19	5	7	13	20	7	0	28	0	0
V75	1	39	4	5	1	3	5	0	4	2	0	5	11	3	0	0	15
V76	139	66	17	10	0	299	196	0	23	0	2	0	9	0	4	0	0
V77	60	2	16	18	0	6	0	0	8	0	0	0	9	11	2	2	0
V78	40	1	79	54	10	0	0	4	0	10	48	52	22	14	17	0	2
V79	0	5	444	96	26	0	0	10	0	10	0	13	32	8	40	0	0
V80	22	15	12	4	0	17	26	0	50	0	1	0	0	0	0	0	0
V81	0	99	0	24	46	2	0	36	6	8	7	22	6	0	13	0	0
V82	62	105	0	0	2	1	0	0	0	0	0	0	0	0	1	7	0
V83	29	3	28	0	0	17	2	0	0	0	0	5	2	0	11	2	0
V84	16	9	52	9	9	2	0	23	0	0	13	0	12	6	0	0	8
V85	0	0	29	0	8	24	5	9	19	0	1	0	1	0	0	2	8
V86	323	47	48	3	0	5	0	0	0	1	1	2	0	0	28	4	0
V87	50	84	2	47	0	0	0	0	0	0	3	45	26	0	0	2	9
V88	41	27	46	37	131	2	1	63	14	105	8	10	6	15	0	0	0
V89	10	56	2	113	53	11	2	3	19	26	40	27	31	35	5	0	0
V90	1	25	0	29	2	16	29	1	16	0	30	26	3	12	0	5	0
V91	35	47	14	17	0	5	4	1	0	2	12	5	14	15	24	3	0
V92	3	6	14	6	70	8	9	27	0	44	6	0	5	13	0	0	13
V93	76	0	70	0	0	1	2	10	8	0	0	1	10	0	0	11	0
V94	46	16	0	2	1	1	2	1	5	3	0	0	0	0	0	3	2
V95	7	13	35	0	0	8	17	0	31	0	1	7	0	0	3	8	0
V96	30	41	21	29	2	14	8	0	12	0	33	4	8	5	23	1	0
V97	0	29	0	3	14	8	0	0	0	4	6	0	0	4	21	4	0
V98	22	0	1	6	138	0	1	27	0	19	2	6	3	9	10	0	13
V99	124	4	42	0	1	0	0	1	0	0	4	0	6	0	3	7	0
V100	61	16	1	30	22	0	1	36	1	0	21	3	4	0	0	23	0
