NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.631	21.457	12.845	13.975	0.119	0.986	50000.0
2	56.663	22.219	13.516	13.9	0.119	0.987	40000.0
3	54.555	21.268	12.897	13.304	0.117	0.988	40000.0
4	56.62	22.331	14.115	14.618	0.122	0.985	50000.0
5	56.661	22.209	13.657	14.194	0.119	0.986	30000.0
6	53.652	21.001	12.532	13.306	0.119	0.987	30000.0
7	52.866	20.794	12.351	13.008	0.115	0.988	40000.0
8	56.129	21.689	13.886	14.064	0.118	0.987	40000.0
9	51.916	20.79	11.858	12.644	0.119	0.989	50000.0
10	56.35	22.203	13.422	14.132	0.12	0.986	20000.0
