Samples	ID83A	ID83B	ID83C
V1	95	17	25
V2	121	17	155
V3	81	149	0
V4	0	4	260
V5	97	27	451
V6	55	127	56
V7	21	368	4
V8	20	100	8
V9	302	22	15
V10	82	20	200
V11	0	536	0
V12	25	307	196
V13	421	0	55
V14	315	11	108
V15	410	150	45
V16	549	0	0
V17	219	19	194
V18	270	35	120
V19	49	1	3
V20	196	26	7
V21	17	37	261
V22	6	11	15
V23	74	26	39
V24	42	19	65
V25	250	11	41
V26	63	110	0
V27	248	23	12
V28	45	15	257
V29	142	6	42
V30	28	34	52
V31	71	15	29
V32	226	106	27
V33	351	92	38
V34	139	60	3
V35	123	10	16
V36	54	144	6
V37	66	123	5
V38	46	21	0
V39	6	119	7
V40	209	105	24
V41	1	96	1
V42	397	64	37
V43	36	6	250
V44	39	64	19
V45	62	176	17
V46	177	77	106
V47	531	121	6
V48	17	98	2
V49	15	183	0
V50	39	16	369
V51	232	0	40
V52	17	250	10
V53	114	13	21
V54	162	14	37
V55	32	315	1
V56	261	68	4
V57	65	0	5
V58	85	29	64
V59	85	178	38
V60	43	2	340
V61	570	37	10
V62	382	116	64
V63	505	5	362
V64	178	141	17
V65	264	44	11
V66	163	696	104
V67	91	24	4
V68	259	315	14
V69	305	10	28
V70	94	81	1
V71	33	10	35
V72	35	7	107
V73	161	41	62
V74	205	53	80
V75	8	157	84
V76	570	0	35
V77	265	27	7
V78	14	71	12
V79	225	24	116
V80	89	100	131
V81	0	6	794
V82	520	25	126
V83	459	134	10
V84	170	0	5
V85	0	325	9
V86	0	393	21
V87	36	14	45
V88	54	52	5
V89	237	14	61
V90	13	223	9
V91	305	21	28
V92	228	19	111
V93	67	92	1
V94	38	127	145
V95	106	4	3
V96	210	16	301
V97	242	35	24
V98	112	85	19
V99	263	27	4
V100	195	21	2
