Samples	ID83A	ID83B	ID83C
V1	1.37E+00	4.40E+00	4.32E+00
V2	5.10E+00	4.48E+00	3.22E+00
V3	1.29E+00	3.57E+00	3.43E+00
V4	1.65E+00	1.41E+00	1.38E+00
V5	2.48E+00	2.31E+00	8.09E-01
V6	3.65E+00	3.50E+00	9.40E-01
V7	1.82E+00	1.82E+00	0.00E+00
V8	3.46E+00	3.44E+00	3.14E-01
V9	0.00E+00	2.29E+00	2.29E+00
V10	1.09E+00	2.24E-01	1.05E+00
V11	3.33E+00	3.35E+00	1.31E+00
V12	2.26E+00	1.98E+00	2.17E+00
V13	2.16E+00	2.86E+00	2.96E+00
V14	0.00E+00	2.34E+00	2.34E+00
V15	2.52E+00	3.33E+00	1.42E+00
V16	3.48E+00	3.01E+00	1.57E+00
V17	2.68E+00	2.55E+00	3.59E-01
V18	1.66E+00	1.66E+00	0.00E+00
V19	2.68E+00	2.36E+00	1.08E+00
V20	1.80E+00	2.51E+00	1.91E+00
V21	4.41E+00	9.05E+00	8.25E+00
V22	3.11E+00	2.35E+00	2.67E+00
V23	6.86E-01	7.52E-01	4.07E-01
V24	2.59E+00	2.59E+00	0.00E+00
V25	3.56E+00	4.79E+00	6.20E+00
V26	3.64E+00	4.10E+00	1.94E+00
V27	1.73E+00	0.00E+00	1.73E+00
V28	7.64E+00	7.16E+00	1.36E+00
V29	8.83E-01	1.79E+00	1.15E+00
V30	2.56E+00	3.91E+00	3.81E+00
V31	3.17E+00	3.17E+00	0.00E+00
V32	1.71E+00	1.33E-01	1.67E+00
V33	1.16E+00	9.07E-01	5.37E-01
V34	1.62E+00	1.62E+00	2.33E-01
V35	3.23E+00	3.27E+00	8.33E-01
V36	1.41E+00	3.50E+00	3.75E+00
V37	2.55E+00	3.05E+00	9.89E-01
V38	5.18E+00	6.77E+00	3.92E+00
V39	3.00E-01	4.62E+00	4.61E+00
V40	3.47E+00	4.78E+00	2.81E+00
V41	3.98E+00	4.03E+00	8.23E-01
V42	2.04E+00	1.93E+00	1.12E+00
V43	2.72E+00	3.01E+00	2.53E+00
V44	1.90E+00	2.94E+00	3.15E+00
V45	4.15E+00	7.01E+00	4.41E+00
V46	2.04E+00	5.23E+00	4.54E+00
V47	2.45E+00	2.08E+00	1.33E+00
V48	3.96E+00	3.90E+00	2.36E+00
V49	3.60E+00	3.64E+00	1.13E+00
V50	5.60E+00	5.97E+00	1.21E+00
V51	3.14E+00	3.62E+00	9.67E-01
V52	2.48E+00	2.72E+00	5.43E-01
V53	0.00E+00	5.96E-01	5.96E-01
V54	2.80E+00	2.64E+00	4.53E-01
V55	7.03E-01	7.37E-01	2.24E-01
V56	2.48E+00	2.17E+00	7.18E-01
V57	1.38E+00	1.58E+00	1.06E+00
V58	4.20E+00	4.20E+00	0.00E+00
V59	4.90E+00	4.55E+00	1.88E+00
V60	2.54E+00	2.54E+00	1.36E+00
V61	4.49E+00	4.36E+00	2.75E+00
V62	2.95E+00	3.34E+00	2.68E+00
V63	0.00E+00	3.07E+00	3.07E+00
V64	0.00E+00	2.86E+00	2.86E+00
V65	6.55E+00	5.38E+00	3.55E+00
V66	1.67E+00	2.99E+00	2.68E+00
V67	3.27E+00	3.17E+00	2.77E-01
V68	1.23E+00	1.16E+00	1.09E+00
V69	9.94E-01	1.35E+00	4.48E-01
V70	3.27E+00	2.82E+00	3.44E+00
V71	2.29E+00	2.39E+00	1.33E-01
V72	6.48E+00	6.61E+00	8.47E-01
V73	3.10E+00	3.79E+00	2.72E+00
V74	1.78E+00	2.08E+00	1.90E+00
V75	1.79E+00	1.79E+00	0.00E+00
V76	2.84E+00	3.03E+00	4.90E-01
V77	1.88E+00	5.25E+00	5.59E+00
V78	2.95E+00	3.27E+00	1.36E+00
V79	1.87E+00	1.96E+00	2.00E-01
V80	2.50E+00	3.08E+00	8.72E-01
V81	2.08E+00	2.08E+00	0.00E+00
V82	6.70E+00	6.11E+00	1.79E+00
V83	3.46E+00	2.19E+00	2.83E+00
V84	3.52E+00	3.52E+00	0.00E+00
V85	4.37E+00	4.37E+00	0.00E+00
V86	3.19E+00	6.36E-01	3.27E+00
V87	4.87E+00	4.10E+00	5.56E+00
V88	9.98E-01	1.01E+00	8.94E-01
V89	5.84E+00	4.96E+00	2.11E+00
V90	2.64E+00	7.22E+00	7.49E+00
V91	1.05E+00	7.06E-01	1.40E+00
V92	1.75E+00	1.50E+00	2.60E-01
V93	4.51E+00	4.17E+00	2.00E+00
V94	1.29E+00	1.65E+00	2.12E+00
V95	1.91E+00	2.08E+00	2.33E-01
V96	4.64E+00	1.76E+00	4.68E+00
V97	5.13E+00	6.49E+00	4.63E+00
V98	4.05E+00	3.39E+00	1.69E+00
V99	7.22E-01	7.61E-01	3.59E-01
V100	1.35E+00	2.82E+00	2.97E+00
