Samples	ID83A	ID83B	ID83C
V1	8	175	282
V2	394	88	105
V3	0	724	117
V4	188	10	12
V5	60	127	4
V6	348	315	15
V7	84	34	2
V8	43	418	0
V9	1	121	75
V10	190	0	11
V11	78	127	18
V12	20	28	390
V13	23	530	120
V14	0	255	75
V15	302	59	9
V16	3	216	41
V17	256	27	2
V18	121	16	0
V19	479	26	7
V20	35	48	63
V21	210	61	753
V22	61	55	136
V23	9	23	2
V24	233	59	0
V25	56	170	576
V26	138	127	42
V27	34	0	390
V28	486	158	24
V29	4	141	10
V30	94	53	170
V31	179	212	0
V32	31	1	69
V33	126	10	12
V34	13	237	4
V35	0	450	2
V36	26	279	76
V37	215	513	25
V38	163	661	113
V39	4	363	250
V40	297	32	93
V41	330	338	2
V42	267	10	8
V43	267	34	57
V44	279	38	138
V45	225	231	314
V46	0	414	85
V47	130	8	25
V48	128	186	65
V49	392	358	17
V50	490	179	5
V51	59	313	8
V52	152	179	5
V53	0	37	28
V54	294	125	15
V55	19	272	16
V56	128	30	3
V57	257	11	7
V58	328	69	0
V59	390	265	47
V60	433	39	11
V61	155	102	58
V62	110	162	22
V63	0	24	190
V64	0	431	139
V65	427	57	62
V66	53	141	52
V67	111	110	4
V68	35	42	12
V69	191	22	3
V70	71	89	465
V71	75	96	2
V72	577	251	7
V73	86	246	81
V74	33	68	52
V75	0	454	0
V76	115	142	11
V77	67	99	247
V78	290	47	14
V79	85	34	0
V80	77	112	4
V81	155	61	3
V82	635	79	22
V83	63	86	91
V84	1066	9	1
V85	155	578	6
V86	114	0	216
V87	553	46	381
V88	27	13	5
V89	226	133	40
V90	13	311	414
V91	104	1	16
V92	57	82	0
V93	31	339	54
V94	19	59	50
V95	49	52	2
V96	229	13	142
V97	309	41	187
V98	316	120	25
V99	20	4	0
V100	54	108	88
