MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.62E-04	7.48E-04	8.51E-04	2.07E-03	2.91E-04	3.60E-03	2.86E-02
1:Del:C:1	3.19E-04	1.42E-03	6.73E-05	2.22E-03	5.53E-04	5.25E-03	1.85E-02
1:Del:C:2	7.08E-05	5.25E-05	6.90E-04	5.82E-04	6.13E-04	6.26E-04	1.32E-03
1:Del:C:3	2.40E-04	3.69E-04	1.78E-03	6.72E-04	8.42E-04	1.91E-03	3.64E-03
1:Del:C:4	5.45E-05	4.28E-04	0.00E+00	4.67E-04	7.76E-04	1.25E-03	3.19E-03
1:Del:C:5	2.53E-04	6.37E-04	1.45E-04	5.20E-04	9.83E-04	6.55E-05	5.40E-03
1:Del:T:0	4.83E-04	3.93E-04	4.79E-04	1.96E-03	1.81E-03	2.49E-03	1.20E-02
1:Del:T:1	3.18E-04	3.23E-04	4.87E-05	1.11E-03	0.00E+00	2.16E-03	5.39E-03
1:Del:T:2	2.12E-04	4.60E-04	5.71E-04	2.09E-03	1.01E-03	5.25E-03	1.35E-02
1:Del:T:3	4.84E-04	9.29E-04	7.46E-04	9.65E-04	2.35E-03	3.56E-03	1.90E-02
1:Del:T:4	4.51E-04	1.19E-03	7.52E-04	0.00E+00	3.27E-03	4.44E-03	2.92E-02
1:Del:T:5	1.34E-07	3.05E-08	1.24E-03	1.68E-07	4.40E-03	3.70E-07	2.39E-03
1:Ins:C:0	2.50E-05	7.60E-05	2.37E-08	3.81E-04	1.86E-08	7.63E-05	2.47E-04
1:Ins:C:1	0.00E+00	4.17E-09	0.00E+00	3.42E-04	1.46E-04	2.12E-04	1.79E-03
1:Ins:C:2	8.38E-05	1.08E-08	2.33E-08	2.10E-04	2.07E-07	2.55E-08	6.14E-04
1:Ins:C:3	5.79E-08	1.32E-04	3.15E-09	9.29E-05	2.04E-04	2.86E-08	9.26E-04
1:Ins:C:4	6.81E-05	3.18E-04	0.00E+00	1.94E-04	2.84E-04	6.07E-05	1.93E-03
1:Ins:C:5	2.06E-04	1.22E-03	1.71E-04	2.52E-04	9.83E-04	0.00E+00	3.34E-03
1:Ins:T:0	1.84E-04	6.69E-04	4.44E-04	6.47E-04	1.23E-04	1.11E-03	3.67E-03
1:Ins:T:1	4.94E-09	8.65E-05	1.74E-03	5.76E-04	6.55E-04	1.12E-03	2.32E-03
1:Ins:T:2	8.67E-05	0.00E+00	1.20E-04	4.36E-04	2.69E-05	2.97E-04	1.07E-03
1:Ins:T:3	5.35E-05	4.47E-04	5.12E-05	3.55E-04	1.72E-04	7.71E-04	1.78E-03
1:Ins:T:4	3.74E-04	6.04E-04	1.01E-04	1.97E-04	4.35E-04	6.88E-04	2.76E-03
1:Ins:T:5	1.91E-07	4.92E-03	3.56E-07	4.90E-03	3.53E-08	3.17E-03	1.01E-01
2:Del:R:0	4.85E-05	1.51E-04	2.37E-04	7.62E-04	2.06E-04	1.26E-03	2.37E-03
2:Del:R:1	0.00E+00	2.70E-04	1.74E-04	6.88E-04	4.14E-04	8.49E-04	6.68E-04
2:Del:R:2	0.00E+00	2.00E-04	0.00E+00	9.39E-05	4.09E-04	1.77E-04	7.91E-04
2:Del:R:3	6.84E-05	3.01E-04	0.00E+00	1.53E-04	1.06E-04	1.82E-04	5.57E-04
2:Del:R:4	2.27E-08	2.58E-05	5.68E-08	3.13E-08	7.71E-05	1.09E-04	6.52E-04
2:Del:R:5	2.41E-08	4.29E-08	8.57E-04	1.93E-04	3.81E-08	2.49E-04	3.52E-04
3:Del:R:0	8.85E-04	5.33E-04	3.79E-04	1.43E-03	5.07E-04	8.62E-04	6.67E-03
3:Del:R:1	1.86E-03	1.28E-07	2.11E-07	7.26E-08	5.39E-04	3.81E-04	1.76E-02
3:Del:R:2	5.61E-05	1.17E-04	1.52E-04	2.56E-05	6.06E-05	2.44E-04	6.46E-04
3:Del:R:3	1.28E-05	8.81E-05	4.10E-05	1.10E-04	4.75E-09	2.23E-04	7.68E-04
3:Del:R:4	1.13E-08	7.40E-05	7.59E-05	9.20E-09	8.80E-05	1.58E-04	2.76E-04
3:Del:R:5	1.76E-07	4.16E-08	3.49E-03	1.44E-07	1.85E-07	2.03E-07	2.84E-02
4:Del:R:0	1.24E-08	3.28E-04	6.86E-05	8.06E-04	3.72E-05	1.01E-04	1.36E-03
4:Del:R:1	7.06E-06	3.26E-04	6.78E-05	3.53E-04	6.60E-04	7.74E-04	4.95E-03
4:Del:R:2	5.02E-08	2.48E-08	5.25E-04	9.23E-08	6.57E-08	8.37E-07	5.93E-04
4:Del:R:3	2.09E-08	2.72E-08	3.76E-08	8.84E-05	1.16E-07	8.46E-08	8.45E-05
4:Del:R:4	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
4:Del:R:5	1.99E-08	2.31E-08	2.30E-08	3.82E-08	8.50E-05	4.20E-08	8.04E-07
5:Del:R:0	2.19E-08	2.15E-04	5.85E-08	3.53E-03	2.95E-04	1.27E-05	3.03E-02
5:Del:R:1	1.45E-04	1.06E-04	2.30E-06	1.59E-04	5.68E-04	1.14E-08	6.82E-04
5:Del:R:2	1.80E-08	1.52E-04	1.75E-08	9.94E-05	1.32E-04	4.05E-08	3.34E-04
5:Del:R:3	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
5:Del:R:4	8.65E-09	2.66E-08	2.89E-08	5.86E-05	7.20E-08	8.97E-08	7.04E-05
5:Del:R:5	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
2:Ins:R:0	2.23E-05	9.14E-08	2.99E-08	5.21E-04	9.71E-05	1.84E-04	1.99E-03
2:Ins:R:1	0.00E+00	0.00E+00	2.27E-04	4.08E-04	7.89E-05	5.94E-04	1.19E-03
2:Ins:R:2	9.05E-05	4.08E-09	1.39E-04	4.78E-05	2.35E-04	3.41E-04	1.03E-03
2:Ins:R:3	1.80E-08	1.29E-04	1.58E-08	1.05E-04	3.62E-08	8.89E-05	8.29E-04
2:Ins:R:4	7.78E-06	1.25E-03	1.18E-04	5.51E-05	4.83E-04	6.59E-09	1.36E-03
2:Ins:R:5	1.99E-04	6.59E-04	0.00E+00	1.16E-04	1.23E-03	5.81E-04	7.62E-03
3:Ins:R:0	7.16E-04	0.00E+00	2.44E-04	3.14E-04	0.00E+00	3.02E-04	0.00E+00
3:Ins:R:1	8.86E-05	1.70E-04	2.07E-08	4.88E-05	3.04E-04	9.53E-09	1.12E-03
3:Ins:R:2	3.52E-08	3.40E-05	2.27E-08	5.50E-05	6.14E-08	8.08E-08	9.10E-05
3:Ins:R:3	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
3:Ins:R:4	4.79E-06	6.95E-05	2.12E-08	4.87E-08	1.51E-04	6.10E-08	1.06E-04
3:Ins:R:5	1.63E-05	2.03E-04	6.10E-09	0.00E+00	1.07E-04	3.32E-05	8.69E-04
4:Ins:R:0	1.26E-08	9.15E-09	6.42E-08	1.63E-04	3.11E-08	1.19E-08	1.73E-04
4:Ins:R:1	1.12E-04	1.87E-04	3.45E-07	1.64E-04	1.14E-04	1.75E-04	2.68E-03
4:Ins:R:2	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
4:Ins:R:3	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
4:Ins:R:4	2.30E-08	6.29E-05	2.57E-08	8.10E-05	4.18E-08	5.88E-08	2.72E-04
4:Ins:R:5	2.02E-08	1.38E-04	1.40E-04	4.06E-04	2.11E-04	3.26E-09	3.70E-03
5:Ins:R:0	2.57E-04	9.61E-05	8.82E-05	2.28E-04	1.97E-04	2.99E-04	2.11E-03
5:Ins:R:1	1.15E-04	1.60E-04	1.37E-04	1.19E-03	4.12E-04	3.61E-04	4.62E-03
5:Ins:R:2	5.39E-05	1.51E-07	3.73E-08	7.18E-08	7.07E-08	9.55E-08	1.67E-07
5:Ins:R:3	5.07E-05	1.63E-07	2.41E-08	8.65E-08	4.40E-08	6.50E-08	2.89E-04
5:Ins:R:4	7.58E-04	9.83E-05	1.36E-04	3.88E-04	2.02E-08	1.92E-08	2.15E-03
5:Ins:R:5	3.83E-09	1.03E-08	4.84E-09	2.50E-08	8.82E-09	1.76E-08	1.64E-07
2:Del:M:1	1.43E-04	5.29E-04	3.24E-04	7.29E-04	3.86E-05	1.45E-04	7.27E-03
3:Del:M:1	1.29E-04	4.11E-05	6.76E-05	6.49E-04	3.30E-04	2.10E-04	1.57E-03
3:Del:M:2	0.00E+00	2.06E-04	1.96E-04	7.13E-04	9.60E-04	3.12E-04	2.39E-04
4:Del:M:1	2.52E-08	1.35E-04	7.84E-08	8.21E-04	2.26E-08	1.55E-04	1.42E-03
4:Del:M:2	1.51E-04	7.85E-09	4.52E-05	1.90E-04	2.73E-04	2.86E-04	1.60E-03
4:Del:M:3	1.86E-09	1.74E-05	5.60E-08	4.27E-05	1.84E-04	3.48E-04	9.42E-04
5:Del:M:1	1.22E-07	8.58E-08	2.40E-07	4.73E-03	2.11E-04	2.87E-08	4.20E-02
5:Del:M:2	2.68E-05	3.68E-04	4.81E-08	4.48E-03	6.66E-07	1.65E-04	1.40E-02
5:Del:M:3	2.34E-08	1.99E-08	0.00E+00	3.23E-03	4.84E-04	2.59E-04	2.46E-02
5:Del:M:4	1.52E-04	0.00E+00	1.52E-04	9.63E-04	1.34E-04	1.48E-04	1.56E-03
5:Del:M:5	1.67E-04	2.81E-04	3.32E-04	8.50E-04	5.20E-04	0.00E+00	6.35E-03
