NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	140.875	53.292	45.494	42.034	0.34	0.881	30000.0
2	140.073	52.435	44.494	40.911	0.327	0.886	30000.0
3	140.822	52.498	44.084	41.553	0.323	0.887	20000.0
4	154.506	57.066	51.937	45.601	0.351	0.863	30000.0
5	144.054	53.376	44.944	42.216	0.33	0.884	50000.0
6	168.737	59.653	56.234	46.889	0.366	0.856	40000.0
7	144.962	54.109	45.212	42.592	0.334	0.882	20000.0
8	155.47	57.606	51.441	44.973	0.353	0.864	30000.0
9	151.117	54.96	44.193	41.16	0.356	0.885	40000.0
10	143.713	53.812	45.801	42.643	0.335	0.879	30000.0
