Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1.25E+00	1.72E+00	0.00E+00	1.25E+00	1.21E+00	4.90E-01
V2	0.00E+00	1.87E+00	7.30E-01	3.85E+00	3.11E+00	1.58E+00
V3	1.43E+00	1.54E+00	0.00E+00	1.62E+00	1.98E+00	9.57E-01
V4	1.67E+00	6.86E-01	2.24E-01	7.30E-01	1.35E+00	2.08E+00
V5	1.42E+00	1.30E+00	3.25E+00	3.93E+00	2.70E+00	1.41E+00
V6	0.00E+00	2.65E+00	1.15E+00	2.95E+00	1.69E+00	2.16E+00
V7	1.24E+00	7.12E-01	2.12E+00	1.42E+00	7.18E-01	9.67E-01
V8	1.29E+00	4.01E-01	1.42E+00	2.91E-01	6.84E-01	7.61E-01
V9	1.94E+00	1.82E+00	9.64E-01	2.65E+00	1.99E+00	1.42E+00
V10	3.30E+00	2.21E-01	2.40E+00	2.31E+00	3.56E+00	1.72E+00
V11	0.00E+00	5.37E-01	2.34E+00	2.40E+00	2.94E+00	1.21E+00
V12	2.42E+00	1.09E+00	1.52E+00	1.41E+00	1.15E+00	1.00E+00
V13	1.86E+00	1.08E+00	1.39E+00	3.40E-01	2.24E+00	2.60E+00
V14	1.85E+00	1.03E+00	2.59E+00	5.04E-01	1.22E+00	1.68E+00
V15	3.00E+00	4.42E-01	7.72E-01	1.33E+00	1.97E+00	2.32E+00
V16	1.29E+00	2.09E+00	4.12E+00	1.96E+00	2.68E+00	3.33E-01
V17	6.18E-01	1.81E+00	3.72E+00	4.07E-01	4.42E-01	3.30E+00
V18	2.37E+00	1.52E+00	3.73E+00	2.32E+00	2.49E-01	0.00E+00
V19	9.00E-01	1.02E+00	6.67E-01	1.34E+00	1.71E+00	1.34E+00
V20	1.14E+00	3.55E+00	3.20E+00	1.37E+00	1.89E+00	1.73E+00
V21	2.63E+00	2.44E+00	3.07E+00	3.05E+00	3.65E+00	2.34E+00
V22	8.46E-01	1.13E+00	0.00E+00	1.32E+00	8.16E-01	7.92E-01
V23	1.58E+00	9.09E-01	2.32E+00	6.53E-01	2.36E+00	6.53E-01
V24	4.53E-01	1.98E+00	9.07E-01	1.99E+00	2.11E+00	1.17E+00
V25	9.78E-01	8.19E-01	1.06E+00	1.30E+00	1.32E+00	7.02E-01
V26	5.77E-01	1.15E+00	9.78E-01	1.48E+00	3.00E-01	1.27E+00
V27	1.97E+00	1.45E+00	1.80E+00	2.02E+00	2.79E+00	2.98E-01
V28	0.00E+00	2.07E+00	1.21E+00	2.11E+00	3.09E+00	6.71E-01
V29	1.91E+00	1.53E+00	2.34E+00	3.71E-01	0.00E+00	0.00E+00
V30	3.20E+00	2.24E+00	2.44E+00	2.64E+00	1.50E+00	1.29E+00
V31	1.77E+00	1.64E+00	0.00E+00	0.00E+00	5.04E-01	2.18E+00
V32	4.99E+00	6.33E+00	4.45E+00	0.00E+00	1.59E+00	5.16E-01
V33	3.67E-01	1.21E+00	8.84E-01	1.35E+00	4.00E-01	1.27E+00
V34	3.11E+00	1.99E+00	0.00E+00	2.69E+00	1.51E+00	1.76E+00
V35	3.43E+00	1.53E-01	2.10E+00	2.40E+00	2.69E-01	1.51E+00
V36	0.00E+00	2.29E+00	1.30E+00	4.99E-01	2.19E+00	1.05E+00
V37	2.89E+00	1.39E+00	4.58E-01	2.18E+00	2.70E+00	8.62E-01
V38	2.01E+00	1.43E+00	6.32E-01	2.20E+00	7.86E-01	2.33E+00
V39	1.98E+00	0.00E+00	1.83E+00	1.41E+00	1.09E+00	2.01E+00
