NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.618	17.721	10.308	11.047	0.107	0.99	50000.0
2	38.001	15.631	8.73	9.25	0.095	0.994	30000.0
3	40.796	17.033	9.573	9.99	0.102	0.993	70000.0
4	42.991	18.052	10.434	11.078	0.104	0.991	60000.0
5	36.845	15.835	8.695	9.654	0.101	0.992	40000.0
6	42.305	17.633	10.169	10.66	0.099	0.992	40000.0
7	38.867	16.375	9.009	9.971	0.106	0.992	70000.0
8	39.814	16.838	9.179	10.114	0.108	0.991	50000.0
9	39.896	16.408	9.841	10.133	0.094	0.993	50000.0
10	39.473	16.64	9.272	9.957	0.101	0.992	110000.0
