Samples	ID83A	ID83B	ID83C	ID83D
V1	0	87	250	128
V2	402	80	105	0
V3	0	669	141	31
V4	177	3	11	19
V5	75	107	6	3
V6	212	99	8	359
V7	51	1	0	68
V8	89	371	1	0
V9	0	31	52	114
V10	190	0	11	0
V11	60	74	17	72
V12	24	29	385	0
V13	73	467	133	0
V14	0	212	82	36
V15	307	48	10	5
V16	23	191	46	0
V17	233	10	2	40
V18	108	5	0	24
V19	452	10	7	43
V20	17	17	56	56
V21	151	7	703	163
V22	58	39	132	23
V23	0	6	2	26
V24	222	36	0	34
V25	67	142	577	16
V26	116	69	38	84
V27	36	0	388	0
V28	322	6	14	326
V29	0	39	5	111
V30	52	3	149	113
V31	188	165	0	38
V32	31	2	67	1
V33	125	11	12	0
V34	0	104	1	149
V35	0	338	4	110
V36	28	201	76	76
V37	0	117	9	627
V38	92	380	102	363
V39	41	314	262	0
V40	259	3	85	75
V41	377	287	6	0
V42	263	14	8	0
V43	251	20	54	33
V44	282	36	137	0
V45	234	175	310	51
V46	14	385	100	0
V47	122	1	23	17
V48	129	138	66	46
V49	417	286	20	44
V50	473	112	6	83
V51	49	217	8	106
V52	108	87	3	138
V53	1	30	30	4
V54	241	57	12	124
V55	0	0	1	306
V56	110	10	2	39
V57	245	3	6	21
V58	324	50	0	23
V59	314	132	41	215
V60	429	30	11	13
V61	158	75	58	24
V62	108	111	22	53
V63	0	3	164	47
V64	0	374	156	40
V65	372	10	55	109
V66	41	86	48	71
V67	64	37	2	122
V68	35	29	11	14
V69	185	15	3	13
V70	72	72	457	24
V71	62	56	1	54
V72	579	190	7	59
V73	110	204	86	13
V74	39	58	54	2
V75	0	454	0	0
V76	24	14	4	226
V77	14	23	215	161
V78	284	31	14	22
V79	86	26	1	6
V80	74	75	4	40
V81	114	15	0	90
V82	563	19	19	135
V83	45	46	85	64
V84	1047	27	2	0
V85	60	301	1	377
V86	113	3	213	1
V87	544	42	373	21
V88	27	9	5	4
V89	221	89	40	49
V90	0	95	321	322
V91	101	2	16	2
V92	68	69	1	1
V93	58	289	60	17
V94	25	50	52	1
V95	26	14	1	62
V96	228	17	139	0
V97	253	1	171	112
V98	331	104	26	0
V99	13	0	0	11
V100	42	63	83	62
