Samples	ID83A	ID83B	ID83C	ID83D
V41	2.67E+01	4.22E+00	8.33E-01	2.61E+01
V42	1.63E+01	1.45E+00	1.07E+00	1.62E+01
V43	1.89E+01	2.04E+00	2.26E+00	1.82E+01
V44	1.86E+01	2.85E+00	3.03E+00	1.85E+01
V45	9.72E+00	6.74E+00	4.67E+00	9.41E+00
V46	2.77E+00	5.48E+00	4.56E+00	2.18E+00
V47	6.12E+00	0.00E+00	1.19E+00	5.51E+00
V48	1.30E+01	3.35E+00	2.43E+00	9.84E+00
V49	3.42E+01	4.57E+00	1.06E+00	3.34E+01
V50	3.62E+01	6.48E+00	1.21E+00	3.84E+01
V51	8.01E+00	6.66E+00	1.00E+00	4.07E+00
V52	7.35E+00	1.09E+01	4.16E-01	8.76E+00
V53	0.00E+00	7.16E-01	6.83E-01	6.63E-01
V54	2.31E+01	2.90E+00	5.39E-01	2.05E+01
V55	7.00E-01	2.80E+01	1.63E-01	2.79E+01
V56	6.06E+00	2.59E+00	6.37E-01	5.03E+00
V57	1.42E+01	0.00E+00	9.71E-01	1.43E+01
V58	3.03E+01	3.37E+00	0.00E+00	3.17E+01
V59	2.54E+01	1.35E+01	2.00E+00	1.91E+01
V60	2.39E+01	1.84E+00	1.35E+00	2.44E+01
V61	9.30E+00	2.93E+00	2.82E+00	6.73E+00
V62	5.15E+00	4.30E+00	2.60E+00	2.49E+00
V63	0.00E+00	1.19E+00	4.08E+00	5.07E+00
V64	1.30E+00	5.74E+00	3.08E+00	5.95E+00
V65	2.59E+01	1.08E+00	3.02E+00	2.51E+01
V66	2.62E+00	5.10E+00	2.48E+00	6.00E+00
V67	6.42E+00	8.93E+00	2.77E-01	1.03E+01
V68	3.22E+00	1.44E+00	1.15E+00	3.47E+00
V69	1.49E+01	1.29E+00	4.48E-01	1.45E+01
V70	3.82E+00	2.72E+00	4.17E+00	5.66E+00
V71	5.57E+00	4.56E+00	1.33E-01	3.11E+00
V72	5.47E+01	6.67E+00	7.46E-01	5.49E+01
V73	8.02E+00	4.74E+00	2.75E+00	8.08E+00
V74	2.72E+00	2.02E+00	1.76E+00	1.82E+00
V75	2.33E+00	1.80E+00	0.00E+00	1.44E+00
V76	4.55E+00	1.47E+01	3.59E-01	1.11E+01
V77	6.39E+00	9.70E+00	3.93E+00	1.48E+01
V78	2.65E+01	2.55E+00	1.32E+00	2.74E+01
V79	4.15E+00	1.82E+00	2.00E-01	3.89E+00
V80	3.65E+00	3.82E+00	8.84E-01	4.25E+00
V81	1.25E+01	6.63E+00	0.00E+00	1.46E+01
V82	4.72E+01	1.48E+00	1.59E+00	4.83E+01
V83	8.01E+00	4.39E+00	2.81E+00	1.07E+01
V84	8.27E+01	3.87E+00	0.00E+00	8.16E+01
V85	2.00E+01	2.66E+01	0.00E+00	2.81E+01
V86	6.53E+00	5.96E-01	3.25E+00	6.86E+00
V87	3.57E+01	2.14E+00	5.37E+00	3.92E+01
V88	1.99E+00	9.64E-01	8.09E-01	1.92E+00
V89	1.44E+01	4.14E+00	2.19E+00	1.48E+01
V90	3.07E+00	2.09E+01	5.77E+00	2.47E+01
V91	9.84E+00	3.59E-01	1.29E+00	9.30E+00
V92	3.74E+00	1.53E+00	2.60E-01	3.83E+00
V93	1.07E+01	4.94E+00	1.89E+00	1.12E+01
V94	2.78E+00	1.89E+00	2.11E+00	3.04E+00
V95	2.27E+00	3.72E+00	2.33E-01	3.10E+00
V96	1.87E+01	2.27E+00	4.76E+00	1.95E+01
V97	2.09E+01	7.77E-01	2.94E+00	2.18E+01
V98	1.69E+01	3.38E+00	1.69E+00	1.94E+01
V99	1.25E+00	0.00E+00	3.00E-01	1.25E+00
V100	2.48E+00	4.42E+00	3.14E+00	7.45E+00
