MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	4.82E-04	1.84E-02	1.90E-03	1.74E-03	2.92E-02
1:Del:C:1	5.82E-04	4.67E-03	0.00E+00	9.78E-04	8.69E-03
1:Del:C:2	2.33E-04	5.21E-04	1.16E-04	0.00E+00	4.95E-04
1:Del:C:3	2.17E-04	8.91E-04	2.26E-04	3.15E-04	1.30E-03
1:Del:C:4	8.82E-09	8.12E-04	6.65E-04	4.66E-09	1.65E-03
1:Del:C:5	1.49E-04	2.25E-04	8.93E-04	2.32E-04	2.22E-03
1:Del:T:0	3.71E-04	5.03E-03	1.26E-03	4.51E-04	9.63E-03
1:Del:T:1	9.87E-05	2.30E-03	1.27E-04	3.02E-04	3.79E-03
1:Del:T:2	1.66E-04	4.46E-03	1.07E-03	1.67E-03	8.23E-03
1:Del:T:3	1.08E-03	5.54E-03	1.56E-03	5.40E-04	9.03E-03
1:Del:T:4	2.40E-04	4.45E-03	1.93E-03	8.72E-04	7.07E-03
1:Del:T:5	2.39E-08	2.05E-07	2.58E-02	5.59E-04	1.28E-03
1:Ins:C:0	3.74E-05	2.56E-04	1.40E-04	1.22E-04	2.12E-04
1:Ins:C:1	7.91E-09	2.71E-04	2.12E-04	2.43E-04	0.00E+00
1:Ins:C:2	0.00E+00	2.38E-04	6.33E-09	5.82E-05	1.79E-04
1:Ins:C:3	5.83E-05	6.44E-06	1.11E-08	1.41E-04	1.04E-04
1:Ins:C:4	1.52E-04	1.21E-04	4.91E-04	2.74E-08	1.01E-08
1:Ins:C:5	2.58E-04	8.66E-08	3.95E-04	5.69E-04	0.00E+00
1:Ins:T:0	7.37E-05	5.74E-04	2.10E-04	2.83E-04	1.10E-03
1:Ins:T:1	5.22E-04	3.25E-04	5.24E-04	0.00E+00	1.05E-03
1:Ins:T:2	7.89E-05	2.42E-04	2.09E-04	2.62E-04	4.81E-04
1:Ins:T:3	7.13E-05	2.96E-04	1.06E-04	3.46E-04	1.25E-04
1:Ins:T:4	5.38E-05	8.93E-05	1.75E-04	6.30E-04	6.30E-04
1:Ins:T:5	2.20E-04	3.58E-03	8.69E-08	4.12E-03	4.27E-08
2:Del:R:0	0.00E+00	4.36E-04	4.77E-05	2.28E-04	9.97E-04
2:Del:R:1	7.58E-05	6.25E-04	4.34E-04	2.11E-04	3.04E-04
2:Del:R:2	1.18E-04	5.60E-05	1.72E-04	1.49E-04	1.26E-04
2:Del:R:3	3.85E-09	4.60E-05	2.27E-04	3.75E-08	9.67E-05
2:Del:R:4	4.12E-08	1.11E-04	1.82E-04	1.14E-04	2.01E-04
2:Del:R:5	3.22E-03	4.45E-08	2.63E-04	1.98E-08	1.44E-07
3:Del:R:0	2.24E-03	7.28E-03	2.72E-02	1.06E-07	6.97E-02
3:Del:R:1	6.63E-04	2.78E-04	7.91E-04	6.58E-04	7.23E-04
3:Del:R:2	0.00E+00	2.40E-04	2.36E-04	1.91E-04	1.73E-04
3:Del:R:3	6.11E-04	2.03E-04	2.29E-03	1.82E-04	5.78E-03
3:Del:R:4	3.91E-09	1.21E-08	1.73E-08	5.04E-09	1.61E-08
3:Del:R:5	6.71E-05	3.85E-08	4.81E-08	1.56E-08	8.53E-08
4:Del:R:0	9.63E-04	5.47E-04	3.96E-04	3.65E-04	5.36E-04
4:Del:R:1	4.64E-05	3.90E-04	8.94E-04	3.64E-04	1.76E-03
4:Del:R:2	1.52E-04	1.89E-04	1.67E-04	0.00E+00	2.99E-04
4:Del:R:3	3.91E-09	1.21E-08	1.73E-08	5.04E-09	1.61E-08
4:Del:R:4	3.91E-09	1.21E-08	1.73E-08	5.04E-09	1.61E-08
4:Del:R:5	3.91E-09	1.21E-08	1.73E-08	5.04E-09	1.61E-08
5:Del:R:0	6.13E-08	1.27E-02	8.23E-04	7.49E-05	8.58E-04
5:Del:R:1	7.21E-05	1.96E-04	3.03E-04	1.31E-04	8.85E-05
5:Del:R:2	5.28E-10	1.57E-04	1.41E-04	6.28E-09	5.38E-05
5:Del:R:3	3.91E-09	1.21E-08	1.73E-08	5.04E-09	1.61E-08
5:Del:R:4	3.60E-08	6.10E-08	8.78E-05	4.40E-08	6.31E-05
5:Del:R:5	1.11E-04	1.32E-08	2.35E-09	7.74E-05	1.06E-08
2:Ins:R:0	0.00E+00	2.06E-04	1.38E-04	2.40E-04	1.32E-04
2:Ins:R:1	1.25E-04	2.59E-04	7.18E-05	4.36E-05	4.75E-04
2:Ins:R:2	9.68E-05	6.44E-09	1.22E-04	6.66E-05	2.10E-04
2:Ins:R:3	1.79E-08	2.74E-04	1.01E-04	1.47E-07	1.94E-05
2:Ins:R:4	3.91E-08	3.52E-05	5.05E-04	2.86E-04	2.01E-05
2:Ins:R:5	1.98E-04	2.67E-04	8.72E-04	1.22E-03	1.19E-04
3:Ins:R:0	1.67E-08	1.78E-04	2.00E-08	1.76E-08	1.01E-04
3:Ins:R:1	3.47E-08	9.29E-05	3.43E-04	2.83E-09	3.12E-04
3:Ins:R:2	5.63E-05	2.60E-07	4.06E-08	4.12E-08	1.08E-07
3:Ins:R:3	1.93E-09	1.15E-04	9.81E-05	1.23E-07	1.08E-04
3:Ins:R:4	5.63E-08	9.33E-08	7.77E-05	3.27E-08	8.07E-08
3:Ins:R:5	1.67E-04	1.40E-46	3.39E-04	9.25E-05	4.30E-08
4:Ins:R:0	5.24E-05	1.28E-04	8.53E-05	2.01E-08	1.40E-07
4:Ins:R:1	5.74E-05	1.92E-04	1.54E-04	1.82E-04	1.76E-04
4:Ins:R:2	4.93E-08	5.29E-08	4.79E-05	9.76E-05	1.13E-07
