Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	16	3	82	84	5	23	159	4	10	50	0	37	27	0	0
V2	16	106	8	7	0	2	37	0	7	7	27	11	0	20	0
V3	27	13	44	110	12	0	8	9	8	12	78	10	22	0	0
V4	12	7	94	212	17	12	146	0	24	26	162	33	17	0	0
V5	32	174	49	2	117	18	0	0	41	18	0	10	0	2	8
V6	41	61	41	0	7	1	0	0	0	1	0	5	0	19	0
V7	185	20	10	64	65	11	69	21	13	24	21	51	43	0	0
V8	132	13	88	9	25	101	0	227	0	0	32	3	0	0	4
V9	31	54	25	2	79	20	0	36	48	71	6	0	0	0	5
V10	1	9	0	1	0	2	2	0	0	0	0	2	0	0	0
V11	19	89	0	73	34	0	107	0	17	0	56	61	15	0	0
V12	62	5	1	15	101	5	13	0	83	11	0	0	0	8	0
V13	68	24	15	50	56	46	29	0	24	53	10	2	1	10	26
V14	16	0	0	42	2	8	13	11	2	3	13	27	43	0	0
V15	24	12	49	27	11	0	0	0	46	7	1	8	0	6	0
V16	28	26	2	17	3	18	11	17	15	33	37	4	0	3	0
V17	6	38	66	115	230	27	0	21	17	14	19	14	16	0	14
V18	1	94	16	9	4	14	0	45	0	13	0	7	0	2	1
V19	88	10	12	42	9	32	63	24	0	23	13	11	20	1	0
V20	153	128	31	8	4	24	0	88	0	10	0	0	0	2	0
V21	4	21	3	0	19	1	0	0	86	9	0	0	0	0	12
V22	31	6	81	10	39	11	0	13	36	8	19	6	8	12	15
V23	24	62	0	13	17	0	0	1	0	1	2	9	9	0	7
V24	12	61	0	67	6	5	20	4	12	0	34	83	5	7	0
V25	159	0	0	9	19	13	27	47	13	0	25	5	2	2	48
V26	2	58	88	37	1	6	0	61	4	2	15	15	18	0	0
V27	106	27	0	8	66	127	0	0	59	47	5	0	12	0	9
V28	9	94	12	16	6	26	32	29	0	5	26	16	23	0	0
V29	4	25	114	32	22	28	29	0	0	49	36	18	74	0	0
