NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.991	25.783	13.104	14.417	0.172	0.981	30000.0
2	58.705	25.776	13.358	14.372	0.168	0.985	20000.0
3	58.504	25.523	13.608	14.342	0.16	0.985	20000.0
4	56.892	25.326	12.795	14.057	0.16	0.985	30000.0
5	59.398	26.385	13.604	14.56	0.173	0.985	30000.0
6	55.403	24.515	12.575	13.549	0.16	0.987	30000.0
7	54.512	24.504	12.434	13.614	0.155	0.986	30000.0
8	58.418	25.07	13.388	13.738	0.156	0.988	20000.0
9	55.701	24.404	12.569	13.526	0.156	0.987	20000.0
10	57.645	25.73	13.181	14.222	0.166	0.986	20000.0
