NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	198.815	80.858	68.696	62.928	0.544	0.747	20000.0
2	189.678	77.563	61.926	59.698	0.546	0.772	20000.0
3	189.891	77.812	61.789	60.551	0.547	0.764	20000.0
4	189.552	77.198	62.377	60.673	0.542	0.774	30000.0
5	191.59	77.076	62.531	60.045	0.539	0.775	40000.0
6	189.973	77.444	61.505	59.864	0.542	0.768	20000.0
7	188.103	76.906	60.669	59.014	0.537	0.774	40000.0
8	200.935	80.525	67.304	64.185	0.561	0.751	30000.0
9	197.819	79.016	66.89	63.973	0.542	0.753	20000.0
10	189.345	77.53	61.148	59.541	0.545	0.769	20000.0
