NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.723	20.781	12.445	12.922	0.113	0.989	50000.0
2	56.627	22.356	14.096	14.382	0.111	0.987	50000.0
3	55.165	22.516	13.561	14.293	0.12	0.986	70000.0
4	56.849	22.697	13.634	14.187	0.117	0.986	50000.0
5	55.208	22.936	13.597	14.853	0.117	0.985	70000.0
6	54.334	21.438	13.299	13.499	0.109	0.988	60000.0
7	54.228	22.077	13.372	14.237	0.113	0.986	40000.0
8	52.354	20.643	12.549	12.84	0.109	0.988	50000.0
9	54.319	22.01	13.273	14.083	0.114	0.986	40000.0
10	55.145	22.41	12.965	13.875	0.121	0.987	70000.0
