De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 3.32,  0.57, 0.071, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID9 (100.00%), 6.62,  2.72, 0.079, 1.00, 1.00
Signature 83-E, Signature ID2 (100.00%), 8.04,  1.83, 0.104, 1.00, 1.00
Signature 83-F, Signature ID8 (100.00%), 17.55,  11.14, 0.050, 0.99, 0.99
