Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V40	2.23E+00	2.32E+00	1.46E+00	1.18E+00	2.83E+00	7.60E+00	6.31E+00	5.31E+00
V41	1.26E+00	1.39E+00	6.40E+00	6.27E+00	2.03E+00	4.16E-01	1.05E+01	2.13E+00
V42	8.62E-01	1.57E+00	1.00E-01	1.78E+00	9.20E+00	5.76E+00	5.15E+00	1.14E+01
V43	2.81E+00	2.14E+00	4.48E+00	1.69E+00	1.08E+01	6.67E-01	4.29E+00	1.02E+01
V44	3.55E+00	2.25E+00	2.28E+00	4.00E-01	4.51E+00	1.33E+00	2.61E+00	5.05E+00
V45	1.06E+00	1.57E+00	1.89E+01	6.46E+00	5.31E+00	2.64E+00	2.31E+01	6.07E+00
V46	2.04E+00	2.60E-01	1.74E+00	4.67E-01	6.36E+00	1.03E+00	1.10E+00	5.44E+00
V47	7.03E-01	1.15E+00	3.79E+00	2.09E+00	1.30E+01	4.59E+00	4.80E+00	1.28E+01
V48	1.55E+00	1.45E+00	0.00E+00	2.18E+00	6.39E+00	1.73E+01	1.50E+01	1.22E+01
V49	1.07E+00	0.00E+00	2.21E-01	6.74E-01	0.00E+00	1.40E+00	1.13E+00	0.00E+00
V50	1.27E+00	1.91E+00	6.57E-01	3.62E+00	5.54E+00	1.22E+01	1.15E+01	6.40E+00
V51	1.63E+00	1.40E+00	2.15E+00	0.00E+00	4.73E+00	2.39E+00	2.91E+00	4.93E+00
V52	1.10E+00	1.22E+00	3.95E+00	1.74E+00	4.43E+00	5.38E+00	6.32E+00	5.09E+00
V53	3.48E+00	7.57E-01	2.06E+00	3.72E+00	1.04E+01	5.21E-01	9.93E+00	1.33E+01
V54	1.23E+00	1.23E+00	6.97E+00	2.32E+00	8.31E+00	5.73E-01	9.36E+00	7.76E+00
V55	3.12E+00	1.64E+00	2.31E+00	1.78E+00	4.21E+00	3.34E+01	3.32E+01	1.46E+01
V56	1.86E+00	4.43E+00	1.99E+01	9.57E-01	8.60E+00	1.94E+01	2.73E+01	1.54E+01
V57	9.29E-01	1.73E+00	1.35E+01	3.53E+00	1.96E+00	7.10E+00	1.38E+01	4.41E+00
V58	9.80E-01	2.49E-01	2.54E+00	1.93E+00	7.69E+00	1.03E+01	9.35E+00	7.86E+00
V59	4.22E+00	2.62E+00	1.53E+00	1.56E+00	3.47E+00	3.59E-01	1.09E+00	2.05E+00
V60	2.67E+00	2.67E+00	0.00E+00	1.05E+00	4.66E+00	2.07E+00	2.72E+00	4.08E+00
V61	1.64E+00	2.35E+00	3.27E-01	5.58E-01	3.52E+00	1.15E+01	9.56E+00	5.51E+00
V62	1.00E+00	2.09E+00	4.64E+00	2.77E-01	2.79E+00	1.11E+01	1.30E+01	4.63E+00
V63	1.69E+00	1.62E+00	2.21E-01	0.00E+00	6.24E+00	0.00E+00	5.97E-01	5.07E+00
V64	3.23E+00	2.13E+00	3.24E+00	2.39E+00	1.38E+01	1.21E+00	6.99E+00	1.25E+01
V65	3.60E+00	1.22E+00	1.81E+00	9.17E-01	2.00E-01	3.88E+00	4.36E+00	2.45E+00
V66	2.36E+00	4.90E-01	1.17E+01	5.58E-01	1.29E+01	6.84E-01	1.36E+01	1.47E+01
V67	6.37E-01	1.17E+00	1.13E+00	8.03E-01	3.96E-01	1.53E-01	1.26E+00	4.58E-01
V68	6.05E-01	7.75E-01	6.36E-01	0.00E+00	7.63E-01	0.00E+00	2.00E-01	2.77E-01
V69	1.08E+00	4.96E-01	1.19E+00	9.60E-01	9.32E-01	2.75E+00	3.23E+00	2.26E+00
V70	4.23E-01	2.28E+00	7.04E+00	3.01E+00	0.00E+00	2.33E-01	7.66E+00	3.42E-01
V71	4.99E-01	0.00E+00	0.00E+00	2.79E+00	4.13E+00	0.00E+00	0.00E+00	2.72E+00
V72	1.46E+00	7.18E-01	9.29E-01	2.91E-01	4.89E+00	3.17E+00	2.98E+00	5.24E+00
V73	0.00E+00	1.20E+00	4.87E+00	3.68E+00	1.10E+00	1.60E+00	6.53E+00	2.10E+00
V74	2.12E+00	1.45E+00	1.14E+00	4.03E+00	4.20E+00	5.83E+00	4.21E+00	4.32E+00
V75	9.19E-01	1.67E-01	1.18E+00	1.10E+00	2.51E+00	1.07E+00	1.51E+00	1.97E+00
V76	3.30E+00	4.24E+00	3.04E+01	2.90E+00	2.65E+00	0.00E+00	3.27E+01	2.33E+00
V77	8.09E-01	1.27E+00	1.11E+00	1.24E+00	5.36E+00	0.00E+00	1.31E+00	4.23E+00
V78	1.11E+00	2.17E+00	0.00E+00	3.90E+00	1.06E+01	2.67E+00	3.91E+00	9.85E+00
V79	1.73E+00	8.06E-01	0.00E+00	4.13E+00	5.02E+00	4.69E+00	3.80E+00	4.56E+00
V80	1.35E+00	1.37E+00	3.54E+00	6.67E-01	1.46E+00	0.00E+00	3.27E+00	6.16E-01
V81	2.03E+00	0.00E+00	6.90E-01	0.00E+00	3.65E+00	9.20E+00	8.47E+00	4.77E+00
V82	2.63E+00	2.95E+00	5.86E-01	0.00E+00	0.00E+00	3.35E-01	0.00E+00	0.00E+00
V83	7.67E-01	1.33E+00	2.26E+00	9.24E-01	5.00E-01	0.00E+00	1.81E+00	5.37E-01
V84	1.22E+00	1.79E+00	6.16E-01	2.76E+00	3.42E+00	5.07E+00	4.69E+00	3.74E+00
V85	0.00E+00	3.33E-01	2.31E+00	1.80E+00	4.07E-01	3.52E+00	3.24E+00	1.03E+00
V86	3.02E+00	3.74E+00	9.17E-01	3.24E+00	1.12E+00	1.00E-01	2.51E+00	4.73E-01
V87	1.76E+00	1.39E+00	0.00E+00	5.62E-01	9.53E+00	0.00E+00	1.27E+00	9.68E+00
V88	1.84E+00	2.25E+00	1.19E+00	2.80E+00	4.74E+00	3.03E+01	2.87E+01	1.15E+01
V89	3.03E+00	1.10E+00	2.24E+00	5.54E-01	1.53E+01	5.24E+00	5.18E+00	1.23E+01
V90	1.76E+00	3.48E-01	4.69E+00	5.00E-01	6.74E+00	1.10E+00	4.32E+00	6.16E+00
V91	2.95E+00	2.08E+00	1.41E+00	1.76E+00	5.63E+00	8.83E-01	3.50E+00	3.91E+00
V92	5.12E-01	7.48E-01	1.18E+00	1.18E+00	2.60E+00	1.61E+01	1.50E+01	5.91E+00
V93	0.00E+00	1.26E+00	4.99E-01	1.76E+00	0.00E+00	2.07E+00	2.26E+00	1.14E+00
V94	1.04E+00	1.23E+00	8.03E-01	5.62E-01	3.79E-01	1.33E+00	8.09E-01	2.13E-01
V95	1.19E+00	7.12E-01	2.62E+00	2.14E+00	1.36E+00	0.00E+00	2.35E+00	2.39E+00
V96	2.46E+00	1.37E+00	2.49E+00	2.56E+00	6.98E+00	7.48E-01	4.13E+00	6.88E+00
V97	1.81E+00	1.67E-01	1.59E+00	3.33E-01	6.53E-01	9.89E-01	1.81E+00	1.33E+00
V98	1.06E+00	1.17E+00	3.27E-01	6.71E-01	1.68E+00	1.11E+01	9.83E+00	4.90E+00
V99	8.33E-01	2.48E+00	0.00E+00	2.68E+00	4.27E-01	4.47E-01	1.90E+00	9.00E-01
V100	1.10E+00	1.58E+00	5.77E-01	4.52E-01	6.21E+00	6.71E+00	6.58E+00	5.96E+00
