Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	1	5	7	3	1	0	0	10
V2	26	40	44	132	11	17	78	11
V3	0	148	48	28	12	3	13	0
V4	46	0	0	24	14	5	26	0
V5	51	2	2	20	33	218	0	75
V6	9	9	126	105	26	25	13	13
V7	2	6	0	0	202	0	0	134
V8	9	101	57	33	6	2	8	9
V9	5	38	86	2	80	54	4	72
V10	0	18	21	146	127	0	0	70
V11	0	79	8	56	66	64	21	0
V12	18	321	2	56	77	5	6	31
V13	108	41	21	43	17	20	48	0
V14	20	254	18	19	0	0	5	0
V15	1	0	29	0	73	5	38	0
V16	2	20	183	226	6	138	91	8
V17	229	34	11	67	4	15	91	2
V18	1294	14	85	44	20	0	13	2
V19	12	2	74	1	49	9	33	18
V20	30	11	95	13	98	9	0	50
V21	69	30	14	9	8	0	11	1
V22	22	27	70	0	0	30	92	5
V23	67	0	149	24	89	31	139	64
V24	5	133	3	2	0	33	9	0
V25	25	25	9	2	28	0	0	22
V26	49	72	76	0	7	17	36	2
V27	8	0	57	0	0	29	216	0
V28	0	14	0	22	0	7	37	0
V29	38	5	0	6	52	137	81	0
V30	41	60	0	33	4	45	23	9
V31	27	186	0	2	0	110	96	28
V32	40	23	22	53	15	122	150	0
V33	100	11	0	0	0	48	91	13
V34	7	31	37	77	7	6	43	13
V35	21	43	0	0	140	110	245	317
V36	9	3	9	51	23	13	3	0
V37	3	82	52	87	7	13	74	0
V38	28	215	13	52	3	75	0	28
V39	1	174	246	86	101	11	31	31
V40	53	46	6	36	1	90	34	23
V41	7	16	96	125	0	0	0	19
V42	10	34	0	19	162	31	15	60
V43	97	51	81	25	80	3	0	52
V44	156	48	32	2	7	9	4	19
V45	8	17	242	148	68	17	20	19
V46	39	1	19	2	85	2	7	9
V47	2	8	45	26	174	7	46	23
V48	42	18	0	132	52	144	0	23
V49	17	0	0	7	0	5	7	0
V50	13	39	0	107	7	74	54	56
V51	11	49	6	0	73	7	25	4
V52	7	12	79	25	63	48	7	22
V53	34	8	24	171	59	0	0	64
V54	20	7	95	19	68	0	17	21
V55	39	18	0	10	22	164	211	0
V56	34	247	361	3	38	367	0	53
V57	8	41	286	32	3	90	6	18
V58	2	0	0	10	29	39	115	0
V59	129	50	6	12	30	0	6	4
V60	71	151	0	17	75	98	0	0
V61	19	58	0	0	115	57	44	0
V62	7	49	52	0	25	94	57	0
V63	30	95	1	0	67	0	0	10
V64	102	56	25	94	12	2	5	138
V65	246	28	22	36	0	140	0	2
V66	181	3	138	3	72	4	0	127
V67	2	27	12	12	2	0	2	0
V68	119	3	9	0	0	0	0	2
V69	6	2	7	15	0	2	24	4
V70	2	41	118	38	1	1	3	2
V71	2	0	0	92	166	0	0	0
V72	11	7	2	0	84	30	13	13
V73	0	19	49	46	1	5	18	12
V74	29	23	0	194	28	32	28	22
V75	44	1	9	11	16	0	11	6
V76	66	136	527	19	15	0	2	0
V77	3	66	10	17	30	0	1	7
V78	10	43	0	85	84	19	0	112
V79	23	4	0	459	149	48	1	0
V80	18	28	73	18	10	0	0	0
V81	102	0	0	0	43	73	48	3
V82	109	65	1	0	0	3	0	0
V83	8	34	24	31	0	0	0	2
V84	8	15	0	52	10	11	43	20
V85	0	0	36	32	1	13	24	0
V86	62	336	6	53	4	1	0	0
V87	89	54	0	6	91	0	1	27
V88	24	39	0	42	55	228	111	7
V89	59	11	22	3	171	89	0	78
V90	27	2	51	1	48	5	0	61
V91	62	39	8	17	25	0	9	38
V92	4	3	8	17	7	121	49	15
V93	0	81	0	75	0	0	33	0
V94	17	48	5	1	3	2	6	0
V95	17	11	41	46	1	0	0	14
V96	52	32	29	24	40	4	0	50
V97	42	1	11	1	4	24	0	10
V98	4	21	1	6	12	213	0	0
V99	5	131	0	44	0	1	4	7
V100	14	62	0	0	43	32	58	10
