Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	19	11	19	9	23	6	12	0	0	0	24	2	5	0	0	7
V2	140	14	28	0	51	18	0	7	21	0	0	14	0	0	0	0
V3	0	113	32	18	6	24	3	0	0	19	0	0	0	14	0	1
V4	179	0	0	5	0	0	0	0	9	0	0	4	0	0	0	67
V5	358	12	24	5	5	17	0	27	66	16	5	11	1	13	0	15
V6	37	66	2	64	0	0	0	0	12	5	0	14	21	0	0	17
V7	0	170	6	3	3	3	4	41	57	35	0	22	0	0	49	0
V8	3	43	2	5	1	0	0	18	13	21	0	19	3	0	0	0
V9	7	0	52	85	39	13	0	27	58	18	24	2	14	0	0	0
V10	130	0	0	0	26	7	0	7	23	18	53	19	0	0	10	9
V11	0	393	16	27	8	1	15	12	1	32	0	0	5	0	22	4
V12	168	202	5	32	16	2	20	25	3	19	0	0	10	2	6	18
V13	60	0	168	1	99	78	45	0	3	0	0	13	0	2	0	7
V14	87	0	69	87	48	42	14	18	6	23	0	9	23	0	2	6
V15	48	138	210	9	107	33	14	6	2	18	0	2	0	0	0	18
V16	4	8	296	31	55	116	0	1	4	14	1	3	16	0	0	0
V17	146	12	41	4	22	38	72	30	11	37	12	0	4	0	0	3
V18	110	0	98	64	26	19	3	13	26	4	0	0	29	0	33	0
V19	2	0	10	0	1	9	3	0	6	4	3	13	2	0	0	0
V20	6	16	51	66	21	32	20	0	5	0	5	0	7	0	0	0
V21	230	23	2	24	4	0	12	0	0	0	0	0	3	0	3	14
V22	12	6	0	9	0	0	0	0	3	0	0	0	2	0	0	0
V23	28	6	0	80	0	0	0	0	17	5	3	0	0	0	0	0
V24	31	2	3	7	0	2	0	20	14	4	3	28	2	2	3	5
V25	50	18	165	1	13	30	0	10	1	9	0	1	0	4	0	0
V26	0	92	24	18	5	27	3	0	2	0	0	2	0	0	0	0
V27	2	0	5	0	38	20	33	23	17	59	20	63	0	0	3	0
V28	238	13	17	4	4	15	0	5	9	0	4	3	3	2	0	0
V29	25	2	0	12	16	29	66	7	12	3	10	5	3	0	0	0
V30	25	10	1	6	0	0	0	15	24	16	1	3	0	2	0	11
V31	28	12	31	7	3	23	0	0	0	0	0	0	2	0	1	8
V32	4	14	2	91	2	6	13	108	63	28	0	0	13	0	15	0
V33	22	56	61	5	102	32	27	24	0	23	0	0	25	99	4	1
V34	0	31	35	0	4	27	0	35	18	40	12	0	0	0	0	0
V35	12	3	25	35	6	10	16	0	0	0	20	19	3	0	0	0
V36	4	113	28	2	16	12	4	2	0	0	0	1	5	0	7	10
V37	1	68	2	11	25	4	0	2	14	2	37	17	4	0	0	7
V38	0	15	18	5	3	8	0	0	9	0	0	6	0	0	2	1
V39	5	77	1	12	0	1	4	2	11	3	0	3	7	0	0	6
V40	9	44	7	8	28	19	35	0	4	19	93	3	12	44	6	7
V41	0	60	3	3	2	0	3	11	0	6	0	0	0	0	10	0
V42	36	43	131	128	49	43	4	0	0	0	0	0	64	0	0	0
V43	202	3	6	4	11	1	31	5	2	0	0	0	5	0	0	22
V44	14	36	5	0	12	7	0	5	8	9	20	0	0	2	4	0
V45	15	118	6	92	0	6	1	0	4	10	0	0	3	0	0	0
V46	67	39	4	20	36	17	63	24	9	4	0	15	11	51	0	0
V47	2	76	123	140	33	120	45	28	14	7	0	0	36	34	0	0
V48	2	72	16	2	1	1	0	0	1	3	0	0	2	6	8	3
V49	0	121	1	10	4	6	16	0	9	13	0	0	8	10	0	0
V50	300	0	2	27	11	1	18	4	2	13	0	0	10	0	12	24
V51	32	0	92	2	3	18	15	40	25	17	28	0	0	0	0	0
V52	7	109	4	0	16	0	21	3	6	56	0	0	0	0	55	0
V53	25	15	69	1	21	1	5	5	0	4	0	0	2	0	0	0
V54	34	14	43	0	45	29	31	0	0	4	0	8	1	0	0	4
V55	0	149	3	29	0	0	1	59	12	0	1	46	20	0	28	0
V56	2	38	70	42	23	80	15	13	0	0	5	0	0	25	20	0
V57	3	0	13	0	18	5	11	0	4	0	0	0	3	13	0	0
V58	51	7	33	12	1	3	0	35	2	16	0	2	1	0	15	0
