MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.29E-03	5.49E-04	4.60E-04	2.39E-02	2.09E-03	1.51E-03	8.34E-04	1.35E-02	1.74E-02
1:Del:C:1	3.12E-05	9.42E-04	7.33E-05	3.57E-03	3.23E-03	4.30E-03	0.00E+00	5.77E-03	1.48E-02
1:Del:C:2	7.65E-05	8.87E-05	3.69E-05	5.66E-04	8.02E-04	6.62E-04	1.06E-04	9.44E-04	1.61E-03
1:Del:C:3	5.63E-04	2.00E-05	4.39E-04	2.45E-03	1.61E-03	6.60E-04	1.82E-02	5.50E-03	4.12E-02
1:Del:C:4	4.01E-04	6.47E-04	0.00E+00	1.07E-03	4.05E-05	5.70E-04	3.57E-04	1.24E-03	9.67E-04
1:Del:C:5	2.79E-04	1.42E-03	2.04E-08	3.01E-08	1.14E-03	6.51E-04	2.46E-04	4.54E-03	1.01E-03
1:Del:T:0	9.82E-04	1.70E-03	1.78E-04	1.60E-02	4.90E-03	5.42E-03	1.53E-03	1.35E-02	4.93E-02
1:Del:T:1	7.95E-04	5.23E-04	5.65E-03	4.30E-03	9.14E-03	1.76E-03	1.22E-03	7.77E-02	1.04E-02
1:Del:T:2	5.38E-04	5.54E-04	0.00E+00	6.66E-03	3.49E-04	1.86E-03	6.89E-04	3.26E-03	3.06E-02
1:Del:T:3	2.69E-04	1.60E-03	7.95E-04	5.36E-03	9.26E-04	1.26E-03	1.46E-03	1.05E-02	2.44E-02
1:Del:T:4	3.67E-04	4.11E-03	1.31E-03	4.10E-03	2.72E-03	8.30E-25	1.83E-04	9.84E-03	1.24E-02
1:Del:T:5	1.55E-03	5.58E-03	1.51E-07	2.14E-08	6.54E-08	2.92E-03	3.87E-07	6.66E-02	2.40E-02
1:Ins:C:0	7.44E-08	3.58E-07	4.27E-02	9.32E-08	2.35E-03	7.96E-08	5.27E-08	2.52E-07	4.17E-07
1:Ins:C:1	3.10E-09	3.00E-05	1.65E-06	2.76E-04	6.79E-04	6.23E-04	4.37E-05	4.29E-04	7.12E-04
1:Ins:C:2	5.48E-05	8.62E-06	3.98E-05	2.33E-08	4.65E-04	6.33E-04	1.93E-07	1.19E-03	3.93E-04
1:Ins:C:3	3.29E-09	1.12E-04	1.94E-08	1.25E-04	3.06E-08	2.16E-07	2.00E-04	7.06E-08	3.07E-04
1:Ins:C:4	3.58E-04	4.01E-04	6.73E-07	5.76E-09	6.68E-04	0.00E+00	1.50E-08	3.85E-03	1.49E-03
1:Ins:C:5	1.80E-03	6.99E-04	1.58E-07	0.00E+00	2.52E-04	9.21E-04	2.00E-04	1.98E-03	4.66E-03
1:Ins:T:0	7.49E-04	2.79E-04	0.00E+00	9.39E-04	4.42E-04	4.57E-04	3.05E-04	5.67E-04	4.05E-03
1:Ins:T:1	0.00E+00	0.00E+00	4.66E-04	1.26E-03	1.03E-03	1.00E-03	0.00E+00	2.71E-03	2.10E-03
1:Ins:T:2	1.98E-04	1.99E-04	8.90E-05	3.52E-04	3.12E-04	1.57E-04	2.66E-07	3.62E-03	5.27E-04
1:Ins:T:3	7.00E-04	3.28E-04	3.74E-04	2.98E-04	5.34E-04	2.81E-04	1.26E-08	3.94E-03	3.31E-03
1:Ins:T:4	1.56E-03	8.25E-04	1.57E-04	1.81E-07	5.00E-04	1.96E-04	1.37E-08	4.77E-03	3.87E-03
1:Ins:T:5	3.71E-03	5.05E-04	1.32E-07	1.18E-07	3.74E-08	4.38E-07	1.40E-07	1.71E-02	1.11E-01
2:Del:R:0	1.13E-04	2.41E-04	0.00E+00	6.82E-04	2.14E-03	2.78E-03	0.00E+00	3.06E-03	1.99E-03
2:Del:R:1	3.30E-04	7.18E-04	0.00E+00	1.04E-03	1.71E-03	2.04E-03	3.38E-04	3.04E-03	1.13E-03
2:Del:R:2	2.13E-04	4.20E-04	4.12E-08	2.27E-04	1.07E-08	7.23E-05	0.00E+00	1.02E-03	8.20E-04
2:Del:R:3	5.41E-05	1.05E-08	1.08E-07	2.63E-08	6.80E-10	1.24E-04	1.85E-04	1.46E-04	8.85E-05
2:Del:R:4	4.00E-08	1.65E-04	3.37E-08	7.12E-07	4.04E-05	6.41E-05	3.39E-08	1.28E-03	1.07E-06
2:Del:R:5	2.18E-08	3.88E-08	2.70E-05	1.33E-08	5.37E-04	5.88E-04	2.60E-08	6.62E-04	4.96E-08
3:Del:R:0	7.23E-05	0.00E+00	5.22E-04	5.18E-04	1.89E-03	2.17E-03	8.60E-04	3.55E-03	3.13E-03
3:Del:R:1	6.78E-04	4.24E-04	2.33E-04	7.93E-04	8.98E-04	1.54E-04	4.53E-04	8.29E-03	2.04E-03
3:Del:R:2	3.76E-04	5.34E-04	1.12E-04	1.91E-08	4.67E-04	2.38E-05	5.35E-03	4.09E-03	1.06E-02
3:Del:R:3	0.00E+00	9.96E-05	1.89E-08	2.02E-04	3.58E-08	1.67E-07	6.48E-07	2.27E-04	8.71E-05
3:Del:R:4	5.42E-05	4.26E-05	7.03E-05	5.40E-05	0.00E+00	1.89E-04	9.92E-04	1.67E-07	3.66E-04
3:Del:R:5	2.77E-08	4.84E-08	6.05E-08	5.07E-05	8.21E-07	2.23E-06	5.77E-08	1.64E-04	4.54E-08
4:Del:R:0	0.00E+00	5.56E-04	1.28E-04	2.50E-04	1.14E-03	1.11E-03	0.00E+00	1.83E-03	4.10E-03
4:Del:R:1	2.64E-04	6.34E-04	0.00E+00	5.79E-04	1.61E-04	5.97E-04	7.59E-05	2.55E-03	2.01E-03
