Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	0	79	141	20	0	16	0	4	1	20	3	1	0	0	0	13	0	9	21
V2	100	5	13	12	20	3	3	19	9	1	15	0	0	8	4	1	2	0	0
V3	15	57	2	12	5	28	22	23	16	20	11	0	0	19	0	12	23	0	0
V4	556	1	18	0	219	0	7	0	14	0	0	2	0	0	0	44	0	1	9
V5	173	208	0	11	105	21	0	3	4	16	3	13	26	7	15	30	0	2	8
V6	12	6	130	0	6	25	0	0	1	0	0	27	26	1	0	3	0	23	0
V7	3	77	36	1	1	26	0	0	2	27	0	0	14	1	6	3	10	0	31
V8	0	46	2	70	3	0	40	77	39	2	3	0	0	6	0	1	0	0	13
V9	19	12	22	22	8	0	40	3	18	12	5	16	0	10	13	5	0	4	1
V10	53	1	91	0	26	7	4	0	2	10	0	13	18	8	3	5	0	0	2
V11	35	3	21	3	2	73	0	0	1	19	1	66	42	1	0	59	0	0	0
V12	0	1	24	56	0	7	0	62	8	0	30	1	25	6	0	6	4	5	0
V13	196	71	8	0	41	4	1	0	5	2	3	3	0	0	0	16	0	0	2
V14	8	11	1	30	2	4	16	21	23	1	23	0	0	0	65	4	4	0	0
V15	0	3	0	1	0	16	0	6	0	9	2	5	2	0	0	4	0	3	0
V16	99	0	6	16	11	23	0	17	4	5	26	10	0	0	0	3	0	0	0
V17	3	0	37	43	7	6	81	17	75	8	13	23	14	12	7	0	3	0	0
V18	1	0	0	0	0	1	4	0	0	5	0	1	1	30	0	0	0	0	0
V19	21	0	53	39	3	2	15	6	0	0	5	8	0	5	4	0	7	3	0
V20	2	40	111	106	3	11	18	35	16	0	25	0	23	11	0	0	0	43	0
V21	0	113	1	46	1	17	119	35	54	5	0	7	5	0	1	4	0	22	31
V22	108	48	48	7	35	14	0	4	13	53	9	13	10	9	0	31	0	8	2
V23	34	0	216	132	17	0	71	28	17	0	32	8	3	17	0	0	0	30	0
V24	4	9	11	4	1	20	0	4	0	33	0	1	3	0	0	6	25	13	0
V25	0	39	52	81	2	68	22	45	4	37	23	13	0	26	30	6	0	0	0
V26	13	23	35	7	9	33	39	10	4	6	15	5	12	15	0	13	9	0	26
