Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	101	9	6	7	0	0	0	12	0	0	2
V2	51	8	1	45	10	0	8	3	8	4	0	8
V3	30	0	98	0	41	26	37	8	0	0	0	0
V4	136	35	9	83	24	65	13	0	17	61	112	0
V5	39	177	9	63	129	44	12	51	126	0	65	0
V6	130	20	4	1	13	0	4	0	3	0	6	0
V7	72	11	64	2	10	101	62	93	0	6	36	0
V8	5	3	0	4	75	25	16	6	51	18	8	0
V9	36	0	0	186	28	17	18	2	23	38	0	0
V10	174	3	14	11	8	0	0	4	0	3	3	0
V11	84	0	0	25	51	1	0	2	19	27	5	0
V12	18	13	6	98	28	31	15	55	17	23	15	0
V13	0	5	2	51	0	1	6	1	0	16	2	0
V14	1	1	34	29	27	1	10	0	3	11	0	0
V15	56	96	5	33	6	5	3	14	20	5	25	0
V16	0	11	4	10	7	3	6	2	40	0	0	5
V17	0	226	0	73	52	0	16	0	36	65	0	0
V18	8	6	47	9	22	2	0	0	1	0	11	5
V19	33	5	1	2	24	26	1	26	79	38	25	35
V20	57	19	33	6	23	21	26	12	6	15	0	0
V21	1	1	0	7	11	0	5	0	14	20	0	0
V22	120	106	1	39	21	0	0	0	58	30	0	33
V23	58	33	35	220	29	33	8	18	0	17	73	29
V24	202	169	104	86	9	59	20	46	1	0	11	16
V25	4	11	15	3	27	1	1	2	7	14	0	19
V26	0	25	0	30	51	15	35	19	121	28	22	0
V27	51	2	1	6	0	23	0	14	0	3	0	2
V28	3	133	33	1	23	23	38	14	0	0	4	0
V29	3	1	194	22	27	12	2	16	0	9	16	5
V30	16	22	0	197	8	0	10	1	0	0	0	0
V31	0	47	26	7	9	4	14	0	0	0	0	3
V32	1	0	77	31	34	8	0	4	1	21	21	0
V33	69	3	173	5	36	27	90	35	0	0	3	0
V34	47	7	1	52	4	1	13	5	5	12	5	0
V35	63	216	0	0	37	0	24	0	18	16	0	12
V36	234	24	151	4	0	52	168	81	0	0	0	0
V37	66	18	0	13	58	97	29	67	128	12	43	62
V38	3	18	17	161	34	1	31	8	0	13	0	0
V39	229	38	2	0	80	17	0	3	150	45	8	0
V40	0	0	21	0	9	0	36	0	0	0	0	0
V41	15	39	3	0	0	95	9	103	19	0	148	0
V42	3	317	3	0	34	4	23	0	12	76	0	0
V43	380	22	17	65	194	15	44	37	69	4	26	79
V44	69	0	85	6	29	2	7	26	0	0	1	8
V45	35	68	3	15	0	19	9	40	9	0	10	1
V46	4	2	5	10	8	3	0	1	1	0	2	2
V47	0	7	98	1	160	17	28	14	0	35	0	0
V48	93	143	56	6	17	44	16	81	0	0	74	0
V49	30	2	189	9	22	0	18	0	88	12	0	18
V50	42	1	206	38	34	2	47	3	0	0	0	0
V51	0	23	0	21	14	22	4	19	19	7	0	0
V52	47	2	40	11	0	0	0	0	0	5	0	14
V53	59	96	4	5	0	0	1	0	1	0	0	19
V54	58	1	5	26	31	10	9	38	8	24	3	0
V55	0	49	42	19	57	3	17	1	51	37	0	3
V56	47	40	0	4	7	60	20	73	48	0	0	8
V57	1	1	42	54	1	7	39	9	0	43	0	0
V58	0	8	1	14	64	0	8	0	55	20	2	0
V59	69	20	2	110	3	8	0	21	0	5	0	0
V60	1	81	0	22	30	2	4	0	17	34	3	0
V61	19	87	0	1	20	171	0	88	0	4	29	3
V62	2	7	63	217	18	83	7	31	34	10	0	0
V63	189	9	24	19	13	0	33	3	0	33	5	0
V64	0	183	11	20	11	3	1	1	0	0	2	4
V65	142	8	68	1	58	135	104	4	5	0	29	0
V66	1	1	34	6	0	3	34	5	0	0	0	0
V67	59	37	66	134	36	54	31	16	30	129	57	5
V68	0	5	16	28	2	27	0	3	8	0	31	0
V69	94	10	0	2	29	12	6	128	4	22	100	0
V70	21	43	0	6	23	0	13	0	42	5	1	3
V71	0	28	0	0	123	0	34	2	32	131	0	6
V72	19	109	4	0	5	0	0	1	12	0	0	0
V73	288	3	0	8	3	0	0	0	2	2	9	26
V74	2	300	89	6	41	22	3	7	0	0	4	0
V75	12	0	18	46	5	38	37	99	13	13	8	8
V76	96	0	65	4	10	23	105	13	0	3	0	0
V77	45	67	23	5	16	20	6	5	20	9	0	13
V78	49	14	35	1	78	71	66	55	0	10	0	0
V79	24	0	32	42	20	5	14	12	13	14	0	0
V80	3	5	8	2	47	15	9	14	3	29	4	0
V81	14	60	9	0	2	0	1	0	0	1	0	13
V82	12	17	25	0	14	1	18	0	0	0	0	0
V83	206	11	0	51	12	0	0	0	9	0	0	0
V84	6	86	20	41	0	9	26	15	0	10	0	5
V85	103	51	101	14	39	8	44	5	0	0	1	0
V86	4	29	0	7	1	7	0	14	7	0	0	14
V87	1	11	77	51	91	46	92	0	0	0	68	0
V88	1	5	2	42	1	50	0	118	0	12	20	0
V89	3	86	12	0	5	1	7	1	0	9	0	16
V90	7	127	8	3	9	1	6	17	14	51	2	5
V91	37	0	40	20	16	11	24	4	0	2	0	0
V92	94	27	0	6	20	0	13	0	33	19	0	1
V93	144	1	0	7	4	0	10	0	30	35	0	3
V94	22	1	0	56	3	23	1	25	2	7	3	22
V95	29	19	17	4	4	10	0	0	7	0	0	2
V96	35	97	83	4	0	0	39	0	0	0	0	0
V97	0	22	12	0	32	101	19	128	5	0	20	0
V98	40	0	179	54	58	1	43	0	0	0	3	0
V99	69	0	53	20	4	7	19	9	0	0	7	0
V100	0	13	2	2	0	1	1	1	0	3	2	0
