Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	114	91	0	75	0	0	8	66	0	8	20	0	2	1	0	0	0	0
V2	154	0	2	8	0	9	96	0	0	64	17	0	13	0	0	0	0	14
V3	36	137	0	0	105	163	0	28	54	16	15	0	0	5	4	7	16	18
V4	65	12	156	2	0	0	3	0	3	38	17	17	0	26	0	0	5	0
V5	218	29	32	68	32	0	39	0	6	81	23	34	47	14	0	0	0	0
V6	27	0	10	0	11	16	0	2	0	0	0	0	0	0	21	1	0	11
V7	13	3	161	16	88	3	0	0	3	0	0	84	14	0	28	0	15	0
V8	0	25	0	0	9	19	65	8	30	21	27	1	0	0	0	0	15	15
V9	56	4	11	22	0	0	0	5	0	0	0	0	46	0	0	0	0	0
V10	46	23	17	0	0	40	5	9	61	12	0	0	14	23	0	19	27	5
V11	149	35	1	0	146	110	0	31	0	0	16	0	0	0	17	54	0	3
V12	10	146	12	2	0	6	61	80	0	2	51	0	0	27	0	0	0	0
V13	16	23	19	16	0	22	0	12	9	0	8	0	10	26	59	22	10	0
V14	19	1	38	34	6	15	3	36	8	0	3	2	6	0	0	0	0	0
V15	23	6	0	0	131	50	2	21	54	4	23	0	1	19	6	0	0	3
V16	48	22	0	85	6	1	4	22	0	0	1	0	15	0	0	0	4	0
V17	2	14	0	75	86	38	19	0	0	5	12	0	3	0	0	21	1	11
V18	0	23	1	1	0	0	0	0	0	0	0	0	7	0	0	0	2	0
V19	6	67	24	20	0	0	50	2	0	39	47	0	0	73	0	0	0	0
V20	297	379	45	38	34	9	9	110	0	0	0	4	0	46	0	0	0	0
V21	13	36	54	39	0	0	2	0	0	3	3	0	44	0	0	0	0	0
V22	29	5	0	31	0	0	34	2	4	63	44	0	0	0	0	0	1	0
V23	18	292	4	1	48	9	9	79	0	0	21	0	0	37	0	0	0	0
V24	99	0	269	13	0	2	7	0	0	5	0	118	30	0	0	0	0	0
V25	0	5	3	36	8	6	2	9	7	8	9	0	13	12	0	0	1	0
V26	15	26	10	4	0	0	51	9	0	14	9	31	4	0	0	0	0	1
V27	6	6	15	20	24	50	0	5	0	0	10	20	3	0	12	28	0	0
V28	85	0	49	0	0	0	66	0	1	16	8	0	3	45	29	0	0	26
V29	0	12	7	0	24	0	5	2	47	9	19	4	0	8	0	0	10	6
V30	85	18	3	0	0	0	0	0	19	16	0	0	2	13	13	0	0	0
V31	0	21	0	2	3	0	0	0	0	0	0	0	5	0	11	0	0	0
V32	27	30	13	0	4	24	6	9	11	0	0	4	1	0	41	42	0	0
V33	5	5	47	41	9	60	3	0	0	0	0	0	8	6	0	0	0	0
V34	98	0	12	1	0	11	5	2	0	8	0	0	1	0	32	0	0	0
V35	9	83	0	11	1	0	0	7	0	0	1	33	1	0	0	0	0	0
V36	6	15	119	7	0	24	35	6	0	10	0	10	0	16	0	0	10	0
V37	86	0	0	4	40	74	0	6	41	0	13	2	8	0	0	0	7	8
V38	141	0	131	40	42	0	38	0	67	2	0	44	22	0	104	26	0	4
V39	24	0	8	0	72	61	24	0	23	0	26	0	0	0	0	0	14	8
V40	46	9	13	2	117	100	2	0	105	33	29	0	1	0	0	0	0	11
V41	13	33	70	32	0	0	16	20	0	17	26	44	13	26	37	0	0	0
V42	1	23	1	8	0	0	0	19	0	9	7	0	5	15	0	0	4	0
V43	32	166	6	15	12	20	13	34	41	0	0	0	2	13	0	21	3	4
V44	2	21	37	24	8	49	2	3	0	8	0	0	4	0	7	0	0	0
V45	101	121	21	89	0	0	57	32	0	6	58	0	0	0	13	0	0	0
V46	27	81	0	39	33	0	9	52	61	9	43	0	0	4	0	0	0	0
V47	0	0	37	3	17	0	69	0	15	24	78	41	11	0	0	0	0	0
V48	0	0	5	10	16	8	0	0	12	0	0	0	5	0	0	1	0	0
V49	5	15	0	56	0	0	0	3	0	8	1	0	15	0	4	0	0	0
V50	0	0	95	0	33	29	40	0	0	28	20	24	0	0	62	0	0	24
V51	34	7	35	9	42	78	2	28	49	3	1	0	0	17	0	0	0	0
V52	15	24	1	9	45	28	0	13	9	13	2	0	0	0	0	40	0	6
V53	166	111	0	22	43	8	0	74	0	0	0	19	12	0	27	14	0	0
