Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V54	3	92	0	41	4	18	16	26	82	66	4	0	0	46	0	0	21	0
V55	15	28	25	0	1	1	1	0	8	0	3	3	1	0	0	0	7	0
V56	76	92	18	0	2	11	10	69	10	13	0	0	0	0	0	8	0	0
V57	11	11	48	36	15	0	8	2	0	19	21	26	12	0	5	0	21	0
V58	70	38	21	12	25	0	0	7	0	5	0	20	0	0	0	0	0	0
V59	85	41	50	1	0	0	0	23	0	0	0	24	1	0	42	3	0	0
V60	3	152	79	95	0	0	12	53	0	1	3	4	50	17	0	0	6	0
V61	25	53	0	67	0	0	74	6	0	53	1	0	8	37	0	0	0	0
V62	54	1	16	29	37	21	30	0	50	7	14	1	0	0	13	0	0	0
V63	40	4	34	0	3	1	2	0	0	2	0	8	0	0	5	7	0	0
V64	56	15	45	1	0	0	0	3	0	5	0	0	4	0	8	28	0	0
V65	64	92	89	3	0	0	29	18	0	2	24	0	0	109	0	0	0	0
V66	6	13	5	21	53	13	25	0	0	20	9	0	22	0	0	0	0	0
V67	56	15	11	41	23	52	55	0	18	16	36	0	8	0	0	0	21	0
V68	161	198	17	37	0	0	0	23	0	0	0	0	44	0	33	0	0	0
V69	0	5	4	11	0	2	3	12	23	0	5	0	6	0	0	2	5	6
V70	79	51	0	110	0	0	5	0	0	0	8	0	52	11	0	0	10	0
V71	18	0	6	74	0	68	1	0	16	2	0	0	13	28	0	0	0	2
V72	73	0	0	0	20	41	0	0	1	3	0	0	17	26	0	0	26	0
V73	23	16	28	53	0	6	1	8	3	0	1	14	65	0	0	0	0	0
V74	39	3	27	33	0	0	0	0	0	0	0	3	25	0	1	9	2	0
V75	33	192	21	12	6	3	6	48	0	3	0	0	3	0	0	4	1	11
V76	15	35	17	1	15	5	0	0	26	0	7	24	1	0	0	8	1	4
V77	8	24	23	1	34	85	0	19	2	14	2	118	3	0	0	0	0	0
V78	88	53	101	2	4	7	4	17	0	0	0	0	14	2	17	0	0	0
V79	4	51	0	42	109	106	10	20	0	36	7	52	16	0	0	0	10	0
V80	38	90	4	1	1	4	0	19	2	0	4	0	0	0	0	17	0	0
V81	0	32	9	79	0	0	1	0	0	0	16	0	65	0	0	0	0	0
V82	35	27	38	18	26	38	24	8	0	19	21	4	0	0	0	0	0	0
V83	0	41	12	0	0	13	3	0	11	0	0	0	0	0	0	0	39	5
V84	0	0	113	8	76	90	67	19	95	51	83	5	7	46	12	0	23	33
V85	115	11	13	0	0	0	70	0	0	0	46	0	0	0	22	25	0	18
V86	115	50	33	33	49	65	12	18	18	0	0	37	23	0	12	1	9	3
V87	135	39	2	0	0	24	6	4	28	0	6	98	0	0	52	7	0	9
V88	119	7	0	5	0	2	0	11	15	0	0	5	6	0	0	2	0	0
V89	0	0	19	0	0	1	24	1	0	12	1	16	1	0	0	0	3	0
V90	76	0	9	142	32	0	0	0	54	0	0	0	64	0	0	3	42	0
V91	2	21	22	0	0	0	30	14	0	25	0	22	0	0	0	0	5	0
V92	0	2	40	0	0	0	0	21	0	0	1	6	0	0	0	0	0	0
V93	43	18	0	55	2	13	62	50	98	27	44	0	32	79	0	0	17	0
V94	0	76	0	0	1	2	1	20	0	15	7	0	0	0	0	0	4	0
V95	163	0	6	40	0	0	96	0	0	62	90	0	25	0	0	0	0	0
V96	61	121	95	16	5	0	63	0	25	81	1	0	16	108	0	0	0	0
V97	23	0	13	2	9	0	0	0	5	4	0	0	6	0	0	11	0	7
V98	312	163	0	39	3	3	94	50	19	89	40	0	0	39	96	0	0	0
V99	75	79	1	15	24	35	0	52	0	0	8	0	36	0	0	0	10	0
V100	0	69	72	21	18	5	0	96	23	1	0	60	0	10	0	0	0	0
