Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	0	146	9	1	10	0	0
V2	28	33	0	155	19	3	86
V3	2	104	50	50	14	12	0
V4	82	3	41	26	174	43	0
V5	249	5	7	9	28	148	0
V6	0	196	6	0	6	45	2
V7	15	1	122	4	3	39	0
V8	3	70	1	104	42	6	33
V9	63	63	0	20	34	7	28
V10	29	71	21	86	1	24	0
V11	38	0	15	4	197	21	0
V12	10	22	29	126	68	2	0
V13	109	0	28	212	100	89	117
V14	0	46	28	37	2	108	0
V15	0	0	2	110	3	1	25
V16	9	17	0	5	66	0	4
V17	2	30	0	14	19	62	2
V18	8	145	23	6	68	8	0
V19	7	0	13	0	2	43	1
V20	72	1	125	33	4	5	0
V21	42	1	23	128	15	3	0
V22	621	0	2	19	7	6	0
V23	229	18	1	6	161	5	0
V24	23	7	4	23	0	0	0
V25	0	86	8	75	22	6	0
V26	407	0	3	30	40	1	18
V27	0	31	15	120	0	25	3
V28	94	32	97	0	38	15	0
V29	88	25	106	0	5	23	0
V30	6	28	98	135	0	26	66
V31	1	2	4	61	0	2	0
V32	0	191	68	118	0	61	46
V33	43	4	23	22	7	4	18
V34	2	22	430	6	53	1	0
V35	33	6	0	0	19	35	14
V36	31	62	55	31	28	14	29
V37	19	4	0	3	8	0	13
V38	23	0	16	7	11	27	0
V39	38	0	0	129	68	9	39
V40	18	0	6	63	50	88	0
V41	2	0	25	12	7	17	2
V42	7	16	2	0	34	93	0
V43	102	24	164	0	54	211	74
V44	61	414	0	7	28	35	16
V45	8	0	60	102	0	1	29
V46	12	0	0	25	39	4	0
V47	0	140	33	47	8	34	4
V48	0	14	91	0	91	24	18
V49	195	67	46	67	77	7	13
V50	54	0	4	0	56	7	0
V51	0	354	36	139	24	9	3
V52	36	362	8	34	0	33	37
V53	109	301	56	48	102	9	0
V54	25	5	0	53	34	122	22
V55	0	186	5	0	256	47	149
V56	1	25	47	0	4	15	5
V57	44	0	26	72	14	17	48
V58	82	17	66	46	56	7	0
V59	132	33	222	20	46	20	0
V60	0	17	118	0	0	5	0
V61	5	44	3	2	73	57	0
V62	134	7	43	22	10	168	1
V63	0	0	18	88	69	5	12
V64	4	19	0	30	68	0	0
V65	39	0	73	23	11	0	0
V66	74	3	81	0	12	200	11
V67	29	40	158	37	4	23	0
V68	2	5	0	0	13	29	0
V69	12	0	44	13	0	96	34
V70	14	94	19	0	226	65	0
V71	124	140	62	0	63	5	58
V72	219	5	122	6	0	1	12
V73	12	111	31	212	0	6	96
V74	1	66	7	9	0	0	6
V75	10	4	46	0	3	0	1
V76	5	84	0	323	0	63	19
V77	123	8	175	59	216	8	0
V78	314	81	193	0	3	0	0
V79	129	31	72	104	42	10	0
V80	239	0	384	39	9	19	34
V81	40	86	70	123	24	27	27
V82	199	18	5	14	0	21	1
V83	81	12	5	67	16	0	0
V84	0	25	1	0	97	10	27
V85	38	157	55	12	0	6	15
V86	140	59	0	116	31	11	33
V87	463	17	124	58	14	55	0
V88	61	11	14	16	12	56	0
V89	0	0	79	20	64	28	11
V90	201	14	27	1	36	94	31
V91	36	13	37	60	40	10	0
V92	59	39	40	0	198	12	110
V93	2	10	77	4	47	11	0
V94	0	68	26	8	119	8	0
V95	9	236	167	2	0	0	0
V96	128	30	19	0	31	4	9
V97	7	13	34	0	3	178	0
V98	26	23	1	7	1	171	0
V99	118	35	56	7	10	18	0
V100	145	76	25	0	2	384	24
