Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	2.44E+00	8.58E+00	7.62E+00	1.89E+00	1.08E+00
V2	2.17E+00	7.33E-01	0.00E+00	8.27E-01	1.95E+00
V3	2.73E+00	2.45E+00	3.06E-01	1.88E+00	0.00E+00
V4	1.42E+00	4.96E-01	5.96E-01	1.39E+00	0.00E+00
V5	2.65E+00	2.80E+00	1.12E+00	3.85E+00	2.42E+00
V6	2.83E+00	1.67E+01	1.90E+01	2.67E+00	9.00E-01
V7	0.00E+00	2.92E+00	1.79E+00	2.86E+00	2.00E-01
V8	8.30E-01	3.93E+00	4.11E+00	1.19E+00	2.74E+00
V9	2.66E+00	9.00E+00	8.94E+00	2.92E+00	2.79E+00
V10	2.53E+00	3.19E+00	4.27E+00	4.30E+00	9.67E-01
V11	0.00E+00	4.39E+00	4.75E+00	8.14E-01	0.00E+00
V12	1.62E+00	6.88E+00	6.40E+00	1.13E+00	0.00E+00
V13	3.02E+00	5.25E+00	4.11E+00	2.93E+00	4.77E-01
V14	1.25E+00	9.04E-01	1.01E+00	1.26E+00	1.57E+00
V15	0.00E+00	1.85E+01	1.86E+01	4.96E-01	1.65E+00
V16	0.00E+00	1.93E+01	1.80E+01	8.76E+00	1.90E+00
V17	1.69E+00	2.31E+01	2.34E+01	0.00E+00	1.28E+00
V18	4.82E+00	3.04E+01	3.34E+01	8.46E-01	1.61E+00
V19	2.21E+00	1.29E+01	1.27E+01	0.00E+00	3.65E+00
V20	2.33E+00	5.39E+00	6.82E+00	3.79E-01	7.46E-01
V21	0.00E+00	2.33E+00	1.75E+00	3.82E+00	2.89E+00
V22	1.46E+00	2.13E+01	2.23E+01	8.03E-01	1.70E+00
V23	0.00E+00	6.04E+00	7.62E+00	2.44E+00	2.49E-01
V24	7.42E-01	4.30E+00	4.08E+00	2.55E+00	0.00E+00
V25	1.56E+00	2.15E+01	2.15E+01	7.92E-01	4.53E-01
V26	2.16E+00	9.17E-01	1.37E+00	9.46E-01	1.02E+00
V27	4.06E+00	8.46E+00	8.22E+00	7.72E-01	9.55E-01
V28	1.36E+00	3.45E+00	5.56E+00	3.27E+00	6.36E-01
V29	1.42E+00	1.29E+00	1.00E+00	1.14E+00	6.70E-01
V30	2.94E+00	3.00E-01	6.05E-01	2.57E+00	2.28E+00
V31	3.96E-01	9.92E+00	1.09E+01	7.20E+00	2.24E+00
V32	1.70E+00	3.69E+00	4.17E+00	0.00E+00	5.33E-01
V33	1.77E+00	9.33E+00	1.11E+01	8.75E-01	2.07E+00
V34	1.13E+00	2.82E+01	2.81E+01	2.15E+00	2.59E+00
V35	1.03E+00	1.38E+01	1.25E+01	7.81E-01	1.58E+00
V36	6.74E-01	9.35E+00	1.06E+01	4.82E-01	2.86E+00
V37	4.90E+00	6.28E+00	8.27E+00	1.19E+00	3.98E+00
V38	1.09E+00	6.27E+00	6.50E+00	1.13E+00	7.03E-01
V39	2.05E+00	3.41E+00	4.75E+00	0.00E+00	1.29E+00
V40	0.00E+00	2.72E+00	1.67E+00	2.55E+00	1.37E+00
V41	1.07E+00	5.15E+00	4.70E+00	2.66E+00	0.00E+00
V42	2.40E+00	1.81E+00	2.96E+00	2.05E+00	6.74E-01
V43	0.00E+00	7.52E-01	1.47E+00	1.28E+00	1.32E+00
V44	2.33E+00	1.47E+01	1.59E+01	1.38E+00	1.06E+00
V45	0.00E+00	3.26E+00	3.21E+00	7.77E-01	3.14E-01
V46	3.06E-01	7.98E+00	7.44E+00	7.78E-01	6.57E-01
V47	1.74E+00	2.83E+00	3.03E+00	4.96E-01	0.00E+00
V48	4.21E+00	2.62E+00	5.24E+00	2.57E+00	2.59E+00
V49	1.18E+00	3.32E+00	3.32E+00	2.28E+00	2.13E+00
V50	2.80E+00	2.30E+00	2.59E+00	2.66E+00	2.46E+00
V51	6.16E+00	7.04E+00	9.18E+00	3.15E+00	2.21E-01
V52	1.43E+00	2.08E+00	1.37E+00	0.00E+00	1.00E+00
V53	0.00E+00	9.08E+00	7.27E+00	3.66E+00	0.00E+00
V54	4.67E-01	2.62E+01	2.61E+01	4.81E+00	2.36E+00
V55	5.99E+00	6.73E+00	1.01E+01	5.67E-01	6.18E-01
V56	7.92E-01	4.23E+00	3.97E+00	0.00E+00	2.73E+00
V57	0.00E+00	2.80E+00	3.05E+00	1.11E+00	4.52E-01
V58	1.24E+00	4.23E-01	6.05E-01	8.17E-01	1.97E+00
V59	8.06E-01	8.57E-01	8.19E-01	7.37E-01	1.11E+00
V60	1.36E+00	4.96E-01	3.14E-01	2.91E-01	7.86E-01
V61	3.76E+00	0.00E+00	3.26E+00	3.67E-01	1.34E+00
V62	8.06E-01	3.65E+00	3.96E+00	0.00E+00	1.39E+00
V63	2.38E+00	2.26E+00	1.04E+00	1.67E+00	1.97E+00
V64	2.16E+00	1.25E+00	1.53E+00	9.09E-01	6.67E-01
V65	2.46E+00	3.31E+01	3.21E+01	3.96E-01	7.75E-01
V66	8.79E-01	9.12E+00	8.71E+00	4.53E-01	1.66E+00
V67	9.20E-01	8.55E+00	8.79E+00	5.33E-01	1.25E+00
V68	0.00E+00	2.84E+00	3.18E+00	0.00E+00	1.44E+00
V69	2.43E+00	1.80E+00	1.99E+00	2.52E+00	7.95E-01
V70	2.10E+00	3.22E+00	2.45E+00	2.43E+00	1.98E+00
V71	1.42E+00	2.49E+00	3.09E+00	2.22E+00	2.63E+00
V72	1.58E+00	1.33E-01	9.55E-01	0.00E+00	1.07E+00
V73	2.91E-01	1.43E+01	1.34E+01	5.39E-01	9.78E-01
V74	1.45E+00	1.36E+01	1.35E+01	0.00E+00	1.88E+00
V75	3.23E+00	7.85E+00	7.87E+00	2.41E+00	3.73E+00
V76	0.00E+00	1.46E+00	8.75E-01	1.27E+00	9.71E-01
V77	2.20E+00	1.89E+00	1.43E+00	1.06E+00	0.00E+00
V78	2.42E+00	3.97E+00	3.50E+00	1.41E+00	9.83E-01
V79	1.12E+00	7.77E+00	6.39E+00	4.41E+00	4.67E-01
V80	1.67E+00	5.65E+00	5.53E+00	1.90E+00	1.37E+00
V81	8.60E-01	2.09E+00	1.41E+00	3.14E-01	1.06E+00
V82	4.42E-01	2.82E+01	3.12E+01	1.22E+01	3.63E+00
V83	7.02E-01	6.92E+00	6.31E+00	0.00E+00	1.56E+00
V84	1.29E+00	1.10E+01	1.21E+01	0.00E+00	2.16E+00
V85	1.19E+00	1.38E+00	1.91E+00	7.81E-01	1.19E+00
V86	1.13E+00	9.94E-01	7.95E-01	3.79E-01	1.12E+00
V87	7.00E-01	1.48E+01	1.60E+01	1.44E+00	2.83E+00
V88	5.04E-01	1.43E+01	1.41E+01	0.00E+00	1.25E+00
V89	0.00E+00	1.00E-01	8.23E-01	1.74E+00	1.41E+00
V90	2.77E+00	4.38E+00	6.39E+00	3.64E+00	1.01E+00
V91	0.00E+00	2.77E+00	3.30E+00	2.35E+00	0.00E+00
V92	2.76E+00	3.97E+00	4.07E-01	2.08E+00	2.28E+00
V93	1.01E+00	3.69E+01	3.69E+01	1.46E+00	1.48E+00
V94	5.23E+00	2.86E+00	2.11E+00	0.00E+00	3.21E+00
V95	4.90E-01	1.69E+00	1.53E+00	3.27E-01	1.46E+00
V96	7.95E-01	0.00E+00	0.00E+00	1.19E+00	1.57E+00
V97	7.81E-01	1.06E+01	1.05E+01	6.70E-01	9.17E-01
V98	6.13E+00	1.08E+01	1.29E+01	0.00E+00	2.77E+00
V99	2.00E+00	1.10E+01	1.07E+01	1.82E+00	4.55E+00
V100	1.21E+00	3.70E+01	3.65E+01	4.96E+00	3.53E+00
