Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	133	27	90	26	13
V2	62	3	0	19	103
V3	53	193	0	36	0
V4	29	0	0	207	0
V5	106	50	0	76	100
V6	96	6	179	74	12
V7	0	101	0	94	1
V8	8	13	69	31	197
V9	125	23	44	69	62
V10	111	84	0	412	9
V11	0	8	50	12	0
V12	57	55	22	15	0
V13	167	52	6	92	1
V14	12	3	8	7	68
V15	0	38	229	2	32
V16	1	101	133	346	46
V17	24	0	245	1	9
V18	176	12	359	8	54
V19	25	87	120	1	103
V20	123	299	17	1	8
V21	0	58	10	69	210
V22	30	21	154	7	42
V23	0	125	15	72	1
V24	12	67	24	131	0
V25	27	93	220	9	2
V26	24	161	0	14	4
V27	151	98	90	7	18
V28	10	0	45	58	2
V29	47	25	0	12	4
V30	205	0	0	68	48
V31	1	4	96	203	40
V32	19	7	44	0	2
V33	34	304	0	9	57
V34	7	686	0	22	66
V35	4	3	133	16	51
V36	6	19	55	4	93
V37	202	16	111	17	217
V38	16	1	46	32	1
V39	77	20	36	0	32
V40	0	70	0	83	25
V41	30	78	68	427	0
V42	224	17	10	39	3
V43	0	0	1	76	19
V44	49	29	124	13	6
V45	0	1	47	3	1
V46	0	20	68	33	3
V47	49	43	8	5	0
V48	378	41	28	209	60
V49	10	46	20	48	380
V50	74	108	5	53	57
V51	142	0	123	59	1
V52	46	16	4	0	28
V53	1	258	7	88	0
V54	7	49	277	150	39
V55	329	32	126	7	5
V56	3	241	0	0	88
V57	0	125	0	9	1
V58	24	1	0	6	302
V59	20	0	7	4	10
V60	29	2	2	1	10
V61	266	0	22	1	21
V62	18	84	31	0	15
V63	110	95	0	19	38
V64	255	10	6	6	13
V65	83	18	186	0	8
V66	6	19	82	3	45
V67	63	69	63	4	47
V68	0	3	25	0	259
V69	68	9	6	65	5
V70	62	64	0	23	40
V71	29	0	22	73	52
V72	88	0	4	0	32
V73	5	45	86	2	10
V74	39	98	88	0	24
V75	98	81	47	58	249
V76	0	21	0	23	15
V77	195	25	1	31	0
V78	50	231	0	23	7
V79	7	147	0	184	1
V80	30	194	0	39	16
V81	9	53	5	1	15
V82	2	12	252	480	117
V83	13	31	26	0	30
V84	9	137	47	0	36
V85	5	6	28	12	30
V86	17	12	2	2	17
V87	6	101	165	34	72
V88	3	6	110	0	16
V89	0	0	0	89	28
V90	133	6	60	104	15
V91	0	23	17	76	0
V92	99	160	0	23	48
V93	5	21	217	39	20
V94	281	61	0	0	139
V95	1	23	6	2	56
V96	3	0	0	25	102
V97	5	6	77	4	7
V98	354	32	206	0	69
V99	31	54	98	38	189
V100	4	0	312	193	131
