Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	33	15	15	32	33	56	0	13	10	6
V2	0	74	0	23	218	0	0	0	0	27
V3	5	45	35	3	10	30	15	5	0	0
V4	38	68	69	4	10	0	0	12	5	0
V5	2	5	47	18	4	50	0	0	0	12
V6	12	59	0	0	97	9	0	2	7	0
V7	10	9	23	56	0	9	2	7	11	14
V8	20	13	75	12	0	0	2	42	13	0
V9	1	4	0	7	67	33	0	11	0	0
V10	1	14	0	62	8	10	0	0	0	16
V11	20	10	65	1	7	81	0	7	0	0
V12	77	329	0	0	63	0	20	0	0	3
V13	34	0	117	11	4	11	42	92	4	0
V14	57	3	30	2	16	84	19	34	0	0
V15	13	0	30	30	6	12	20	49	0	5
V16	0	102	0	1	53	0	0	8	13	58
V17	549	13	38	0	150	20	4	4	2	14
V18	77	7	8	29	59	7	2	0	13	0
V19	0	0	4	45	73	63	38	0	0	0
V20	22	79	1	1	59	7	16	0	2	0
V21	2	10	77	45	0	13	0	97	1	0
V22	58	0	10	5	75	0	5	0	23	0
V23	42	4	10	190	0	5	0	8	1	43
V24	93	18	0	0	21	18	4	2	16	0
V25	1	0	20	40	36	0	34	0	11	0
V26	23	3	241	28	77	0	3	10	0	0
V27	62	0	29	48	1	0	0	83	3	0
V28	0	49	12	0	0	3	0	0	20	11
V29	184	154	47	18	21	130	136	0	37	0
V30	30	165	54	49	0	104	77	28	24	53
V31	7	3	16	56	0	64	0	0	3	16
V32	44	16	11	28	1	20	33	0	0	0
V33	66	28	0	86	9	11	40	0	1	0
V34	16	56	59	0	38	71	8	8	8	2
V35	0	8	100	6	54	0	0	60	0	0
V36	94	25	1	20	72	0	23	9	0	6
V37	24	16	39	0	5	44	52	8	0	0
V38	0	114	0	1	14	7	0	17	22	0
V39	42	2	50	1	0	0	0	0	24	0
V40	155	3	23	92	18	0	3	23	36	0
V41	47	3	0	21	42	3	0	0	11	0
V42	167	2	92	0	0	3	0	30	0	0
V43	0	2	27	3	8	26	0	16	4	0
V44	4	0	11	18	0	42	11	6	0	0
V45	10	56	0	62	72	21	9	0	0	14
V46	16	77	16	19	40	0	0	16	0	19
V47	1	138	0	0	18	130	0	29	1	5
V48	73	0	23	15	207	2	0	7	32	5
V49	6	0	20	18	1	68	58	14	0	0
V50	26	11	79	8	7	61	3	1	0	13
V51	74	190	92	2	7	25	7	28	6	0
V52	52	2	14	95	10	0	5	0	18	0
V53	4	56	25	2	79	0	16	31	22	5
V54	17	46	0	0	22	2	0	4	0	0
V55	5	33	43	14	137	0	0	11	0	0
V56	142	10	47	47	1	0	0	24	0	0
V57	0	82	80	4	89	95	114	73	0	0
V58	98	37	16	4	0	3	0	14	23	0
V59	24	73	27	7	10	6	7	0	0	17
V60	16	0	0	208	123	41	59	5	0	22
V61	32	56	0	13	0	63	60	0	11	9
V62	0	171	6	5	1	1	0	0	0	5
V63	130	19	79	20	52	14	83	14	6	0
V64	51	25	0	0	35	5	3	1	18	25
V65	0	24	0	3	1	3	0	0	0	3
V66	82	176	168	161	1	0	2	152	17	22
V67	0	28	23	3	8	0	0	70	32	0
V68	95	0	21	8	4	110	43	13	0	0
V69	8	87	0	0	5	0	2	0	7	13
V70	24	267	163	0	2	17	0	20	0	0
V71	88	21	0	56	17	0	15	0	0	39
V72	65	13	296	3	4	1	0	0	17	0
V73	83	0	173	141	7	0	1	0	42	51
V74	3	92	49	129	13	0	0	0	7	70
V75	2	3	16	0	12	0	0	0	0	0
V76	0	83	3	0	90	15	0	0	2	2
V77	74	34	10	63	72	35	0	0	50	8
V78	121	4	0	312	7	3	0	10	13	21
V79	0	152	9	0	4	0	0	4	3	2
V80	0	0	2	5	107	105	176	50	35	0
V81	0	50	9	0	154	1	9	17	22	14
V82	54	0	91	8	0	298	161	0	21	1
V83	177	0	70	141	4	268	207	0	0	0
V84	0	17	9	2	15	0	32	3	3	0
V85	197	19	1	71	0	0	12	12	0	9
V86	4	1	52	1	27	84	27	11	0	0
V87	71	2	0	35	180	0	0	0	30	17
V88	259	51	0	44	7	71	24	0	0	14
V89	30	12	104	159	22	45	51	12	14	0
V90	0	0	88	53	37	52	118	35	0	0
V91	83	0	0	0	53	0	5	10	0	0
V92	12	112	127	146	0	0	0	47	24	6
V93	12	0	7	124	167	15	0	0	12	17
V94	0	107	0	132	14	0	44	3	0	26
V95	29	100	22	8	6	32	16	0	26	0
V96	2	275	0	67	104	48	20	22	4	0
V97	66	0	162	43	54	20	16	60	0	0
V98	62	55	53	4	23	19	0	21	0	0
V99	4	66	1	1	12	8	0	0	0	0
V100	4	0	3	26	0	94	128	25	31	0
