MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	0.006850824691355228	0.17638829797506334	0.02155679864808917	0.00912980167195201
1:Del:C:1	0.008392869581962259	0.062425637245178224	0.0	0.0008598789456051748
1:Del:C:2	0.00118736368390735	0.001738084782846272	0.0008150530335058193	0.00020367667211047548
1:Del:C:3	0.001909008005168289	0.004919686214998364	0.004790149605832994	0.0007605932623846456
1:Del:C:4	0.0006255605141632259	0.00580621138215065	0.004248136840760708	0.00011190840741619468
1:Del:C:5	0.34136833548545836	0.0	0.007478128816001117	0.0008203057921491563
1:Del:T:0	0.008547492744401194	0.0696175791323185	0.008256836514919996	0.0006634808349190279
1:Del:T:1	0.00328641896485351	0.024097083881497384	0.0037108904682099817	2.053472999250516e-05
1:Del:T:2	0.002147690059064189	0.04958475008606911	0.010256004286929965	0.002752836313447915
1:Del:T:3	0.00363013360183686	0.06278905868530274	0.029865305311977862	0.0010788311512442306
1:Del:T:4	0.0006933014694368467	0.05579454004764557	0.04599214568734169	0.0031613226630724965
1:Del:T:5	4.020564503548485e-07	3.8988714194942987e-07	0.7694221436977386	3.349602447855204e-07
1:Ins:C:0	0.0013066367894850827	0.0005180131644010544	0.0009838835164075021	5.410090508917165e-09
1:Ins:C:1	0.0015874592412728817	0.00033567634137057214	0.0002346679002585006	8.557221775618017e-09
1:Ins:C:2	0.044030835223384204	0.27339273765683175	0.016183334216475487	0.010481815645471215
1:Ins:C:3	0.0007712044041440436	0.009035249729640782	0.0011887019587447866	0.0009266659396814702
1:Ins:C:4	0.00010822062545230437	4.8572212108410895e-05	0.0018028269114438444	0.0017196290194988252
1:Ins:C:5	0.0016857713111676277	0.0021245732452371156	0.008420956833288074	0.019079023599624635
1:Ins:T:0	0.0013113871100358665	0.0069079982116818425	0.0029188970453105866	0.0009172399375529494
1:Ins:T:1	0.0012308250217756723	0.006643153913319111	0.00015811219927854835	4.69939507931727e-05
1:Ins:T:2	0.0008094293327303604	0.001047358082723804	0.0014006148849148303	0.0002545269186612131
1:Ins:T:3	0.00035312778200022874	0.0008423279083217494	0.0003371976839844137	0.002508618263527751
1:Ins:T:4	2.1540507941608666e-05	0.0005182932909519877	0.003782756777945906	0.017104438785463572
1:Ins:T:5	2.0764220607816243e-06	5.265372539753344e-07	9.309608017815663e-08	0.8604823648929596
2:Del:R:0	0.0020963683957234023	0.01156729068607092	0.001065873572952114	5.885918508283794e-05
2:Del:R:1	0.0030892425740603356	0.0059250678401440385	0.0030409904778935016	0.0013707960810279475
2:Del:R:2	0.00014289140526670962	0.0002481952988091507	0.0014615336374845355	0.0008655597514007241
2:Del:R:3	0.005463198374491185	0.03914434700272977	0.002013698301743716	0.0018373102357145399
2:Del:R:4	4.686723346480903e-05	2.1320064637997404e-05	0.0009922673866839204	3.061407038984498e-08
2:Del:R:5	0.00011637197279874556	0.0005600715007176404	3.8601450569331065e-08	7.633966170317308e-08
3:Del:R:0	0.003932514414191246	0.0024756031314609574	0.0010108639631653204	0.00028053371352143586
3:Del:R:1	0.00034275046491529795	0.004380776872858405	0.00463546949904412	0.004775955341756344
3:Del:R:2	0.0008211929904064164	0.0012909067816508468	0.0010656354890670628	1.850233238656074e-05
3:Del:R:3	1.9954051548864983e-07	0.00015075780247570948	0.00011425216740637011	0.00045948089162841657
3:Del:R:4	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
3:Del:R:5	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
4:Del:R:0	0.0027471166080346165	0.0012725211811812187	6.394476862965348e-05	8.192961331587867e-09
4:Del:R:1	0.0004234524500134285	0.0036737364949658512	0.0021392021561041476	0.0009447953780181706
4:Del:R:2	0.0005039578667492606	0.0005501938335697787	3.0149788443623037e-09	2.4611244482386496e-06
4:Del:R:3	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
4:Del:R:4	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
4:Del:R:5	0.00015871832370351058	1.1609816169766418e-05	4.927429895218438e-08	4.910573672134433e-08
5:Del:R:0	0.19538889080286026	0.024586011236533523	0.0021315494494047018	0.006462774332612753
5:Del:R:1	0.00023283364134840667	0.0007492141194234136	0.0025795695022679866	0.0
5:Del:R:2	5.573348242347009e-05	0.0003336593887070194	0.0003865426611426415	1.0633709912610811e-08
5:Del:R:3	5.188805866112034e-05	5.4725862801774384e-05	1.9348534205931855e-07	1.3574249670966765e-07
5:Del:R:4	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
5:Del:R:5	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
2:Ins:R:0	0.0007557109704066534	0.0005183913863206158	0.0007820649771019816	0.00011804140813183039
2:Ins:R:1	0.001213072781683877	0.0012389055802486837	0.0005898230214370414	4.084574456442169e-09
2:Ins:R:2	7.892382564200773e-05	0.0015740658389404416	0.0007221917978654346	1.385095147412585e-05
2:Ins:R:3	1.0002035111256191e-08	0.0005149380318471231	5.9718705920985823e-05	0.00035251344915430136
2:Ins:R:4	0.0005901392873056466	0.0008835690721753053	0.0012940845103003086	0.003237820928916335
2:Ins:R:5	0.0	0.0016000785952201113	0.011553262500092388	0.020165862701833247
3:Ins:R:0	4.610788970538238e-05	0.0003224728530767607	0.00022591421111428645	0.0003039026130863931
3:Ins:R:1	0.00030501817745971495	0.00016718482656870038	0.0010956796730170026	0.0
3:Ins:R:2	3.4944293161576215e-05	9.355938659894037e-06	0.0003996635197559328	0.00030167073858287095
3:Ins:R:3	2.0778593246006948e-08	0.0002888786547188715	5.225270971465079e-08	3.2360049571167336e-05
3:Ins:R:4	0.00015833169200973884	9.38747424505948e-05	0.00019165553101849753	2.2642646868575866e-08
3:Ins:R:5	0.0002659261619555764	2.9468095840456952e-05	0.0010964973247610033	0.00048382547029177656
4:Ins:R:0	7.629319551014647e-05	0.00028063564712397235	3.737335774189887e-09	0.00019724685617354963
4:Ins:R:1	0.0001272632787731709	0.0020942567978636363	0.0009721051961463445	0.0009136598284143815
4:Ins:R:2	8.40412697655779e-08	1.4341920095972682e-07	1.830207651210003e-07	0.00018816034747430875
4:Ins:R:3	2.748193963952872e-07	4.2044870554036604e-07	3.5984894282137246e-07	2.374948323335957e-07
4:Ins:R:4	6.115449464765277e-05	0.00010236904957139359	0.0003631176812632475	0.00043765405451097196
4:Ins:R:5	0.00024829689573380165	0.0	0.001566408626968041	0.0014680131687782704
5:Ins:R:0	5.568294909608085e-08	0.00010723959727414467	1.417226648925407e-07	0.00018823107311476405
5:Ins:R:1	0.004133605276001618	0.0010785297465417897	0.00022363982716342435	0.0017615668359212578
5:Ins:R:2	6.155030543766315e-05	2.607220572761193e-05	7.717084627909543e-05	0.00031054262976155657
5:Ins:R:3	0.000158970140847714	6.295445871273842e-08	7.546132074764956e-09	0.0001291004351024583
5:Ins:R:4	0.0001539806203027183	0.00039886433227991346	0.00031566981874409095	0.0004515868398968337
5:Ins:R:5	0.00018363981221796165	0.00010181979014305398	0.0002447958569973707	2.0393031263665763e-09
2:Del:M:1	0.0021111992187798022	0.0018722237437032163	0.0	0.0006684116885645963
3:Del:M:1	0.0031498089316301047	0.0022922118310816585	0.0008678695478010923	0.0004634778611944057
3:Del:M:2	0.002330142492428422	0.0028227709990460426	0.0010549770668148994	0.001902607607189566
4:Del:M:1	0.002541477041086182	0.0018596550246002153	0.0005759700303315185	0.0004252520782756619
4:Del:M:2	0.00027660421656037213	0.0025021305307745935	0.00034119336330320495	8.296579778743763e-09
4:Del:M:3	0.0005256725795334205	0.0022759844665415584	0.0006155241600936279	0.00019438293275015895
5:Del:M:1	0.10179582620039582	0.0376397242071107	0.004151723254472018	0.011530671454966068
5:Del:M:2	0.2003595858812332	0.015812769865669908	0.0004344772489275783	0.00043041635653935374
5:Del:M:3	0.01716927617380861	0.004090700973756611	0.0015913937876233825	0.001584180968347937
5:Del:M:4	0.008254603005480022	0.0023618223989615218	0.0012696549558313564	0.00042212548942615057
5:Del:M:5	0.005358670488931239	0.0034641104051843286	0.0008155200863257051	0.0011590979840548244
