MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.51E-03	2.62E-03	1.98E-03	1.23E-03
1:Del:C:1	1.34E-03	1.40E-03	0.00E+00	4.63E-04
1:Del:C:2	2.84E-04	3.35E-04	1.90E-04	1.05E-04
1:Del:C:3	3.14E-04	6.35E-04	2.94E-04	1.77E-04
1:Del:C:4	1.28E-04	4.96E-04	3.87E-04	1.12E-04
1:Del:C:5	5.67E-03	0.00E+00	1.27E-03	3.54E-04
1:Del:T:0	1.19E-03	1.58E-03	8.77E-04	3.43E-04
1:Del:T:1	4.74E-04	3.20E-04	4.17E-04	2.05E-05
1:Del:T:2	3.70E-04	1.37E-03	8.15E-04	6.84E-04
1:Del:T:3	4.02E-04	1.91E-03	1.17E-03	4.19E-04
1:Del:T:4	3.29E-04	1.39E-03	1.23E-03	4.65E-04
1:Del:T:5	7.24E-08	1.94E-07	3.26E-03	3.98E-08
1:Ins:C:0	2.31E-04	3.53E-04	1.89E-04	3.62E-09
1:Ins:C:1	1.33E-04	1.84E-04	8.05E-05	8.56E-09
1:Ins:C:2	2.86E-02	4.09E-02	3.56E-03	2.48E-03
1:Ins:C:3	5.14E-04	1.10E-03	3.18E-04	3.68E-04
1:Ins:C:4	3.89E-05	4.86E-05	2.51E-04	1.28E-04
1:Ins:C:5	3.55E-04	4.23E-04	5.39E-04	8.05E-04
1:Ins:T:0	2.45E-04	5.72E-04	2.38E-04	2.45E-04
1:Ins:T:1	2.58E-04	3.50E-04	1.07E-04	3.95E-05
1:Ins:T:2	1.40E-04	1.63E-04	1.90E-04	1.15E-04
1:Ins:T:3	8.19E-05	2.32E-04	1.51E-04	2.18E-04
1:Ins:T:4	2.14E-05	1.47E-04	3.20E-04	6.02E-04
1:Ins:T:5	2.40E-07	1.17E-07	1.91E-08	3.44E-03
2:Del:R:0	4.69E-04	6.23E-04	2.44E-04	3.97E-05
2:Del:R:1	4.63E-04	4.49E-04	3.65E-04	2.26E-04
2:Del:R:2	4.94E-05	1.02E-04	1.33E-04	1.46E-04
2:Del:R:3	3.59E-03	5.77E-03	4.96E-04	4.86E-04
2:Del:R:4	2.84E-05	2.09E-05	1.77E-04	2.37E-08
2:Del:R:5	6.74E-05	9.37E-05	1.62E-08	2.67E-08
3:Del:R:0	7.33E-04	9.98E-04	2.33E-04	9.90E-05
3:Del:R:1	2.04E-04	3.79E-04	4.31E-04	3.71E-04
3:Del:R:2	1.70E-04	2.29E-04	2.27E-04	1.85E-05
3:Del:R:3	1.50E-07	7.82E-05	6.10E-05	1.12E-04
3:Del:R:4	3.90E-09	8.75E-09	1.63E-09	2.29E-09
3:Del:R:5	3.90E-09	8.75E-09	1.63E-09	2.29E-09
4:Del:R:0	4.85E-04	5.80E-04	4.24E-05	6.33E-09
4:Del:R:1	1.09E-04	3.75E-04	1.74E-04	1.81E-04
4:Del:R:2	7.69E-05	1.44E-04	3.01E-09	2.45E-06
4:Del:R:3	3.90E-09	8.75E-09	1.63E-09	2.29E-09
4:Del:R:4	3.90E-09	8.75E-09	1.63E-09	2.29E-09
4:Del:R:5	3.70E-05	1.14E-05	3.59E-08	2.22E-08
5:Del:R:0	8.17E-03	1.39E-02	6.66E-04	1.18E-03
5:Del:R:1	9.20E-05	1.54E-04	2.79E-04	0.00E+00
5:Del:R:2	2.94E-05	8.30E-05	1.52E-04	5.86E-09
5:Del:R:3	4.12E-05	2.98E-05	5.58E-08	3.32E-08
5:Del:R:4	3.90E-09	8.75E-09	1.63E-09	2.29E-09
5:Del:R:5	3.90E-09	8.75E-09	1.63E-09	2.29E-09
2:Ins:R:0	1.92E-04	1.37E-04	1.86E-04	8.46E-05
2:Ins:R:1	1.79E-04	4.06E-04	1.46E-04	4.08E-09
2:Ins:R:2	4.74E-05	2.19E-04	2.17E-04	1.38E-05
2:Ins:R:3	7.10E-09	9.55E-05	5.08E-05	8.33E-05
2:Ins:R:4	2.29E-04	2.50E-04	2.05E-04	2.05E-04
2:Ins:R:5	0.00E+00	4.25E-04	7.04E-04	6.63E-04
3:Ins:R:0	1.95E-05	1.09E-04	6.89E-05	1.23E-04
3:Ins:R:1	9.13E-05	6.62E-05	2.23E-04	0.00E+00
3:Ins:R:2	2.12E-05	8.63E-06	9.43E-05	7.63E-05
3:Ins:R:3	6.46E-09	5.83E-05	7.30E-09	3.10E-05
3:Ins:R:4	6.67E-05	4.61E-05	5.22E-05	1.03E-08
3:Ins:R:5	7.28E-05	2.94E-05	1.16E-04	1.22E-04
4:Ins:R:0	4.18E-05	6.35E-05	3.74E-09	7.39E-05
4:Ins:R:1	5.18E-05	3.74E-04	2.80E-04	1.93E-04
4:Ins:R:2	4.18E-08	5.94E-08	3.98E-08	5.62E-05
4:Ins:R:3	3.90E-09	8.75E-09	1.63E-09	2.29E-09
4:Ins:R:4	4.57E-05	5.96E-05	9.03E-05	1.29E-04
4:Ins:R:5	5.74E-05	0.00E+00	1.80E-04	1.38E-04
5:Ins:R:0	3.71E-08	4.90E-05	3.95E-08	8.00E-05
5:Ins:R:1	4.24E-04	5.87E-04	7.96E-05	3.20E-04
5:Ins:R:2	3.71E-05	2.59E-05	6.19E-05	1.29E-04
5:Ins:R:3	3.36E-05	3.29E-08	4.24E-09	5.27E-05
5:Ins:R:4	4.63E-05	1.23E-04	1.07E-04	1.33E-04
5:Ins:R:5	5.90E-05	4.62E-05	4.07E-05	2.04E-09
2:Del:M:1	2.23E-04	2.11E-04	0.00E+00	2.06E-04
3:Del:M:1	4.31E-04	5.79E-04	1.72E-04	1.03E-04
3:Del:M:2	5.15E-04	4.44E-04	2.18E-04	1.54E-04
4:Del:M:1	4.14E-04	6.44E-04	1.45E-04	1.23E-04
4:Del:M:2	1.25E-04	2.30E-04	1.06E-04	5.64E-09
4:Del:M:3	1.30E-04	1.72E-04	9.40E-05	7.28E-05
5:Del:M:1	1.34E-02	1.73E-02	6.70E-04	1.57E-03
5:Del:M:2	3.91E-03	7.28E-03	4.16E-04	2.19E-04
5:Del:M:3	2.44E-03	2.70E-03	3.23E-04	3.37E-04
5:Del:M:4	1.21E-03	1.43E-03	1.99E-04	1.56E-04
5:Del:M:5	5.70E-04	9.04E-04	2.17E-04	3.47E-04
