NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	84.049	36.178	25.539	25.289	0.24	0.946	20000.0
2	82.065	34.43	20.852	21.633	0.231	0.96	20000.0
3	82.326	34.381	20.977	21.47	0.224	0.961	30000.0
4	80.846	34.196	20.427	21.392	0.225	0.959	20000.0
5	85.391	36.891	25.53	25.893	0.242	0.944	30000.0
6	85.078	36.67	26.291	26.259	0.238	0.943	20000.0
7	88.673	36.117	25.824	24.62	0.225	0.956	20000.0
8	81.744	33.955	20.603	20.92	0.222	0.963	30000.0
9	79.993	33.152	20.315	20.77	0.217	0.963	30000.0
10	84.801	36.027	25.841	25.318	0.236	0.95	30000.0
