NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.336	20.774	11.655	11.766	0.125	0.989	60000.0
2	47.137	20.392	10.934	11.245	0.13	0.989	30000.0
3	46.641	20.752	10.926	11.721	0.128	0.989	40000.0
4	47.39	20.358	11.083	11.275	0.128	0.99	30000.0
5	47.841	20.549	11.315	11.304	0.125	0.991	30000.0
6	46.943	20.352	10.987	11.339	0.125	0.99	80000.0
7	47.981	20.944	11.277	11.835	0.128	0.99	50000.0
8	46.966	20.079	11.01	11.214	0.13	0.99	40000.0
9	49.488	21.744	11.93	12.704	0.131	0.988	40000.0
10	47.157	20.463	11.097	11.405	0.125	0.99	30000.0
