MutationType	ID83A	ID83B	ID83C
1:Del:C:0	9.65E-04	0.00E+00	1.07E-03
1:Del:C:1	6.50E-04	4.50E-05	2.52E-04
1:Del:C:2	9.41E-05	5.52E-09	7.48E-09
1:Del:C:3	3.21E-04	1.37E-04	1.40E-04
1:Del:C:4	1.70E-04	1.30E-04	1.17E-04
1:Del:C:5	1.97E-04	1.95E-04	5.62E-05
1:Del:T:0	9.51E-04	3.22E-04	4.54E-04
1:Del:T:1	3.83E-04	1.46E-04	2.22E-04
1:Del:T:2	7.59E-04	4.56E-05	2.44E-04
1:Del:T:3	8.25E-04	2.63E-04	8.92E-04
1:Del:T:4	6.31E-04	4.50E-04	5.59E-04
1:Del:T:5	1.67E-03	1.84E-03	4.24E-04
1:Ins:C:0	1.03E-04	7.27E-05	0.00E+00
1:Ins:C:1	6.00E-05	4.88E-05	6.15E-05
1:Ins:C:2	8.93E-05	5.10E-05	2.50E-09
1:Ins:C:3	4.16E-09	7.09E-05	5.22E-09
1:Ins:C:4	6.94E-05	1.05E-04	2.34E-05
1:Ins:C:5	2.43E-04	3.44E-04	2.20E-04
1:Ins:T:0	3.19E-04	1.64E-04	0.00E+00
1:Ins:T:1	1.25E-04	7.47E-06	7.40E-05
1:Ins:T:2	1.56E-04	3.41E-08	3.33E-08
1:Ins:T:3	1.28E-04	7.17E-05	6.32E-05
1:Ins:T:4	1.61E-04	1.61E-04	2.42E-04
1:Ins:T:5	1.68E-03	3.69E-03	3.91E-08
2:Del:R:0	1.31E-04	1.20E-04	1.01E-04
2:Del:R:1	1.91E-04	1.12E-04	1.49E-04
2:Del:R:2	1.40E-04	1.31E-04	6.70E-05
2:Del:R:3	4.10E-05	4.85E-05	4.27E-05
2:Del:R:4	1.79E-05	2.60E-08	1.50E-05
2:Del:R:5	4.39E-08	9.78E-05	1.59E-03
3:Del:R:0	1.36E-04	6.03E-09	7.87E-05
3:Del:R:1	1.02E-04	2.09E-04	0.00E+00
3:Del:R:2	9.66E-05	4.19E-05	7.22E-05
3:Del:R:3	3.83E-05	7.29E-05	2.88E-09
3:Del:R:4	1.16E-09	1.24E-09	1.40E-09
3:Del:R:5	9.01E-06	1.35E-05	2.80E-08
4:Del:R:0	9.44E-05	3.09E-07	7.79E-09
4:Del:R:1	2.15E-04	1.25E-04	7.84E-05
4:Del:R:2	3.09E-04	7.41E-04	5.46E-04
4:Del:R:3	1.16E-09	1.24E-09	1.40E-09
4:Del:R:4	4.07E-08	1.71E-05	3.00E-08
4:Del:R:5	2.53E-08	2.05E-08	4.24E-03
5:Del:R:0	6.43E-04	4.60E-04	9.40E-05
5:Del:R:1	5.37E-05	6.72E-05	0.00E+00
5:Del:R:2	6.43E-05	5.80E-05	1.64E-05
5:Del:R:3	1.10E-05	4.23E-05	3.51E-04
5:Del:R:4	2.31E-05	2.55E-08	2.56E-08
5:Del:R:5	2.30E-05	1.48E-05	3.70E-05
2:Ins:R:0	1.04E-04	9.87E-05	7.14E-05
2:Ins:R:1	1.00E-04	2.10E-08	1.35E-05
2:Ins:R:2	7.63E-05	7.76E-05	9.29E-05
2:Ins:R:3	4.34E-06	5.00E-05	6.08E-05
2:Ins:R:4	2.20E-03	2.73E-03	3.62E-03
2:Ins:R:5	2.03E-04	2.50E-04	0.00E+00
3:Ins:R:0	5.13E-05	2.03E-08	3.79E-05
3:Ins:R:1	6.61E-05	8.85E-05	0.00E+00
3:Ins:R:2	3.85E-05	1.43E-05	1.96E-08
3:Ins:R:3	1.20E-05	1.98E-08	3.54E-05
3:Ins:R:4	2.95E-05	2.21E-05	3.36E-05
3:Ins:R:5	4.36E-05	7.00E-05	1.36E-04
4:Ins:R:0	1.68E-05	5.55E-09	4.91E-05
4:Ins:R:1	6.02E-04	9.22E-04	1.15E-03
4:Ins:R:2	8.52E-09	1.58E-05	3.66E-05
4:Ins:R:3	2.85E-06	9.88E-05	3.14E-04
4:Ins:R:4	1.46E-04	2.15E-04	4.76E-04
4:Ins:R:5	8.27E-05	8.08E-05	1.42E-09
5:Ins:R:0	2.54E-05	1.29E-08	3.73E-09
5:Ins:R:1	2.73E-04	1.46E-04	1.41E-04
5:Ins:R:2	4.26E-08	1.10E-05	2.26E-08
5:Ins:R:3	3.80E-05	3.50E-05	6.98E-09
5:Ins:R:4	2.77E-05	1.76E-05	2.62E-05
5:Ins:R:5	2.93E-05	1.81E-08	2.01E-08
2:Del:M:1	1.19E-04	5.54E-05	5.46E-05
3:Del:M:1	1.82E-04	1.17E-08	9.35E-05
3:Del:M:2	8.23E-05	1.15E-04	3.78E-05
4:Del:M:1	9.77E-05	1.18E-04	4.05E-09
4:Del:M:2	9.21E-05	8.29E-05	6.95E-05
4:Del:M:3	1.18E-04	1.19E-04	3.64E-05
5:Del:M:1	5.18E-04	5.70E-04	2.29E-04
5:Del:M:2	5.92E-04	5.45E-04	6.24E-04
5:Del:M:3	3.31E-04	1.76E-04	1.42E-04
5:Del:M:4	1.99E-04	4.59E-05	1.15E-06
5:Del:M:5	2.73E-04	1.36E-04	2.85E-04
