MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.20E-02	1.08E-03	9.72E-04	2.75E-03	9.70E-04
1:Del:C:1	4.74E-03	5.49E-04	0.00E+00	2.92E-03	8.89E-04
1:Del:C:2	3.39E-04	1.46E-08	7.86E-09	6.75E-04	1.82E-04
1:Del:C:3	5.11E-04	0.00E+00	3.10E-04	7.61E-04	3.02E-04
1:Del:C:4	8.67E-04	3.50E-07	5.09E-04	5.44E-04	3.11E-04
1:Del:C:5	1.53E-04	1.00E-04	8.24E-04	7.74E-04	3.83E-04
1:Del:T:0	4.57E-03	5.39E-04	8.67E-04	5.16E-03	4.34E-04
1:Del:T:1	3.70E-03	1.29E-04	3.32E-04	6.84E-04	2.45E-04
1:Del:T:2	7.45E-03	9.57E-04	4.23E-04	0.00E+00	6.53E-04
1:Del:T:3	7.94E-03	1.84E-04	1.05E-03	1.29E-03	3.25E-04
1:Del:T:4	6.99E-03	0.00E+00	1.10E-03	7.58E-04	1.16E-03
1:Del:T:5	4.34E-07	2.71E-03	1.05E-02	7.86E-07	2.25E-07
1:Ins:C:0	1.78E-04	7.31E-09	4.44E-05	4.30E-04	1.37E-04
1:Ins:C:1	3.65E-04	5.91E-05	3.33E-08	5.24E-04	1.89E-08
1:Ins:C:2	1.97E-04	2.39E-05	7.37E-05	2.60E-04	3.04E-05
1:Ins:C:3	5.93E-09	1.01E-04	3.92E-05	1.31E-04	4.19E-05
1:Ins:C:4	1.40E-46	3.05E-04	2.78E-04	3.33E-04	1.80E-03
1:Ins:C:5	2.31E-04	5.25E-03	7.49E-04	3.91E-07	2.10E-07
1:Ins:T:0	1.19E-03	2.76E-04	3.00E-04	1.84E-04	1.68E-04
1:Ins:T:1	3.42E-04	1.65E-04	1.44E-04	7.76E-04	1.40E-04
1:Ins:T:2	2.67E-04	9.19E-04	5.45E-08	2.02E-03	4.91E-02
1:Ins:T:3	2.58E-04	1.58E-04	2.66E-04	7.65E-04	3.52E-04
1:Ins:T:4	1.57E-04	4.72E-04	3.83E-04	3.10E-03	1.39E-03
1:Ins:T:5	1.29E-03	4.17E-03	1.30E-02	1.30E-01	6.17E-02
2:Del:R:0	6.53E-04	2.10E-04	0.00E+00	1.41E-03	2.10E-04
2:Del:R:1	7.68E-04	3.20E-04	2.78E-04	1.56E-03	1.62E-04
2:Del:R:2	2.01E-04	4.17E-06	1.92E-04	1.48E-04	1.69E-05
2:Del:R:3	2.57E-04	8.79E-05	2.01E-04	7.75E-05	5.17E-05
2:Del:R:4	3.05E-05	3.71E-08	1.05E-04	7.67E-05	3.80E-08
2:Del:R:5	4.99E-05	1.26E-08	4.16E-05	9.95E-05	2.31E-04
3:Del:R:0	6.28E-04	1.14E-04	1.85E-04	1.71E-03	2.19E-04
3:Del:R:1	6.29E-04	1.98E-04	4.45E-04	7.29E-04	3.26E-04
3:Del:R:2	4.09E-04	1.48E-04	3.29E-04	1.47E-04	8.32E-09
3:Del:R:3	5.55E-05	7.99E-05	5.90E-05	1.48E-04	1.74E-04
3:Del:R:4	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
3:Del:R:5	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
4:Del:R:0	4.76E-04	7.68E-09	3.70E-08	6.77E-04	1.62E-04
4:Del:R:1	4.56E-04	3.85E-04	2.35E-04	1.00E-03	1.21E-02
4:Del:R:2	1.13E-04	3.54E-08	3.57E-05	3.01E-08	4.34E-08
4:Del:R:3	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
4:Del:R:4	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
4:Del:R:5	7.19E-08	5.23E-08	7.97E-05	5.17E-08	6.46E-08
5:Del:R:0	1.89E-02	6.09E-04	3.81E-04	3.76E-02	1.27E-03
5:Del:R:1	5.61E-05	1.22E-04	2.34E-04	2.19E-04	9.51E-05
5:Del:R:2	1.06E-04	5.33E-09	1.78E-04	1.42E-04	7.78E-05
5:Del:R:3	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
5:Del:R:4	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
5:Del:R:5	3.75E-05	3.27E-09	1.11E-08	8.10E-05	1.31E-08
2:Ins:R:0	2.70E-04	9.17E-05	0.00E+00	5.34E-04	5.14E-05
2:Ins:R:1	2.32E-04	2.27E-07	7.86E-07	1.97E-04	2.19E-08
2:Ins:R:2	1.15E-04	1.48E-04	1.78E-04	7.54E-05	1.92E-08
2:Ins:R:3	5.98E-05	2.46E-08	2.06E-04	8.36E-07	1.68E-04
2:Ins:R:4	7.47E-05	1.38E-04	2.40E-04	4.92E-04	1.87E-04
2:Ins:R:5	2.86E-09	5.49E-09	4.21E-04	2.98E-03	1.60E-03
3:Ins:R:0	1.03E-04	0.00E+00	1.16E-04	1.00E-04	2.47E-04
3:Ins:R:1	1.36E-04	7.06E-05	2.17E-04	2.27E-04	1.88E-04
3:Ins:R:2	7.04E-05	1.51E-04	1.31E-07	3.85E-05	5.58E-08
3:Ins:R:3	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
3:Ins:R:4	6.73E-08	5.20E-08	2.55E-08	6.30E-08	7.59E-05
3:Ins:R:5	1.03E-09	1.32E-04	2.61E-04	2.38E-04	2.28E-09
4:Ins:R:0	1.02E-07	5.11E-08	4.41E-08	7.63E-05	3.77E-05
4:Ins:R:1	1.89E-04	1.24E-04	1.61E-04	2.44E-04	7.68E-05
4:Ins:R:2	1.74E-08	2.95E-09	4.85E-09	3.75E-08	1.45E-08
4:Ins:R:3	2.29E-05	7.74E-05	2.80E-08	4.90E-05	4.37E-05
4:Ins:R:4	5.65E-05	8.52E-05	3.13E-09	8.42E-05	4.61E-05
4:Ins:R:5	8.33E-05	1.36E-04	3.23E-04	2.51E-04	8.50E-05
5:Ins:R:0	3.11E-05	5.28E-08	1.11E-04	5.31E-08	3.47E-08
5:Ins:R:1	8.95E-04	3.50E-05	1.72E-04	2.21E-03	2.22E-04
5:Ins:R:2	5.01E-05	2.28E-09	7.06E-05	9.25E-05	2.33E-05
5:Ins:R:3	6.91E-08	5.21E-08	4.79E-05	7.36E-08	4.51E-08
5:Ins:R:4	6.19E-08	5.55E-08	1.71E-05	5.07E-05	7.62E-05
5:Ins:R:5	3.97E-08	8.95E-08	1.19E-04	2.53E-05	3.98E-08
2:Del:M:1	5.10E-04	2.55E-04	2.22E-04	7.71E-04	1.65E-04
3:Del:M:1	8.66E-04	2.74E-04	1.62E-05	1.66E-03	0.00E+00
3:Del:M:2	3.11E-04	2.35E-04	3.07E-04	8.40E-04	3.76E-04
4:Del:M:1	5.70E-04	1.48E-04	2.45E-04	1.33E-03	0.00E+00
4:Del:M:2	3.66E-04	0.00E+00	1.15E-04	3.06E-04	1.01E-04
4:Del:M:3	2.72E-04	0.00E+00	2.27E-04	4.50E-04	6.62E-05
5:Del:M:1	2.09E-02	8.38E-04	2.64E-08	4.38E-02	2.65E-03
5:Del:M:2	9.90E-03	4.69E-04	1.67E-04	2.00E-02	1.89E-05
5:Del:M:3	3.62E-03	2.47E-04	7.27E-05	7.35E-03	4.36E-04
5:Del:M:4	1.29E-03	1.56E-04	1.36E-04	1.84E-03	1.54E-04
5:Del:M:5	7.03E-04	0.00E+00	3.03E-04	1.18E-03	2.23E-04
