Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	112	13	17	7	54	28	25	33
V2	59	105	3	19	0	0	0	1
V3	62	0	170	41	0	0	5	4
V4	25	0	4	143	0	0	64	0
V5	104	102	37	72	10	0	7	0
V6	87	13	11	49	27	118	38	24
V7	0	1	74	45	7	0	69	0
V8	7	194	9	28	46	31	3	0
V9	61	50	11	30	28	0	34	109
V10	82	8	63	281	7	0	132	43
V11	0	0	7	7	20	26	9	1
V12	27	0	30	6	19	0	9	58
V13	147	1	35	61	29	0	37	8
V14	12	66	2	5	7	2	4	0
V15	0	32	22	0	176	57	9	5
V16	0	46	84	288	2	132	75	0
V17	18	10	1	0	71	154	7	18
V18	129	54	18	2	16	269	6	115
V19	13	103	62	0	15	109	1	33
V20	83	8	186	0	57	21	4	89
V21	0	201	39	72	13	13	0	9
V22	0	36	7	6	110	9	2	84
V23	0	1	77	34	46	0	43	12
V24	5	0	48	121	3	34	4	19
V25	12	2	69	2	40	174	9	43
V26	15	4	129	3	0	0	18	34
V27	128	17	65	4	34	77	2	37
V28	8	2	0	17	3	24	56	5
V29	41	4	18	4	0	1	11	9
V30	179	46	0	47	0	0	24	25
V31	0	39	11	170	7	70	42	5
V32	19	2	5	0	15	30	1	0
V33	14	54	193	7	72	4	3	57
V34	7	67	456	9	222	0	20	0
V35	4	53	6	12	23	104	5	0
V36	0	85	9	4	56	0	0	23
V37	179	218	12	8	30	62	13	41
V38	1	1	0	18	23	3	12	38
V39	51	30	13	0	0	24	1	46
V40	0	25	51	67	5	0	23	7
V41	8	0	60	331	35	15	95	59
V42	217	3	13	39	1	20	0	0
V43	0	17	1	30	2	0	46	0
V44	49	6	26	5	4	120	11	0
V45	0	1	0	3	29	15	1	3
V46	0	3	10	26	49	8	4	24
V47	37	0	26	5	21	0	0	16
V48	337	58	34	84	0	3	163	37
V49	7	371	31	25	31	0	29	10
V50	69	58	74	17	12	13	51	3
V51	124	1	2	37	37	52	32	40
V52	41	28	10	0	11	0	0	4
V53	0	0	181	22	19	39	93	0
V54	0	41	44	47	72	145	151	22
V55	294	5	21	2	55	72	6	44
V56	0	99	184	0	4	29	2	14
V57	0	1	83	10	25	9	0	7
V58	22	300	1	6	4	0	0	0
V59	10	8	0	2	0	1	2	18
V60	24	9	1	0	3	0	2	5
V61	261	22	0	0	0	24	3	0
V62	13	14	55	0	33	21	0	12
V63	104	41	72	8	0	0	18	19
V64	200	12	6	3	0	4	3	62
V65	46	7	3	1	158	0	0	80
V66	6	46	15	1	13	74	0	0
V67	13	39	36	3	22	15	0	118
V68	0	256	4	0	0	25	0	2
V69	60	4	7	57	10	0	6	9
V70	51	39	44	22	0	12	0	21
V71	26	47	0	35	22	0	46	0
V72	84	33	0	0	2	5	0	0
V73	3	9	24	3	101	0	0	8
V74	28	22	59	0	107	8	1	24
V75	91	246	53	51	72	5	10	5
V76	0	15	14	13	1	0	14	2
V77	161	0	16	3	0	0	34	38
V78	51	8	176	24	18	23	2	9
V79	5	1	103	86	0	19	125	0
V80	25	16	131	39	43	12	1	12
V81	0	13	33	0	4	7	2	24
V82	0	117	30	381	6	188	125	16
V83	11	29	18	0	36	0	0	6
V84	9	35	86	0	99	0	0	0
V85	2	29	4	6	15	10	7	8
V86	14	16	7	2	7	0	0	4
V87	0	69	63	21	134	47	18	26
V88	0	16	0	0	94	10	1	14
V89	0	27	1	75	0	0	14	0
V90	100	14	8	66	0	44	39	47
V91	0	0	15	36	18	0	47	0
V92	98	54	123	7	0	0	26	22
V93	0	18	4	34	206	0	3	37
V94	259	139	41	0	0	17	0	25
V95	0	52	14	3	7	4	0	8
V96	2	97	0	8	0	0	21	2
V97	0	6	1	2	64	5	4	17
V98	281	65	20	0	79	91	2	123
V99	29	186	33	19	104	13	26	0
V100	0	137	6	148	15	232	74	28
