MutationType	ID83A	ID83B
1:Del:C:0	3.87E-03	4.34E-04
1:Del:C:1	1.17E-03	1.63E-04
1:Del:C:2	1.90E-04	6.99E-05
1:Del:C:3	1.46E-04	1.36E-04
1:Del:C:4	2.18E-04	1.17E-04
1:Del:C:5	3.01E-04	3.81E-04
1:Del:T:0	8.87E-04	1.96E-04
1:Del:T:1	4.83E-04	9.57E-05
1:Del:T:2	6.20E-04	4.61E-04
1:Del:T:3	6.24E-04	7.37E-04
1:Del:T:4	5.17E-04	1.52E-03
1:Del:T:5	1.97E-02	2.46E-02
1:Ins:C:0	1.13E-04	9.49E-06
1:Ins:C:1	6.35E-05	2.29E-05
1:Ins:C:2	4.49E-05	7.58E-06
1:Ins:C:3	1.18E-03	4.04E-04
1:Ins:C:4	6.54E-05	1.18E-04
1:Ins:C:5	2.73E-04	2.23E-04
1:Ins:T:0	1.81E-04	1.21E-04
1:Ins:T:1	1.32E-04	2.88E-05
1:Ins:T:2	1.06E-04	1.65E-05
1:Ins:T:3	9.65E-05	9.08E-05
1:Ins:T:4	1.04E-04	2.04E-04
1:Ins:T:5	2.80E-03	1.11E-02
2:Del:R:0	2.68E-04	7.25E-05
2:Del:R:1	1.91E-04	2.50E-04
2:Del:R:2	8.44E-05	8.09E-05
2:Del:R:3	2.79E-05	1.36E-05
2:Del:R:4	5.10E-05	1.57E-03
2:Del:R:5	3.96E-05	1.16E-09
3:Del:R:0	1.58E-04	6.11E-05
3:Del:R:1	2.70E-04	1.89E-04
3:Del:R:2	6.51E-05	7.87E-05
3:Del:R:3	2.82E-05	2.59E-05
3:Del:R:4	3.11E-09	7.13E-09
3:Del:R:5	3.11E-09	7.13E-09
4:Del:R:0	1.60E-04	7.92E-05
4:Del:R:1	8.93E-05	6.97E-05
4:Del:R:2	3.18E-05	9.44E-06
4:Del:R:3	1.73E-05	4.10E-08
4:Del:R:4	3.11E-09	7.13E-09
4:Del:R:5	2.30E-05	7.14E-06
5:Del:R:0	1.74E-03	4.38E-04
5:Del:R:1	8.99E-05	8.87E-05
5:Del:R:2	3.30E-05	4.21E-05
5:Del:R:3	3.11E-09	7.13E-09
5:Del:R:4	4.91E-05	3.38E-05
5:Del:R:5	1.70E-08	4.21E-03
2:Ins:R:0	1.06E-04	7.10E-05
2:Ins:R:1	4.33E-05	2.17E-05
2:Ins:R:2	7.75E-05	6.03E-05
2:Ins:R:3	5.70E-05	9.10E-05
2:Ins:R:4	6.49E-05	1.16E-04
2:Ins:R:5	3.41E-04	4.49E-04
3:Ins:R:0	4.51E-05	2.11E-09
3:Ins:R:1	8.77E-05	2.91E-05
3:Ins:R:2	4.09E-08	2.20E-05
3:Ins:R:3	4.34E-03	1.81E-03
3:Ins:R:4	2.86E-05	1.60E-09
3:Ins:R:5	8.62E-05	8.69E-05
4:Ins:R:0	7.01E-05	2.36E-05
4:Ins:R:1	8.25E-05	1.02E-04
4:Ins:R:2	1.31E-05	4.60E-05
4:Ins:R:3	7.48E-06	3.27E-05
4:Ins:R:4	1.43E-08	4.19E-05
4:Ins:R:5	1.10E-04	1.31E-04
5:Ins:R:0	4.39E-05	2.92E-08
5:Ins:R:1	2.09E-04	7.56E-05
5:Ins:R:2	3.11E-09	7.13E-09
5:Ins:R:3	2.36E-05	3.82E-05
5:Ins:R:4	2.82E-05	4.34E-08
5:Ins:R:5	2.83E-05	2.89E-08
2:Del:M:1	2.32E-04	1.28E-04
3:Del:M:1	2.19E-04	1.44E-04
3:Del:M:2	1.33E-04	6.67E-05
4:Del:M:1	3.28E-04	3.52E-04
4:Del:M:2	1.02E-04	4.77E-05
4:Del:M:3	1.35E-04	3.99E-05
5:Del:M:1	2.26E-03	8.25E-04
5:Del:M:2	9.61E-04	3.64E-04
5:Del:M:3	5.19E-04	2.16E-04
5:Del:M:4	4.95E-04	9.46E-03
5:Del:M:5	1.38E-04	1.34E-04
