NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	135.482	47.261	43.589	36.483	0.292	0.912	30000.0
2	134.413	46.353	43.165	35.997	0.282	0.914	40000.0
3	133.967	46.898	42.956	36.289	0.285	0.911	20000.0
4	137.823	49.236	43.905	37.52	0.307	0.895	30000.0
5	136.054	47.522	43.117	36.017	0.286	0.915	50000.0
6	131.644	45.798	42.547	35.349	0.279	0.918	20000.0
7	133.383	46.861	42.38	35.847	0.292	0.914	20000.0
8	136.602	47.663	43.799	36.702	0.292	0.91	40000.0
9	138.286	48.392	43.843	36.789	0.293	0.913	40000.0
10	137.278	49.299	43.338	37.075	0.313	0.897	30000.0
