Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	15	329	91	0	0	0	0	88	0	0	7	15	4
V2	260	4	10	2	0	0	5	7	0	14	5	0	0
V3	105	50	72	7	0	2	0	0	1	18	18	0	0
V4	272	0	184	26	54	19	0	0	29	0	17	37	0
V5	94	5	0	0	139	0	17	0	0	18	21	0	0
V6	11	0	2	21	71	22	54	13	0	0	7	0	0
V7	303	129	30	0	0	5	28	109	0	0	0	0	0
V8	65	142	8	0	0	0	0	27	26	3	0	7	1
V9	94	5	0	0	0	22	5	0	2	11	1	0	0
V10	83	129	0	21	108	18	11	89	0	0	1	0	26
V11	1	374	27	19	67	4	13	0	39	0	18	2	0
V12	328	100	184	154	45	8	20	0	7	69	0	3	0
V13	124	39	1	0	2	36	0	0	16	68	6	0	0
V14	12	4	21	38	54	4	0	0	0	0	10	6	6
V15	0	4	103	4	0	83	0	0	54	9	28	11	6
V16	0	90	50	16	132	37	10	0	0	0	22	21	0
V17	0	49	0	10	0	96	8	0	11	0	47	0	31
V18	0	183	24	6	71	75	34	53	0	13	0	10	0
V19	87	8	26	1	0	58	32	0	0	14	5	2	0
V20	18	68	55	41	299	51	103	0	41	18	31	0	0
V21	0	42	85	15	25	32	11	1	1	0	14	20	0
V22	65	9	6	0	0	10	0	0	0	0	5	14	0
V23	25	37	54	195	27	1	24	12	0	18	0	0	62
V24	33	254	0	135	0	48	0	5	12	31	66	0	3
V25	54	9	294	3	5	70	5	0	4	26	0	43	26
V26	3	63	18	99	16	4	0	17	0	6	0	0	0
V27	49	37	46	2	17	0	32	0	0	45	0	4	0
V28	0	45	11	9	0	214	0	0	0	0	0	14	0
V29	0	19	5	4	32	68	44	41	22	1	0	0	0
V30	129	18	359	13	0	4	0	0	0	19	0	49	0
V31	37	62	0	0	0	18	0	48	44	27	0	0	0
V32	5	11	12	0	0	15	22	0	10	0	1	0	0
V33	0	1	7	0	0	54	0	0	0	0	0	1	0
V34	36	27	33	54	0	15	0	0	4	10	33	0	0
V35	0	33	50	63	51	0	6	4	0	0	0	24	0
V36	32	0	16	1	0	4	0	0	3	0	4	1	0
V37	566	27	26	110	2	47	9	45	0	112	0	2	0
V38	0	20	0	8	0	13	1	0	8	19	0	1	2
V39	0	0	6	0	28	15	22	0	0	1	3	1	1
V40	24	8	0	3	48	2	29	0	7	0	0	2	0
V41	64	39	0	8	7	21	54	0	0	0	0	2	0
V42	6	13	16	0	100	7	0	17	0	7	0	3	8
V43	0	0	0	44	21	0	5	0	15	0	0	4	6
V44	45	7	0	0	31	7	40	3	0	0	4	1	1
V45	10	41	15	0	81	11	32	0	0	0	3	6	0
V46	2	0	21	0	26	2	78	4	0	9	0	1	0
V47	608	0	98	24	0	2	0	0	0	38	5	7	0
V48	0	31	18	0	0	29	0	0	95	5	0	0	10
V49	18	183	51	73	90	13	41	0	0	0	11	11	4
V50	119	205	0	15	0	0	0	14	0	4	0	2	15
V51	29	50	48	18	0	11	27	0	22	2	0	20	11
V52	9	221	0	5	0	25	0	50	0	3	0	2	0
