Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V53	7	3	45	13	0	0	0	0	1	7	0	0	1
V54	12	10	33	24	0	50	0	0	0	1	4	8	0
V55	0	0	63	139	4	0	0	0	4	1	18	0	1
V56	12	0	0	39	2	11	6	0	4	17	0	0	2
V57	178	141	5	20	72	1	0	29	4	0	6	3	0
V58	2	29	6	2	0	1	0	6	1	0	1	3	0
V59	2	35	564	102	47	0	38	0	0	0	19	51	0
V60	112	7	69	0	10	111	0	0	44	0	8	1	7
V61	83	24	0	0	73	38	32	0	0	0	2	8	0
V62	0	16	52	35	8	4	56	0	0	0	0	13	0
V63	63	2	12	62	47	18	10	0	15	0	30	3	0
V64	0	183	33	0	28	0	42	8	0	0	0	0	8
V65	35	27	0	61	15	36	0	0	3	5	0	0	13
V66	1	0	1	57	0	15	0	41	10	0	45	1	0
V67	6	279	31	31	0	0	0	50	4	6	0	0	0
V68	0	163	20	24	27	0	0	92	0	0	43	1	2
V69	28	8	1	7	0	53	0	0	0	5	0	0	0
V70	0	2	0	0	1	0	2	0	0	0	0	0	1
V71	3	8	46	3	0	7	3	7	7	0	0	0	0
V72	36	0	92	36	0	0	0	0	0	7	0	28	0
V73	3	128	35	75	0	0	0	11	30	11	0	0	22
V74	4	2	27	3	14	6	0	0	0	0	0	1	19
V75	3	11	19	45	0	0	0	4	0	0	0	0	0
V76	74	0	0	56	0	0	0	19	0	34	0	0	3
V77	22	27	12	0	0	2	0	0	12	0	2	0	0
V78	5	19	78	24	12	0	4	1	14	0	0	0	0
V79	86	18	0	46	17	41	2	0	0	37	20	4	0
V80	18	0	147	10	18	21	0	0	6	0	8	0	0
V81	0	117	29	0	50	7	17	27	0	0	0	0	5
V82	84	82	3	78	65	9	78	0	0	0	12	3	7
V83	55	23	6	0	6	0	0	0	0	2	0	0	5
V84	0	172	0	0	26	6	8	99	1	0	0	3	0
V85	0	5	28	77	0	0	2	0	0	0	14	10	0
V86	65	21	7	147	86	2	20	0	11	6	39	0	0
V87	40	43	6	0	0	15	6	0	0	16	0	0	11
V88	99	0	0	0	11	0	3	0	20	0	1	1	12
V89	33	1	177	16	0	14	14	0	0	0	0	0	0
V90	42	157	133	33	14	14	13	48	46	4	0	14	0
V91	3	115	10	26	0	77	0	0	23	14	65	0	37
V92	16	74	18	6	1	7	0	0	0	0	1	0	0
V93	79	62	76	7	15	135	0	0	95	0	12	25	0
V94	209	0	5	30	26	20	0	7	0	48	0	1	0
V95	71	21	109	0	22	101	11	0	94	14	3	0	0
V96	10	172	0	0	0	113	9	68	108	0	0	20	0
V97	28	0	116	52	2	1	0	0	22	6	25	1	3
V98	217	8	0	20	0	0	39	0	0	30	25	0	0
V99	23	1	0	0	12	9	0	7	0	0	0	0	0
V100	1	2	8	9	5	13	32	0	31	0	25	0	0
