NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.3	21.275	10.081	12.703	0.117	0.988	60000.0
2	41.356	20.527	9.892	12.223	0.114	0.989	80000.0
3	40.225	19.624	9.627	11.807	0.111	0.99	50000.0
4	41.851	21.112	10.157	12.856	0.112	0.988	50000.0
5	38.595	19.274	8.983	11.194	0.108	0.991	40000.0
6	41.692	21.333	10.024	12.892	0.115	0.989	50000.0
7	41.692	20.615	9.831	12.158	0.115	0.99	70000.0
8	41.086	20.473	9.848	12.492	0.113	0.988	60000.0
9	40.044	20.131	9.487	12.047	0.117	0.99	30000.0
10	40.706	20.739	9.651	12.291	0.113	0.989	50000.0
