Samples	ID83A	ID83B
V1	244	0
V2	4	961
V3	188	46
V4	0	20
V5	35	97
V6	92	207
V7	193	201
V8	434	10
V9	0	496
V10	201	130
V11	14	150
V12	68	0
V13	158	118
V14	165	3
V15	41	91
V16	171	150
V17	172	0
V18	195	7
V19	4	3
V20	185	16
V21	252	59
V22	79	11
V23	146	311
V24	122	67
V25	15	143
V26	244	76
V27	0	315
V28	52	43
V29	128	29
V30	65	58
V31	184	17
V32	0	356
V33	44	50
V34	133	9
V35	46	20
V36	210	9
V37	152	102
V38	0	278
V39	193	20
V40	86	6
V41	101	158
V42	47	252
V43	59	38
V44	133	71
V45	85	57
V46	69	206
V47	23	329
V48	0	572
V49	470	112
V50	118	103
V51	119	57
V52	185	11
V53	135	90
V54	259	258
V55	105	17
V56	70	91
V57	135	51
V58	433	116
V59	280	76
V60	32	63
V61	465	5
V62	87	12
V63	435	95
V64	111	198
V65	0	149
V66	27	59
V67	393	23
V68	70	49
V69	38	137
V70	197	83
V71	169	75
V72	41	2
V73	7	364
V74	31	47
V75	11	212
V76	237	59
V77	71	145
V78	35	118
V79	0	130
V80	223	128
V81	234	21
V82	100	397
V83	26	17
V84	203	3
V85	52	9
V86	99	163
V87	161	80
V88	571	0
V89	200	4
V90	299	49
V91	177	229
V92	276	107
V93	644	31
V94	164	16
V95	340	41
V96	404	122
V97	268	21
V98	123	23
V99	221	60
V100	1	126
