Samples	ID83A	ID83B
V1	2.22E+00	2.22E+00
V2	9.27E+00	9.27E+00
V3	3.66E+00	3.66E+00
V4	2.44E+00	2.44E+00
V5	2.02E+01	2.02E+01
V6	1.57E+01	1.57E+01
V7	4.13E+00	4.13E+00
V8	7.01E+00	7.01E+00
V9	1.79E+00	1.79E+00
V10	2.60E+00	2.61E+00
V11	9.07E+00	9.07E+00
V12	5.52E+00	5.52E+00
V13	3.94E+00	3.91E+00
V14	3.99E+01	3.99E+01
V15	3.38E+00	3.38E+00
V16	1.81E+01	1.81E+01
V17	4.20E+00	4.20E+00
V18	4.65E+00	4.65E+00
V19	4.76E+00	4.76E+00
V20	3.58E+00	3.58E+00
V21	8.26E+00	8.26E+00
V22	8.44E+00	8.44E+00
V23	1.03E+00	1.03E+00
V24	8.92E+00	8.92E+00
V25	1.36E+01	1.36E+01
V26	9.91E+00	9.91E+00
V27	4.83E+00	4.83E+00
V28	1.67E+01	1.67E+01
V29	3.82E+00	3.82E+00
V30	8.11E+00	8.11E+00
V31	3.46E+00	3.46E+00
V32	5.38E+00	5.38E+00
V33	5.10E+00	5.10E+00
V34	6.38E+00	6.38E+00
V35	8.24E+00	8.24E+00
V36	1.54E+01	1.54E+01
V37	1.74E+00	1.74E+00
V38	1.01E+01	1.01E+01
V39	5.92E+00	5.92E+00
V40	2.62E+00	2.62E+00
V41	4.08E+00	4.08E+00
V42	2.16E+00	2.16E+00
V43	3.12E+00	3.12E+00
V44	5.85E+00	5.85E+00
V45	4.91E+01	4.91E+01
V46	4.68E+00	4.68E+00
V47	2.48E+00	2.48E+00
V48	6.06E+00	6.06E+00
V49	7.66E+00	7.66E+00
V50	5.26E-01	5.26E-01
V51	1.18E+00	1.18E+00
V52	1.17E+01	1.17E+01
V53	4.16E+00	4.16E+00
V54	8.18E+00	8.18E+00
V55	9.25E+00	9.25E+00
V56	1.32E+01	1.32E+01
V57	6.64E+00	6.64E+00
V58	2.30E+00	2.30E+00
V59	6.59E+00	6.59E+00
V60	2.34E+00	2.34E+00
V61	5.63E+00	5.63E+00
V62	2.66E+00	2.66E+00
V63	4.54E+00	4.54E+00
V64	1.44E+00	1.44E+00
V65	4.78E+01	4.78E+01
V66	2.51E+00	2.51E+00
V67	5.78E+00	5.78E+00
V68	1.32E+00	1.32E+00
V69	2.44E+01	2.44E+01
V70	2.12E+01	2.12E+01
V71	7.48E+00	7.48E+00
V72	1.39E+01	1.39E+01
V73	5.94E+00	5.94E+00
V74	1.33E+01	1.33E+01
V75	1.74E+01	1.74E+01
V76	3.04E+00	3.04E+00
V77	5.56E+00	5.56E+00
V78	4.27E+00	4.27E+00
V79	1.60E+00	1.60E+00
V80	6.35E+00	6.35E+00
V81	5.10E+00	5.10E+00
V82	1.14E+01	1.14E+01
V83	3.11E+01	3.11E+01
V84	1.75E+00	1.75E+00
V85	1.11E+01	1.11E+01
V86	2.33E+00	2.33E+00
V87	3.34E+00	3.34E+00
V88	3.22E+00	3.22E+00
V89	3.60E+01	3.60E+01
V90	5.29E+00	5.29E+00
V91	2.70E+00	2.70E+00
V92	4.41E+00	4.41E+00
V93	1.93E+01	1.93E+01
V94	5.48E+00	5.48E+00
V95	1.57E+01	1.57E+01
V96	3.40E+01	3.40E+01
V97	1.26E+00	1.26E+00
V98	5.72E+00	5.72E+00
V99	6.02E+01	6.02E+01
V100	1.59E+00	1.59E+00
