Samples	ID83A	ID83B
V1	54	68
V2	138	125
V3	20	161
V4	67	5
V5	282	6
V6	605	0
V7	424	46
V8	187	55
V9	66	33
V10	101	31
V11	110	78
V12	212	306
V13	120	105
V14	428	130
V15	49	147
V16	196	119
V17	83	104
V18	222	17
V19	106	146
V20	63	101
V21	81	123
V22	0	197
V23	77	18
V24	450	123
V25	755	62
V26	5	172
V27	48	108
V28	236	0
V29	61	229
V30	344	154
V31	48	337
V32	468	0
V33	70	327
V34	208	202
V35	330	2
V36	146	310
V37	9	27
V38	175	36
V39	112	109
V40	0	393
V41	36	28
V42	2	43
V43	12	71
V44	97	134
V45	720	52
V46	100	162
V47	5	144
V48	0	182
V49	98	58
V50	330	0
V51	34	50
V52	143	220
V53	0	300
V54	0	210
V55	107	24
V56	242	153
V57	0	516
V58	11	41
V59	109	365
V60	126	46
V61	159	470
V62	400	0
V63	219	100
V64	0	511
V65	402	158
V66	34	173
V67	111	75
V68	294	0
V69	272	38
V70	45	236
V71	128	243
V72	168	76
V73	112	298
V74	120	22
V75	470	19
V76	149	50
V77	36	82
V78	0	494
V79	243	0
V80	307	61
V81	398	79
V82	272	148
V83	404	0
V84	0	506
V85	119	185
V86	170	0
V87	34	191
V88	198	21
V89	462	114
V90	50	102
V91	84	82
V92	181	147
V93	221	133
V94	286	136
V95	213	99
V96	346	68
V97	94	6
V98	286	88
V99	700	0
V100	43	19
