Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1.22E+00	6.36E-01	2.01E+00	0.00E+00	2.50E+00	0.00E+00	3.79E-01	2.65E+00	7.57E-01	2.16E+00
V2	1.24E+00	5.43E+00	1.83E+00	3.24E+00	1.08E+01	1.71E+00	1.39E+00	7.06E-01	2.40E+00	1.03E+01
V3	2.69E+00	1.46E+00	1.75E+00	3.49E+00	1.55E+00	4.38E+00	5.11E+00	3.59E+00	2.56E+00	2.74E+00
V4	1.30E+00	2.21E+00	7.44E+00	3.04E+00	6.84E+00	1.94E+00	0.00E+00	7.90E+00	3.04E+00	7.14E+00
V5	1.34E+00	3.25E+00	1.92E+00	7.01E+00	7.95E-01	4.69E+00	1.82E+00	2.41E+00	4.70E+00	3.43E+00
V6	8.03E-01	6.51E-01	5.86E+00	2.17E+01	3.48E+00	1.65E+01	7.06E-01	6.06E+00	1.13E+01	2.63E+00
V7	4.07E-01	1.98E+00	0.00E+00	2.17E+00	1.17E+01	8.92E-01	1.54E+00	3.20E+00	2.32E+00	1.23E+01
V8	2.05E+00	4.00E-01	2.77E-01	5.79E+00	2.66E+00	3.85E+00	1.13E+00	6.00E-01	3.06E+00	3.32E+00
V9	1.02E+00	2.41E+00	2.15E+00	6.16E-01	6.05E-01	3.00E-01	6.11E-01	2.68E+00	7.16E-01	2.87E+00
V10	9.66E-01	4.74E+00	3.72E+00	2.34E+00	3.26E+01	1.30E+00	1.80E+00	2.74E+00	4.82E+00	3.57E+01
V11	0.00E+00	4.22E-01	9.81E+00	1.69E+00	1.38E+00	1.88E+00	2.23E+00	8.66E+00	2.48E+00	3.35E-01
V12	2.36E+00	4.42E-01	2.33E+00	4.00E-01	5.97E-01	1.11E+00	0.00E+00	1.22E+00	1.60E+00	9.43E-01
V13	8.16E-01	8.31E-01	3.94E-01	7.99E+00	5.53E+00	5.57E+00	3.06E-01	7.00E-01	8.06E+00	5.10E+00
V14	2.69E-01	1.30E+00	1.21E+01	4.69E+01	4.13E+00	4.34E+01	8.06E-01	1.28E+01	1.26E+01	1.10E+01
V15	3.80E+00	3.38E+00	1.95E+00	3.12E+00	1.80E+00	3.48E+00	2.41E+00	2.02E+00	3.19E+00	4.24E+00
V16	1.52E+00	1.45E+00	0.00E+00	3.99E+00	0.00E+00	4.32E+00	8.92E-01	5.00E-01	3.14E+00	3.40E-01
V17	1.55E+00	3.63E+00	1.71E+00	8.63E+00	1.12E+00	8.67E+00	1.97E+00	2.08E+00	3.37E+00	1.43E+00
V18	1.17E+00	9.07E-01	6.62E+00	0.00E+00	5.78E-01	2.00E-01	7.31E-01	6.38E+00	4.23E-01	1.33E-01
V19	1.65E+00	0.00E+00	2.70E+00	1.00E-01	1.46E+00	7.42E-01	1.17E+00	1.39E+00	7.06E-01	2.06E+00
V20	7.92E-01	5.96E-01	1.06E+00	5.75E+00	2.24E+00	8.53E+00	2.17E+00	2.41E+00	4.75E+00	4.27E+00
V21	0.00E+00	4.91E+00	1.00E-01	4.29E+00	1.33E+01	1.86E+00	1.61E+00	1.17E+00	2.49E+00	1.63E+01
V22	3.48E-01	8.67E-01	1.07E+01	7.68E+00	4.61E+00	1.04E+01	6.00E-01	1.18E+01	5.33E+00	5.24E+00
V23	2.50E+00	2.47E+00	1.66E+00	2.00E+00	1.22E+00	2.44E+00	4.00E-01	1.68E+00	2.02E+00	1.69E+00
V24	1.50E+00	9.21E-01	1.43E+00	1.35E+00	1.68E+00	1.77E+00	0.00E+00	7.02E-01	8.19E-01	1.10E+00
V25	3.17E+00	3.12E+00	1.19E+00	8.07E+00	3.14E-01	8.82E+00	8.84E-01	9.57E-01	2.23E+00	3.09E+00
V26	1.17E+00	0.00E+00	1.58E+00	2.64E+00	1.72E+00	2.76E+00	1.53E-01	1.78E+00	2.65E+00	2.67E+00
V27	9.14E+00	1.19E+00	3.96E-01	5.26E+00	6.83E+00	4.94E+00	0.00E+00	7.63E-01	1.10E+01	2.80E+00
