MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.53E-02	7.84E-04	2.41E-02
1:Del:C:1	3.38E-03	9.75E-04	5.44E-03
1:Del:C:2	1.36E-03	1.63E-03	4.43E-03
1:Del:C:3	2.31E-02	2.49E-02	6.52E-02
1:Del:C:4	5.78E-04	3.82E-04	9.93E-04
1:Del:C:5	1.77E-04	7.08E-04	4.99E-04
1:Del:T:0	3.73E-03	7.72E-04	5.89E-03
1:Del:T:1	1.99E-03	2.99E-04	3.09E-03
1:Del:T:2	2.63E-03	8.42E-04	4.09E-03
1:Del:T:3	4.39E-03	8.82E-04	7.61E-03
1:Del:T:4	4.01E-03	1.89E-03	7.01E-03
1:Del:T:5	1.08E-03	2.30E-02	1.13E-03
1:Ins:C:0	1.11E-04	1.14E-04	2.88E-04
1:Ins:C:1	1.33E-04	1.49E-04	3.97E-04
1:Ins:C:2	9.60E-05	4.84E-05	1.54E-04
1:Ins:C:3	3.58E-05	5.83E-05	6.72E-05
1:Ins:C:4	3.49E-05	1.21E-04	1.53E-04
1:Ins:C:5	1.33E-04	9.33E-04	9.90E-04
1:Ins:T:0	8.92E-04	2.49E-04	1.49E-03
1:Ins:T:1	3.45E-04	1.65E-04	7.29E-04
1:Ins:T:2	1.35E-04	1.65E-04	2.44E-04
1:Ins:T:3	1.27E-04	1.23E-04	3.27E-04
1:Ins:T:4	2.39E-04	5.79E-04	7.54E-04
1:Ins:T:5	4.32E-03	2.88E-02	4.40E-02
2:Del:R:0	6.46E-04	2.82E-04	1.10E-03
2:Del:R:1	5.12E-04	3.09E-04	9.76E-04
2:Del:R:2	1.21E-04	1.55E-04	2.28E-04
2:Del:R:3	6.36E-05	7.32E-05	4.56E-09
2:Del:R:4	1.64E-05	1.36E-04	5.81E-05
2:Del:R:5	5.70E-05	7.80E-05	9.08E-05
3:Del:R:0	1.33E-02	1.26E-02	3.76E-02
3:Del:R:1	3.09E-04	3.36E-04	7.36E-04
3:Del:R:2	1.11E-04	1.69E-04	2.70E-04
3:Del:R:3	4.22E-05	1.21E-04	1.04E-04
3:Del:R:4	8.79E-09	1.03E-08	2.80E-08
3:Del:R:5	8.79E-09	1.03E-08	2.80E-08
4:Del:R:0	2.49E-04	2.45E-04	6.17E-04
4:Del:R:1	1.57E-04	2.15E-04	4.26E-04
4:Del:R:2	1.02E-04	1.08E-04	1.62E-04
4:Del:R:3	2.30E-05	3.74E-08	4.47E-05
4:Del:R:4	8.79E-09	1.03E-08	2.80E-08
4:Del:R:5	3.62E-05	2.98E-05	5.66E-06
5:Del:R:0	1.42E-02	1.56E-02	3.06E-02
5:Del:R:1	5.33E-05	1.94E-04	1.51E-04
5:Del:R:2	1.12E-04	1.80E-04	1.75E-04
5:Del:R:3	8.79E-09	1.03E-08	2.80E-08
5:Del:R:4	8.79E-09	1.03E-08	2.80E-08
5:Del:R:5	8.79E-09	1.03E-08	2.80E-08
2:Ins:R:0	7.49E-05	5.40E-05	1.54E-04
2:Ins:R:1	1.86E-04	6.58E-05	3.03E-04
2:Ins:R:2	3.34E-05	9.52E-05	6.44E-05
2:Ins:R:3	7.53E-05	6.77E-05	8.40E-05
2:Ins:R:4	7.28E-06	2.63E-04	1.79E-04
2:Ins:R:5	1.10E-04	7.07E-04	7.07E-04
3:Ins:R:0	4.74E-05	2.32E-05	1.96E-05
3:Ins:R:1	1.72E-04	1.06E-04	2.34E-04
3:Ins:R:2	1.97E-05	2.73E-08	6.38E-05
3:Ins:R:3	1.87E-05	3.44E-08	2.90E-05
3:Ins:R:4	6.77E-06	3.38E-05	1.50E-05
3:Ins:R:5	1.98E-08	1.25E-04	3.00E-05
4:Ins:R:0	1.39E-05	5.40E-05	1.11E-04
4:Ins:R:1	1.32E-04	1.65E-04	4.57E-04
4:Ins:R:2	3.67E-08	2.03E-05	2.25E-05
4:Ins:R:3	2.38E-05	1.88E-05	5.79E-05
4:Ins:R:4	1.70E-05	3.52E-05	4.56E-05
4:Ins:R:5	1.29E-04	1.66E-04	2.95E-04
5:Ins:R:0	1.78E-05	3.77E-08	5.12E-05
5:Ins:R:1	1.32E-02	3.32E-04	4.34E-03
5:Ins:R:2	8.79E-09	1.03E-08	2.80E-08
5:Ins:R:3	2.97E-08	3.57E-06	3.26E-05
5:Ins:R:4	4.14E-05	3.75E-08	5.76E-08
5:Ins:R:5	1.17E-05	2.74E-05	3.62E-05
2:Del:M:1	2.93E-04	2.66E-04	7.42E-04
3:Del:M:1	3.31E-04	4.81E-04	9.00E-04
3:Del:M:2	1.63E-04	2.59E-04	3.20E-04
4:Del:M:1	3.78E-04	3.82E-04	7.10E-04
4:Del:M:2	3.40E-04	1.73E-04	5.16E-04
4:Del:M:3	1.32E-04	1.73E-04	1.55E-04
5:Del:M:1	1.79E-02	1.96E-02	3.90E-02
5:Del:M:2	2.45E-02	4.46E-04	7.19E-03
5:Del:M:3	2.76E-03	2.82E-03	6.41E-03
5:Del:M:4	1.01E-03	1.07E-03	2.05E-03
5:Del:M:5	6.48E-04	7.02E-04	1.46E-03
