MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	9.16E-08	5.62E-08	1.75E-07	3.23E-02	2.11E-45	2.89E-07	4.55E-02	1.19E-06	0.00E+00	3.71E-03	7.38E-03	2.93E-02	7.05E-03	6.84E-02	5.81E-03	5.00E-06	4.32E-03	2.80E-03	3.34E-06	5.33E-02
1:Del:C:1	2.41E-06	0.00E+00	1.56E-07	1.69E-02	3.12E-07	1.53E-08	6.90E-03	1.34E-02	5.09E-03	3.03E-03	1.34E-02	1.98E-02	2.20E-02	5.44E-02	9.39E-03	1.03E-03	3.96E-02	1.58E-02	1.67E-02	2.06E-02
1:Del:C:2	1.21E-03	1.44E-08	4.27E-08	2.18E-03	4.10E-04	1.07E-07	9.36E-05	1.44E-07	2.29E-04	3.78E-03	4.04E-03	1.49E-04	1.00E-03	8.50E-04	1.13E-03	1.85E-03	1.01E-02	1.45E-03	3.59E-03	3.94E-03
1:Del:C:3	1.02E-03	6.39E-08	0.00E+00	3.52E-03	1.14E-03	2.97E-03	7.24E-03	2.84E-03	1.45E-03	2.15E-03	7.02E-03	2.02E-03	6.37E-03	7.48E-03	7.30E-03	5.85E-08	2.93E-02	5.21E-03	4.81E-03	8.31E-03
1:Del:C:4	2.63E-03	3.40E-08	1.05E-03	4.53E-03	1.04E-03	1.55E-03	6.52E-03	1.09E-05	1.39E-03	0.00E+00	6.44E-04	4.26E-03	1.24E-02	8.59E-03	2.92E-04	9.58E-03	2.40E-02	1.96E-03	4.78E-03	4.12E-03
1:Del:C:5	1.32E-03	4.72E-04	0.00E+00	6.48E-04	6.06E-03	0.00E+00	1.40E-46	3.28E-04	6.58E-03	3.72E-04	2.77E-04	0.00E+00	3.55E-04	5.71E-07	1.63E-02	1.01E-03	4.08E-07	2.53E-02	9.38E-04	0.00E+00
1:Del:T:0	1.57E-03	1.03E-07	4.41E-03	2.27E-02	3.79E-03	8.14E-04	1.90E-02	8.96E-03	1.30E-02	4.77E-03	2.01E-02	1.79E-02	1.08E-02	6.91E-02	8.69E-03	1.56E-02	9.65E-03	1.09E-02	7.62E-03	1.40E-02
1:Del:T:1	8.80E-08	5.06E-08	3.87E-06	2.96E-02	5.30E-04	1.63E-07	1.02E-02	5.31E-02	6.31E-04	1.90E-03	0.00E+00	1.30E-02	2.54E-03	8.57E-03	2.28E-03	0.00E+00	7.93E-03	3.98E-03	3.91E-03	4.60E-03
1:Del:T:2	1.24E-03	4.62E-02	2.51E-02	1.66E-02	6.85E-03	2.38E-03	7.78E-03	1.18E-01	1.43E-03	4.76E-46	4.53E-03	1.44E-02	3.03E-03	3.29E-02	2.13E-03	6.19E-03	3.72E-02	1.50E-02	4.65E-02	4.67E-03
1:Del:T:3	1.07E-07	4.05E-04	3.20E-03	2.64E-02	6.05E-03	1.39E-03	3.39E-02	6.94E-03	9.37E-03	0.00E+00	1.03E-02	1.64E-02	5.03E-03	2.02E-03	1.39E-02	1.80E-02	2.96E-02	2.80E-02	3.25E-02	9.97E-03
