Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	37	12	28	14	30	14
V2	15	73	149	342	19	18
V3	14	138	39	23	5	16
V4	0	55	35	15	8	46
V5	0	93	135	23	6	13
V6	36	37	15	18	39	27
V7	15	21	159	174	27	2
V8	67	17	8	36	138	5
V9	17	3	158	8	2	14
V10	19	4	12	20	47	135
V11	53	0	47	1	32	27
V12	196	26	45	217	14	64
V13	214	366	4	14	27	1
V14	53	113	3	13	143	19
V15	14	164	6	2	1	5
V16	134	60	30	38	1	57
V17	32	12	19	4	17	2
V18	11	1	22	21	175	41
V19	178	1	91	62	12	29
V20	8	18	243	103	31	18
V21	6	522	112	0	93	93
V22	34	59	58	91	14	72
V23	16	0	217	2	0	5
V24	29	20	54	4	29	0
V25	40	109	28	5	0	10
V26	0	0	55	84	0	229
V27	11	52	155	11	30	6
V28	327	15	0	174	10	91
V29	25	39	4	74	1	96
V30	2	105	18	0	39	0
V31	0	1	1	133	11	41
V32	37	48	5	0	38	77
V33	11	60	5	115	69	182
V34	23	27	4	2	1	246
V35	18	34	1	24	0	39
V36	10	14	23	45	219	45
V37	83	258	16	7	142	27
V38	402	53	236	172	0	0
V39	117	74	0	56	15	57
V40	293	99	20	6	4	117
V41	5	45	11	85	9	0
V42	0	3	40	0	15	22
V43	53	8	15	8	16	0
V44	11	13	0	10	187	157
V45	233	0	76	30	20	4
V46	211	25	164	111	0	2
V47	133	211	2	60	0	0
V48	2	127	5	51	6	35
V49	4	74	2	62	41	9
V50	10	0	2	132	54	16
V51	13	36	99	83	31	44
V52	2	163	17	30	11	133
V53	24	28	25	144	201	91
V54	8	19	3	25	84	33
V55	7	6	334	149	0	48
V56	37	29	7	83	19	5
V57	119	29	1	98	40	38
V58	27	3	2	6	66	28
V59	24	2	140	15	55	15
V60	0	26	1	30	0	96
V61	4	6	0	11	0	7
V62	37	11	79	77	77	14
V63	10	4	72	0	1	7
V64	3	6	1	34	62	3
V65	164	59	309	1	5	0
V66	19	53	0	4	32	2
V67	185	2	0	19	114	15
V68	37	3	88	0	20	6
V69	5	5	35	90	145	54
V70	103	66	15	9	7	13
V71	20	1	26	14	49	194
V72	0	1	136	0	10	7
V73	4	17	14	104	98	12
V74	8	7	41	14	647	53
V75	72	4	11	16	0	49
V76	26	3	159	21	42	28
V77	26	49	30	12	8	129
V78	5	254	41	4	30	17
V79	85	13	3	0	49	58
V80	236	42	6	63	56	83
V81	42	44	0	0	23	0
V82	5	48	9	43	2	2
V83	4	25	2	13	10	120
V84	34	1	49	18	5	10
V85	29	7	63	128	25	6
V86	3	2	22	20	3	14
V87	40	7	3	0	46	0
V88	54	14	88	20	35	201
V89	72	61	45	9	8	7
V90	0	95	4	68	6	10
V91	1	57	6	21	39	15
V92	13	233	11	19	54	309
V93	186	2	52	1	2	1
V94	2	8	27	141	50	66
V95	14	58	46	31	80	27
V96	1	4	1	24	62	0
V97	1	0	43	12	29	21
V98	37	5	0	76	31	8
V99	12	13	9	16	126	3
V100	20	3	164	60	1	9
