Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V34	0	424	23	0	44	3	2	0	14	0	4	0	0
V35	18	2	5	25	7	0	16	0	18	0	16	0	0
V36	24	57	37	4	19	3	11	26	15	34	20	0	0
V37	1	1	0	0	0	4	17	0	15	9	0	0	0
V38	25	15	0	25	6	6	0	0	7	0	0	0	0
V39	9	1	4	0	62	130	38	0	15	4	20	0	0
V40	15	3	0	82	43	33	4	28	9	0	8	0	0
V41	0	25	0	16	7	11	2	0	0	0	0	4	0
V42	6	1	15	91	25	0	1	0	13	0	0	0	0
V43	109	163	25	200	37	11	11	0	30	20	0	5	18
V44	24	0	317	33	17	0	40	0	17	88	0	25	0
V45	1	61	8	0	0	90	12	18	0	0	3	0	7
V46	0	0	0	3	33	0	11	25	8	0	0	0	0
V47	0	21	63	29	1	23	0	3	6	84	0	10	26
V48	0	78	1	20	44	0	0	0	58	23	0	0	14
V49	145	44	58	0	68	53	68	7	13	0	16	0	0
V50	42	2	0	6	42	0	13	0	16	0	0	0	0
V51	0	22	274	0	20	73	0	53	0	60	21	3	39
V52	5	10	275	27	0	0	37	29	0	99	11	0	17
V53	54	48	257	3	87	36	65	0	20	23	13	0	19
V54	17	0	0	107	22	26	11	26	18	8	20	6	0
V55	4	24	174	22	194	5	17	0	113	40	50	0	0
V56	1	43	20	13	3	0	0	0	0	0	2	4	11
V57	52	27	0	16	13	46	0	37	5	11	0	0	14
V58	61	56	7	6	42	8	24	37	17	0	0	16	0
V59	109	193	13	9	27	0	23	11	24	0	20	39	5
V60	0	112	10	4	0	0	0	0	0	7	0	0	7
V61	5	0	32	54	67	0	0	0	4	12	0	0	10
V62	137	32	0	155	4	12	0	5	6	0	6	28	0
V63	0	16	0	0	61	84	0	0	13	8	10	0	0
V64	0	0	12	0	66	24	4	0	3	12	0	0	0
V65	35	70	0	0	10	4	7	20	0	0	0	0	0
V66	59	76	0	189	10	0	22	0	1	8	2	0	14
V67	22	141	26	8	1	20	7	10	0	0	31	1	24
V68	0	0	3	25	12	0	2	0	0	2	5	0	0
V69	12	46	0	84	0	17	5	0	2	3	18	12	0
V70	3	6	78	59	172	0	10	0	67	0	0	6	17
V71	97	46	93	3	25	0	29	0	54	31	0	51	23
V72	156	116	0	1	0	6	77	0	0	0	0	9	0
V73	3	28	93	5	0	128	18	114	1	23	0	32	23
V74	0	7	36	0	0	3	1	0	0	39	0	0	3
V75	8	37	0	0	2	0	0	0	2	0	0	15	0
V76	0	0	37	9	0	134	0	176	0	24	114	0	0
V77	102	161	2	6	177	0	29	57	54	0	1	0	0
V78	302	177	59	0	1	0	28	0	0	11	0	10	3
V79	90	66	19	0	33	60	46	38	12	2	22	0	0
V80	155	384	0	18	9	44	111	0	3	0	0	0	0
V81	11	61	25	13	17	17	27	100	12	69	26	19	0
V82	161	5	9	13	0	8	46	0	0	0	16	0	0
V83	81	2	0	0	12	10	0	58	5	11	0	0	2
V84	0	4	28	7	38	0	0	0	83	0	0	0	0
V85	21	49	140	0	0	12	19	0	0	0	14	28	0
V86	133	2	23	0	19	47	17	62	18	47	22	0	0
V87	337	117	0	52	8	4	153	54	6	0	0	0	0
V88	46	13	2	44	12	0	17	11	0	4	21	0	0
V89	3	75	0	26	36	20	0	0	42	0	0	0	0
V90	168	30	3	87	24	1	49	0	18	24	0	0	0
V91	31	32	0	4	26	17	5	39	18	14	10	0	0
V92	73	49	35	0	148	6	5	0	80	32	23	7	0
V93	0	67	0	10	44	0	1	0	1	12	0	10	6
V94	0	22	64	7	93	0	0	3	40	0	0	0	0
V95	7	148	188	0	0	0	2	0	0	24	0	15	30
V96	66	18	23	3	25	0	75	0	8	0	0	0	3
V97	0	33	13	175	1	0	7	0	2	0	0	4	0
V98	13	1	19	161	1	0	15	3	0	0	16	0	0
V99	90	52	27	15	9	0	37	5	1	0	5	0	3
V100	100	19	43	362	0	0	55	0	0	39	0	15	23
