Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	0	0	107	0	5	0	0	0	2	14	0	10	28
V2	22	5	5	2	25	133	16	21	0	72	2	21	0
V3	2	47	90	0	9	17	0	32	7	0	26	0	2
V4	39	35	0	42	151	17	49	0	35	0	1	0	0
V5	169	6	0	141	19	4	95	0	12	0	0	0	0
V6	1	2	155	42	0	0	1	0	8	27	0	0	19
V7	11	115	0	37	1	0	4	4	2	0	0	10	0
V8	1	0	31	5	31	29	4	76	17	54	0	0	11
V9	58	3	62	2	26	23	16	0	15	0	10	0	0
V10	0	4	43	19	1	19	22	70	0	0	5	49	0
V11	38	6	0	18	148	0	0	0	55	0	0	7	3
V12	9	22	16	0	52	46	0	87	22	0	3	0	0
V13	135	32	12	82	68	221	0	6	59	0	0	33	7
V14	0	24	28	102	0	21	0	12	2	20	0	9	3
V15	2	0	0	1	3	75	0	35	0	3	0	0	22
V16	0	0	15	0	41	3	9	0	33	0	0	0	0
V17	2	0	13	49	18	6	0	0	0	19	21	0	1
V18	9	15	117	0	48	0	0	0	23	5	18	0	23
V19	3	12	0	40	0	0	5	0	2	0	0	0	4
V20	74	118	0	1	4	14	3	18	0	0	8	0	0
V21	41	15	0	2	7	45	0	84	8	0	0	0	10
V22	453	2	0	5	3	8	184	0	0	0	0	0	0
V23	198	0	11	4	128	0	42	0	37	0	0	0	0
V24	21	0	1	0	0	14	0	5	0	4	0	12	0
V25	0	5	56	1	20	7	0	68	3	28	9	0	0
V26	268	4	0	0	24	25	156	0	22	0	0	0	0
V27	0	12	0	23	0	74	0	33	0	52	0	0	0
V28	74	84	22	13	26	0	22	0	11	0	0	0	24
V29	82	89	12	20	1	0	6	0	4	8	0	17	8
V30	0	101	32	25	0	55	14	114	1	0	0	0	17
V31	0	0	0	2	0	5	0	56	0	0	0	0	7
V32	0	56	116	42	0	65	0	41	0	81	33	50	0
V33	45	21	0	3	7	22	4	0	0	10	0	8	1
